,date,price,bubble_size,bubble_color,from_address,to_address,punk_id,img_url,punk_skin_tone
17,2021-08-28,180.0,3,#dc5d24,\x7132c9f36abe62eab74cdfdd08c154c9ae45691b,\x8f10ae3ffd993bfb0a71e58e1bb606439dd5b301,5621,https://www.larvalabs.com/cryptopunks/cryptopunk5621.png,Medium
34,2021-02-22,30.0,4,#f6773d,\x052564eb0fd8b340803df55def89c25c432f43f4,\xfd6bf7971c58cb92d14d226cb7840b82f585c53c,8781,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,Light
35,2021-03-14,35.0,4,#f6773d,\xfd6bf7971c58cb92d14d226cb7840b82f585c53c,\x1455f0b4c58906463f87aba9e84f101124926043,8781,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,Light
36,2021-04-09,27.0,4,#f6773d,\xe907c99288007b394e77267f9b77e1053cd55d29,\x7c0f4b0fc6881c33b5854dac2ec767b87debd078,8781,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,Light
37,2022-04-15,69.0,4,#f6773d,\x8b6fede39b04c23bfcc7fe74e2680139a68bdbd7,\xccf2075c74de218cdd79b1ef699a2a31e2940f83,8781,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,Light
48,2021-04-30,30.0,3,#dc5d24,\x5deedc2d76ab76e65a2fe301fb70b1020b0fade9,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,4842,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png,Medium
49,2021-05-03,34.99,3,#dc5d24,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\x2cb435e6505d0b056a5cc9a0fa34f15d0486366c,4842,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png,Medium
52,2021-08-23,111.98,3,#933e18,\xf3016b7608acfbec9df4ae1ead36bb5f1bad4ff4,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,3507,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png,Dark
53,2021-08-23,92.0,3,#933e18,\x00b278dd68f9d8491795ffaf771120638bef1686,\xf3016b7608acfbec9df4ae1ead36bb5f1bad4ff4,3507,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png,Dark
54,2021-08-28,159.99,3,#933e18,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\x2f700deed41639e1ae24d193f7d67453c4002ee3,3507,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png,Dark
56,2021-02-27,55.0,3,#933e18,\x007508a6c38bcf12a30728c363968dab1be6384a,\xc77fa6c05b4e472feee7c0f9b20e70c5bf33a99b,1376,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png,Dark
57,2021-06-21,17.97,3,#933e18,\x4d1572ea399cfcb0a4b25b364df2c5ba68697e18,\xcf6f5a68d94165081a634ada997be3a93426c467,1376,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png,Dark
69,2021-01-25,9.0,3,#933e18,\x00668bd79ede077b99bbe1c4db59418bc333d4cf,\x29b1b2d083456fd07b19649f8b85f9927a29b1ab,4148,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png,Dark
70,2021-05-09,29.99,3,#933e18,\xbff231712560ae7a8773a3969f247ba85359664d,\xe8831f591ecfa2a3778176c44a76441f85f57737,4148,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png,Dark
75,2021-02-09,11.0,4,#f9a47e,\x5b098b00621eda6a96b7a476220661ad265f083f,\x1dd533820c1ac3080a59f2b0b3990e7674fb4603,9963,https://www.larvalabs.com/cryptopunks/cryptopunk9963.png,Albino
78,2021-08-05,50.0,3,#933e18,\x2b4a3ebb0b5be22e53d058029948d882b4afe27b,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,2614,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png,Dark
80,2022-06-21,76.99,3,#933e18,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\x2707b8785885be4bf54f5eeb38cfbf0fc70ae039,2614,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png,Dark
81,2022-07-08,77.95,3,#933e18,\x2707b8785885be4bf54f5eeb38cfbf0fc70ae039,\xa2201f091b2e8e5f8adaf8b023b99322b9ea5e66,2614,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png,Dark
89,2021-08-01,114.0,3,#dc5d24,\x6611fe71c233e4e7510b2795c242c9a57790b376,\x0b4338671b26d40e1177a8a0f64d75f253f15e05,4468,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png,Medium
97,2021-07-16,23.6,3,#933e18,\x27c79a01878962ce0b6126af6e184c06d36c8f37,\x03f63b96240c4a0a3e197329787adf0fa42806df,6140,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png,Dark
108,2021-04-28,55.0,2,#933e18,\x6611fe71c233e4e7510b2795c242c9a57790b376,\xceb63ca91bf7bd673e11589c5194e9e927cd5560,2997,https://www.larvalabs.com/cryptopunks/cryptopunk2997.png,Dark
114,2021-05-13,12.5,3,#f6773d,\xa469a5347669328524f7cdfb2773744490093aa1,\x18ee9cebca35d323068e5edc5b41ffca11d605b9,5104,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png,Light
115,2021-09-29,119.0,3,#f6773d,\x00668bd79ede077b99bbe1c4db59418bc333d4cf,\xffa914c83d851b9fe372e4ba6a6e131373aa16ab,5104,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png,Light
116,2022-05-15,58.89,3,#f6773d,\x896408ae55c0c6e9902fc842db0912c7228a02ae,\x038219304c2e3447d7d2e9f69dbd0f5a68d72f5f,5104,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png,Light
119,2021-07-31,39.9,2,#933e18,\x1d96b3fbb8803594345019c07a548c09bf39fd6c,\xa9d3c451d9472d7a72e1accb99c9c0b470390f64,2883,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png,Dark
120,2021-08-06,99.85,2,#933e18,\xa9d3c451d9472d7a72e1accb99c9c0b470390f64,\x54be3a794282c030b15e43ae2bb182e14c409c5e,2883,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png,Dark
123,2021-07-30,23.93,3,#f6773d,\x19d56622270608c68c4f64992bcff2d49a7fe96d,\x650dcdeb6ecf05ae3caf30a70966e2f395d5e9e5,1054,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png,Light
124,2021-07-30,23.0,3,#f6773d,\x7a341c8d5f04e55f907c3b1ef5c6c74b5add01c6,\x19d56622270608c68c4f64992bcff2d49a7fe96d,1054,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png,Light
127,2021-02-22,90.0,3,#dc5d24,\xe10824fd1ffb9951215025eb26cda42d2d8d9c4c,\x36fbd89b5aa130b53708a98e729ad726daaf1f86,4379,https://www.larvalabs.com/cryptopunks/cryptopunk4379.png,Medium
132,2021-10-01,136.0,1,#933e18,\xf942258c095f10efd0ca58e1308150ff40239d47,\x8c0d2b62f133db265ec8554282ee60eca0fd5a9e,861,https://www.larvalabs.com/cryptopunks/cryptopunk861.png,Dark
137,2021-04-04,16.5,3,#f9a47e,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\x5163588239afc34a1e6255fe250437cf917e32ab,3544,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,Albino
138,2021-08-04,43.95,3,#f9a47e,\x5163588239afc34a1e6255fe250437cf917e32ab,\xda24f041a3dc3beaaa1105cc47087f1566037d21,3544,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,Albino
139,2021-08-24,75.0,3,#f9a47e,\xda24f041a3dc3beaaa1105cc47087f1566037d21,\x8bebdb7f971d126bed0084c4cc651be40bee0519,3544,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,Albino
140,2022-06-15,55.0,3,#f9a47e,\x8bebdb7f971d126bed0084c4cc651be40bee0519,\xbd8e3c7521d08548549affce7b5505a17e6242a9,3544,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,Albino
144,2021-01-08,6.27,3,#933e18,\x5b098b00621eda6a96b7a476220661ad265f083f,\x38caf2d24a26a7f14000860198642e6cae834764,1160,https://www.larvalabs.com/cryptopunks/cryptopunk1160.png,Dark
149,2021-07-30,64.0,3,#f6773d,\x0713a6c6fd18b2c7e687c4b6f5c4dd941c4c3bc0,\x1efc9addb7844677424e6748fcbce3ef64bff36d,2624,https://www.larvalabs.com/cryptopunks/cryptopunk2624.png,Light
153,2021-02-17,11.5,2,#f6773d,\xdbc416d8a787cbcee7fe1bd76b68b6adc61d7ae8,\xeb725fcecce376a174675c87287bac30d46fdbe8,3530,https://www.larvalabs.com/cryptopunks/cryptopunk3530.png,Light
154,2021-02-22,21.4,2,#f6773d,\xeb725fcecce376a174675c87287bac30d46fdbe8,\x22c41c034cba2a0b71eb5ab560b0cfce3ac0c601,3530,https://www.larvalabs.com/cryptopunks/cryptopunk3530.png,Light
157,2021-08-14,129.99,4,#f6773d,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\x370ceca4fc1287ed99924bba76259f6c771a6022,1802,https://www.larvalabs.com/cryptopunks/cryptopunk1802.png,Light
158,2022-07-07,98.0,4,#f6773d,\x9205119fd1b32aa05fdd21defae22867ce24a65e,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1802,https://www.larvalabs.com/cryptopunks/cryptopunk1802.png,Light
159,2022-07-13,129.95,4,#f6773d,\x0232d1083e970f0c78f56202b9a666b526fa379f,\xca3be8fcc0bb1e966aad0fb5705ba11b517bd219,1802,https://www.larvalabs.com/cryptopunks/cryptopunk1802.png,Light
170,2021-08-23,55.0,2,#933e18,\x9ef13e6bfa6d38065207b5aaf757d124c25fb294,\xdda77c99d0873084e082c20192532d461e47391e,7735,https://www.larvalabs.com/cryptopunks/cryptopunk7735.png,Dark
171,2021-08-25,81.0,2,#933e18,\xa31cdc990c1f993f2489af108c0b0ed4679899ba,\xe65f13a12ec0371e643493e12e6d769945357479,7735,https://www.larvalabs.com/cryptopunks/cryptopunk7735.png,Dark
172,2021-08-25,77.0,2,#933e18,\xdda77c99d0873084e082c20192532d461e47391e,\xa31cdc990c1f993f2489af108c0b0ed4679899ba,7735,https://www.larvalabs.com/cryptopunks/cryptopunk7735.png,Dark
173,2022-07-11,79.5,2,#933e18,\x722645577ee4b58c5b423d15a44cf51b3a18ed06,\xf7bfe4048b066a98b4fac93a1392ddf90061abf2,7735,https://www.larvalabs.com/cryptopunks/cryptopunk7735.png,Dark
175,2021-08-23,60.0,3,#933e18,\x54863db19c3f0c6795eb264aaf8cc649b1bb7d3f,\x04ede46c36e138daee85b7e1f7711fa8ee908b00,6549,https://www.larvalabs.com/cryptopunks/cryptopunk6549.png,Dark
176,2021-09-16,110.1,3,#933e18,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\xb890f264b1a7591cdf9e21b3b640a741cf677ae9,6549,https://www.larvalabs.com/cryptopunks/cryptopunk6549.png,Dark
180,2021-07-24,49.99,1,#dc5d24,\xb16386345672c38e6dc7d1d061e656ad9f7e7e3c,\xb5e6acc6cbb5d712a96fcc7a8fe25a69f10ecf4c,9874,https://www.larvalabs.com/cryptopunks/cryptopunk9874.png,Medium
185,2021-08-04,41.0,2,#f6773d,\xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,\x3a172ef0a46c27a8d4313215638495e855f6457c,1146,https://www.larvalabs.com/cryptopunks/cryptopunk1146.png,Light
192,2021-08-28,107.0,2,#f6773d,\x00b278dd68f9d8491795ffaf771120638bef1686,\x044155f2a0986842825186b7293a1bd13f933846,5880,https://www.larvalabs.com/cryptopunks/cryptopunk5880.png,Light
196,2021-04-17,19.5,3,#dc5d24,\x13f46ed75b388d748ab35134ca62abe36beb157f,\xe53ef2dae90d98c7b89fca164315dc81ded0182d,3226,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png,Medium
197,2021-05-04,20.65,3,#dc5d24,\xe53ef2dae90d98c7b89fca164315dc81ded0182d,\xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f,3226,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png,Medium
198,2021-06-28,15.95,3,#dc5d24,\x2a98fcd155c9da4a28bdb32acc935836c233882a,\xdb75ae62eec74e21d193ad27713c703a9bc84ead,3226,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png,Medium
199,2021-12-04,75.0,3,#dc5d24,\xdb75ae62eec74e21d193ad27713c703a9bc84ead,\x7f1f6b45e3a4189c240e8285ebefe0e084845f10,3226,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png,Medium
203,2021-08-23,69.69,3,#933e18,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,\xb5cae9ea8f4639e0348698ae3465f616cb4c4fe6,9571,https://www.larvalabs.com/cryptopunks/cryptopunk9571.png,Dark
204,2021-08-23,53.5,3,#933e18,\x9a9358fe6aff463bdf8f3c9c53245b85290d4f4c,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,9571,https://www.larvalabs.com/cryptopunks/cryptopunk9571.png,Dark
208,2021-02-21,20.0,2,#f6773d,\xb240868bf45d0c15a508be7d8f6534c8c812e476,\x09d4083ffd20d21acb9118465ad7c52ac8b548f7,8526,https://www.larvalabs.com/cryptopunks/cryptopunk8526.png,Light
209,2021-04-09,24.99,2,#f6773d,\x09d4083ffd20d21acb9118465ad7c52ac8b548f7,\x9cfc51f13dc9aad51cca4ee688bb98deba45f443,8526,https://www.larvalabs.com/cryptopunks/cryptopunk8526.png,Light
210,2021-05-21,16.2,2,#f6773d,\x034b46aa9a5eed69c0c7b19773b60f83c54320dc,\x9e3b1de40d972bda61faea8231b946751a18220f,8526,https://www.larvalabs.com/cryptopunks/cryptopunk8526.png,Light
211,2021-06-17,16.5,2,#f6773d,\x9e3b1de40d972bda61faea8231b946751a18220f,\xe9706a0ad0b8b52452ae046c53b29ab034540e49,8526,https://www.larvalabs.com/cryptopunks/cryptopunk8526.png,Light
218,2021-08-12,189.0,3,#f6773d,\x9eb4d8c14a49e8625ad7fb5e6e37deefe7dcedaf,\x19b5797670f84889b2d0d181ff208b8b2a190d2d,5734,https://www.larvalabs.com/cryptopunks/cryptopunk5734.png,Light
222,2021-03-23,26.5,2,#dc5d24,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\x584cdfdeed39622ef121ceff65f10a8875bea115,4969,https://www.larvalabs.com/cryptopunks/cryptopunk4969.png,Medium
224,2021-02-14,9.1,2,#dc5d24,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,3413,https://www.larvalabs.com/cryptopunks/cryptopunk3413.png,Medium
225,2021-02-22,23.3,2,#dc5d24,\xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,\xc6ef4a74f96fcda9d3c4b82ea0ccedc928df9281,3413,https://www.larvalabs.com/cryptopunks/cryptopunk3413.png,Medium
228,2021-08-24,74.85,2,#933e18,\x00b278dd68f9d8491795ffaf771120638bef1686,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,1401,https://www.larvalabs.com/cryptopunks/cryptopunk1401.png,Dark
229,2021-08-28,99.999,2,#933e18,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\xa31cfd76a23a2e4f937ace5b774dc1b0de93197c,1401,https://www.larvalabs.com/cryptopunks/cryptopunk1401.png,Dark
230,2021-08-31,115.0,2,#933e18,\xbc668f251657a016df6551ade1b0a88a100a2a42,\xabf0bab9d9a1cc3e6a0cd465083aed85dd5664e0,1401,https://www.larvalabs.com/cryptopunks/cryptopunk1401.png,Dark
231,2021-08-31,19.5,2,#933e18,\xa31cfd76a23a2e4f937ace5b774dc1b0de93197c,\xbc668f251657a016df6551ade1b0a88a100a2a42,1401,https://www.larvalabs.com/cryptopunks/cryptopunk1401.png,Dark
235,2021-05-03,23.4,2,#933e18,\x5b098b00621eda6a96b7a476220661ad265f083f,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,5340,https://www.larvalabs.com/cryptopunks/cryptopunk5340.png,Dark
236,2021-05-20,13.75,2,#933e18,\xb34860f27167ed8110991e04e3e7177a58c74401,\x97fdf679ee5ccf8ad80029e08daa199be06ece02,5340,https://www.larvalabs.com/cryptopunks/cryptopunk5340.png,Dark
237,2021-07-01,17.75,2,#933e18,\x97fdf679ee5ccf8ad80029e08daa199be06ece02,\x4c85ece5bbf191d3e1b76934c8372d4ae3bf6927,5340,https://www.larvalabs.com/cryptopunks/cryptopunk5340.png,Dark
245,2021-07-30,23.0,3,#933e18,\x7a341c8d5f04e55f907c3b1ef5c6c74b5add01c6,\xe5ee2b9d5320f2d1492e16567f36b578372b3d9f,1155,https://www.larvalabs.com/cryptopunks/cryptopunk1155.png,Dark
246,2021-07-31,29.48,3,#933e18,\xe5ee2b9d5320f2d1492e16567f36b578372b3d9f,\xc99df6b7a5130dce61ba98614a2457daa8d92d1c,1155,https://www.larvalabs.com/cryptopunks/cryptopunk1155.png,Dark
248,2021-03-30,19.5,3,#933e18,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\x241f57f6670b7c948410cab72226b5f3240a16ff,2916,https://www.larvalabs.com/cryptopunks/cryptopunk2916.png,Dark
249,2021-04-19,19.9,3,#933e18,\x052564eb0fd8b340803df55def89c25c432f43f4,\x0d82ebc0e779aa73a0eb899252f9d83167872903,2916,https://www.larvalabs.com/cryptopunks/cryptopunk2916.png,Dark
250,2021-05-03,22.89,3,#933e18,\x0d82ebc0e779aa73a0eb899252f9d83167872903,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,2916,https://www.larvalabs.com/cryptopunks/cryptopunk2916.png,Dark
251,2021-08-23,72.0,3,#933e18,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,\x5101a8ac0766bdb12ed17270214a2aa02dfeca4c,2916,https://www.larvalabs.com/cryptopunks/cryptopunk2916.png,Dark
254,2021-04-12,22.7,3,#dc5d24,\x5b098b00621eda6a96b7a476220661ad265f083f,\x9624f42eda6bc771783949a7b334a8a78fec7f89,8954,https://www.larvalabs.com/cryptopunks/cryptopunk8954.png,Medium
258,2021-02-04,5.64,2,#f6773d,\x5b098b00621eda6a96b7a476220661ad265f083f,\xb166dd9d114c59774a13c3291e7d50ec74f23dfd,1592,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,Light
259,2021-03-27,19.9,2,#f6773d,\x1d337f7e2974282a4e1567a1af90699f799368d2,\x83e799564346b89359fc398f7e402edcdbe4e4db,1592,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,Light
260,2021-07-07,19.0,2,#f6773d,\x83e799564346b89359fc398f7e402edcdbe4e4db,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1592,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,Light
261,2021-07-11,21.75,2,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x0c9afdb2b8fe797bc494277b4b9e58e506024785,1592,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,Light
267,2021-02-17,10.0,3,#933e18,\xa1b2c179955310fa41e561661d2c3f1ca90b1e36,\xb1a8757c8d71f5ef878d56a1fb045c592a7ef6e4,1397,https://www.larvalabs.com/cryptopunks/cryptopunk1397.png,Dark
268,2021-02-19,12.0,3,#933e18,\xb1a8757c8d71f5ef878d56a1fb045c592a7ef6e4,\xe72eb31b59f85b19499a0f3b3260011894fa0d65,1397,https://www.larvalabs.com/cryptopunks/cryptopunk1397.png,Dark
274,2021-02-21,13.8,2,#f6773d,\xc1a5a0428adb45f4e5cb819b10316b380407f638,\x05e06f2ec24c04737a08ee8c420a28cb0a3962fc,1387,https://www.larvalabs.com/cryptopunks/cryptopunk1387.png,Light
284,2021-03-05,17.5,3,#f6773d,\x84c920595cde2841a719fe5aa8be5166d8e7c6da,\xb155c548a1e7bc338d3504b29048bef07b33accc,1385,https://www.larvalabs.com/cryptopunks/cryptopunk1385.png,Light
285,2021-03-05,21.0,3,#f6773d,\x843d81eaf23c0073426581de5a3735b060888f1b,\x84c920595cde2841a719fe5aa8be5166d8e7c6da,1385,https://www.larvalabs.com/cryptopunks/cryptopunk1385.png,Light
286,2021-03-07,18.0,3,#f6773d,\xb155c548a1e7bc338d3504b29048bef07b33accc,\x2978f0e4475c32996eeeba4d0e69777f6c8e5ae0,1385,https://www.larvalabs.com/cryptopunks/cryptopunk1385.png,Light
287,2022-03-20,69.93,3,#f6773d,\xa486c75c52206e900372b1ab4d9e43cf79b2c3e8,\x1cf2b8c64aed32bff2ae80e701681316d3212afd,1385,https://www.larvalabs.com/cryptopunks/cryptopunk1385.png,Light
289,2021-08-04,37.77,4,#933e18,\xe80eb035ddf4ee6ec8ac3be7bb5a1f1b6a0fda38,\x8122f9bcd4f39a84c5de0810389e4f2187dc9e77,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
290,2021-08-14,53.8,4,#933e18,\x5b5752fb45d5646c56718eb67badf16bef56a996,\xd12e276f76a55af8558e149b5efeb6aa3a64ee84,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
291,2021-09-02,91.0,4,#933e18,\xd12e276f76a55af8558e149b5efeb6aa3a64ee84,\x469bbafeb93480ee4c2cbff806bc504188335499,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
292,2021-09-07,96.99,4,#933e18,\x469bbafeb93480ee4c2cbff806bc504188335499,\x19d65976a2ce433ac2578554b4aa189f47d3c62e,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
293,2022-02-13,69.5,4,#933e18,\x54b174179ae825ed630da40b625bb3c883cd40ae,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
294,2022-02-18,67.95,4,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x470de4d9f1bdd9f031fb45c093a7dc650223eeec,1430,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,Dark
298,2021-04-12,33.0,2,#933e18,\xd5438faf73f8dff6da0a3c0363f6ba188280b8a9,\xf8703aa13247a25fe7f3e5d29f05d924a09473f4,1338,https://www.larvalabs.com/cryptopunks/cryptopunk1338.png,Dark
300,2021-08-23,69.69,2,#f6773d,\x7a341c8d5f04e55f907c3b1ef5c6c74b5add01c6,\xe9243b443f7ae019f03210c09937bd9a92752d13,4636,https://www.larvalabs.com/cryptopunks/cryptopunk4636.png,Light
320,2021-07-15,44.0,1,#933e18,\xbbc30ddda94ac46496736215129b6b6f8c02bbf4,\xed98464bda3ce53a95b50f897556bede4316361c,9863,https://www.larvalabs.com/cryptopunks/cryptopunk9863.png,Dark
321,2021-12-21,69.69,1,#933e18,\xf7dcf798971452737f1e6196d36dd215b43b428d,\x072d447b19b9fa11dc55a8c49dc6866af4b602fd,9863,https://www.larvalabs.com/cryptopunks/cryptopunk9863.png,Dark
322,2022-01-31,94.0,1,#933e18,\x072d447b19b9fa11dc55a8c49dc6866af4b602fd,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,9863,https://www.larvalabs.com/cryptopunks/cryptopunk9863.png,Dark
323,2022-06-19,74.0,1,#933e18,\x7578c6e313d3cf26a7480226c63651ce99f24839,\x18f2368ab4816dd390e894a9a5b14a5e6dabf88c,9863,https://www.larvalabs.com/cryptopunks/cryptopunk9863.png,Dark
325,2021-08-24,200.0,2,#933e18,\x0601d0235645a6ce6356ef11aa0b225c68605131,\xe9581fb58eb6fdcbd45fcba793149bab6b0e0c4b,7243,https://www.larvalabs.com/cryptopunks/cryptopunk7243.png,Dark
331,2021-09-25,108.99,2,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xc7463a4ac3ed8a87a3e8797f5817c0e412a8da37,9303,https://www.larvalabs.com/cryptopunks/cryptopunk9303.png,Medium
333,2021-12-16,60.0,2,#dc5d24,\xc7463a4ac3ed8a87a3e8797f5817c0e412a8da37,\x9df6a358688ccdc2a955568a05aacac7a998a319,9303,https://www.larvalabs.com/cryptopunks/cryptopunk9303.png,Medium
344,2021-02-18,22.0,2,#f9a47e,\x1aff1e0f1d5f76f92145a278d8c31af9ade783dd,\x727646dcbc60a7c0b38c64c649a3866950443d10,9671,https://www.larvalabs.com/cryptopunks/cryptopunk9671.png,Albino
345,2021-07-10,38.8,2,#f9a47e,\x727646dcbc60a7c0b38c64c649a3866950443d10,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,9671,https://www.larvalabs.com/cryptopunks/cryptopunk9671.png,Albino
346,2021-08-01,62.69,2,#f9a47e,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,\x2fb1a24c702fcbe3d098ef5f8c9b768f232c6445,9671,https://www.larvalabs.com/cryptopunks/cryptopunk9671.png,Albino
347,2021-08-01,79.99,2,#f9a47e,\x2fb1a24c702fcbe3d098ef5f8c9b768f232c6445,\x0120b4134354d7e885685a23e7606ccaf7d0b2b4,9671,https://www.larvalabs.com/cryptopunks/cryptopunk9671.png,Albino
348,2021-08-23,145.55,2,#f9a47e,\x00d29fbc981d05edba69bc0909e391a132271357,\x0056af3a28893bd11f0c4e45b62b18113a85fcb0,9671,https://www.larvalabs.com/cryptopunks/cryptopunk9671.png,Albino
354,2021-02-21,35.0,3,#dc5d24,\xf556cf12807fc720a9b57f54f548d575905a1ed0,\x9e67d018488ad636b538e4158e9e7577f2ecac12,6030,https://www.larvalabs.com/cryptopunks/cryptopunk6030.png,Medium
356,2021-02-14,8.5,3,#dc5d24,\xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686,\x4885aad85013aa86e14b4f64ef889e6b89c11d9d,8233,https://www.larvalabs.com/cryptopunks/cryptopunk8233.png,Medium
357,2021-08-03,43.0,3,#dc5d24,\x4885aad85013aa86e14b4f64ef889e6b89c11d9d,\xaf297dec752c909092a117a932a8ca4aaaff9795,8233,https://www.larvalabs.com/cryptopunks/cryptopunk8233.png,Medium
358,2021-08-26,95.0,3,#dc5d24,\xaf297dec752c909092a117a932a8ca4aaaff9795,\x2f700deed41639e1ae24d193f7d67453c4002ee3,8233,https://www.larvalabs.com/cryptopunks/cryptopunk8233.png,Medium
359,2021-09-04,109.0,3,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x578a9e8b4432778aec6ab78ffda313ba62232916,8233,https://www.larvalabs.com/cryptopunks/cryptopunk8233.png,Medium
360,2021-09-04,95.0,3,#dc5d24,\x2f700deed41639e1ae24d193f7d67453c4002ee3,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,8233,https://www.larvalabs.com/cryptopunks/cryptopunk8233.png,Medium
362,2021-02-15,15.0,4,#f6773d,\x40a628d16be2ba6956f60402b17f52e8bfe32497,\xb9fddbd225b6c8cc24ce193e5fb95db76d783f2d,5280,https://www.larvalabs.com/cryptopunks/cryptopunk5280.png,Light
363,2021-02-20,17.0,4,#f6773d,\xb9fddbd225b6c8cc24ce193e5fb95db76d783f2d,\x4682aa8dee36a04933b0a06b35a388b96b1adf66,5280,https://www.larvalabs.com/cryptopunks/cryptopunk5280.png,Light
370,2021-09-13,145.0,2,#f9a47e,\x300fd0106bb51891b005d778807856b3bfd3fb06,\x5aa688127811aa9390bc07c4ad7ff1cffd84e20e,6594,https://www.larvalabs.com/cryptopunks/cryptopunk6594.png,Albino
371,2022-04-04,95.0,2,#f9a47e,\xac7ebc289354503e1ddda06f30e75ca688382051,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6594,https://www.larvalabs.com/cryptopunks/cryptopunk6594.png,Albino
372,2022-07-17,129.95,2,#f9a47e,\x0232d1083e970f0c78f56202b9a666b526fa379f,\x18f2368ab4816dd390e894a9a5b14a5e6dabf88c,6594,https://www.larvalabs.com/cryptopunks/cryptopunk6594.png,Albino
