,date,price,bubble_size,bubble_color,from_address,to_address,punk_id,img_url,punk_skin_tone
15028,2021-06-11,16.0,2,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xec53a14531964487059a2f4f058873c533c6c279,6533,https://www.larvalabs.com/cryptopunks/cryptopunk6533.png,Light
15029,2021-07-16,22.0,2,#f6773d,\xe67cfb660b1be78b0b893c6100149101e6853fe5,\x4d98f940bba7ee8bf44a60fedb60ee1f3364dc0d,6533,https://www.larvalabs.com/cryptopunks/cryptopunk6533.png,Light
15030,2021-06-11,24.69,2,#f6773d,\x407f0caf24df420ee7880f82be76efee2720ceef,\x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,2685,https://www.larvalabs.com/cryptopunks/cryptopunk2685.png,Light
15031,2021-06-11,17.0,3,#933e18,\xcb8172da4bf02e759f8c98acda2fa01b83bf1057,\xdd1df994af2fb033b4d5325f6a8b7cf8eff54b4c,807,https://www.larvalabs.com/cryptopunks/cryptopunk807.png,Dark
15032,2021-06-29,18.0,3,#933e18,\xdd1df994af2fb033b4d5325f6a8b7cf8eff54b4c,\xdb4df088e85e5d66d2d2ab451d5ead618c124305,807,https://www.larvalabs.com/cryptopunks/cryptopunk807.png,Dark
15033,2021-07-14,25.8,3,#933e18,\xdb4df088e85e5d66d2d2ab451d5ead618c124305,\xb890f264b1a7591cdf9e21b3b640a741cf677ae9,807,https://www.larvalabs.com/cryptopunks/cryptopunk807.png,Dark
15034,2021-06-11,15.25,3,#933e18,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x4649941b72d28fc534cec775a6f35ea1fa4cdc63,4360,https://www.larvalabs.com/cryptopunks/cryptopunk4360.png,Dark
15035,2021-07-30,22.5,3,#933e18,\x9e427ebcca41cd9423516e0c19769ca1a1f2fc25,\x596572fb0e85ed15c2e5fc0f126878cf6b6b95f4,4360,https://www.larvalabs.com/cryptopunks/cryptopunk4360.png,Dark
15036,2021-07-31,28.5,3,#933e18,\x596572fb0e85ed15c2e5fc0f126878cf6b6b95f4,\xfef6793cee400762e26c23a1ec81a0a023718935,4360,https://www.larvalabs.com/cryptopunks/cryptopunk4360.png,Dark
15037,2022-02-13,71.0,3,#933e18,\xfef6793cee400762e26c23a1ec81a0a023718935,\x34978faf3a9f469da7248d1365ddf69ac099588c,4360,https://www.larvalabs.com/cryptopunks/cryptopunk4360.png,Dark
15038,2021-06-11,13.95,4,#933e18,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x2a98fcd155c9da4a28bdb32acc935836c233882a,5892,https://www.larvalabs.com/cryptopunks/cryptopunk5892.png,Dark
15040,2021-06-11,14.75,3,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xff95c307253eed250886b6817239a4f7e90a05d0,5967,https://www.larvalabs.com/cryptopunks/cryptopunk5967.png,Light
15041,2021-08-05,35.55,3,#f6773d,\xff95c307253eed250886b6817239a4f7e90a05d0,\xd0add237f1cd29c58642d53c4b6a67b0bb07a7c9,5967,https://www.larvalabs.com/cryptopunks/cryptopunk5967.png,Light
15042,2021-11-03,93.5,3,#f6773d,\xd0add237f1cd29c58642d53c4b6a67b0bb07a7c9,\x6cc1a61cd1c31fcf83810a37577f2889148ec035,5967,https://www.larvalabs.com/cryptopunks/cryptopunk5967.png,Light
15043,2021-06-11,14.1,3,#933e18,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x4f63c2553edf1c19632dda7641ff7aea06f996b7,8559,https://www.larvalabs.com/cryptopunks/cryptopunk8559.png,Dark
15044,2021-07-27,21.89,3,#933e18,\x6639c089adfba8bb9968da643c6be208a70d6daa,\x2cc02b33246b00daba6196b837a7a45c6e23cfdc,8559,https://www.larvalabs.com/cryptopunks/cryptopunk8559.png,Dark
15045,2021-07-30,23.95,3,#933e18,\x2cc02b33246b00daba6196b837a7a45c6e23cfdc,\x0478faec5bb44c02c3be28181de4d565ab139bbc,8559,https://www.larvalabs.com/cryptopunks/cryptopunk8559.png,Dark
15046,2021-08-23,57.0,3,#933e18,\x8614124404e8a88d3f86039bfc06ac49717eca0e,\xda4a3d7b5f97e1bd473e31a58b1a7b81e96710c8,8559,https://www.larvalabs.com/cryptopunks/cryptopunk8559.png,Dark
15047,2021-06-12,52.0,2,#dc5d24,\x06bf2b4da028b66fb08a75dd872acb9a483e5639,\x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,1308,https://www.larvalabs.com/cryptopunks/cryptopunk1308.png,Medium
15048,2021-08-23,100.0,2,#dc5d24,\x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,\xdb013c4bef16782968e3922b329ad718613b6c67,1308,https://www.larvalabs.com/cryptopunks/cryptopunk1308.png,Medium
15049,2021-06-15,15.0,2,#933e18,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x136e964cff1457d6f502c6a3e0cde417360d9c61,6643,https://www.larvalabs.com/cryptopunks/cryptopunk6643.png,Dark
15050,2021-07-12,19.8,2,#933e18,\x4f63c2553edf1c19632dda7641ff7aea06f996b7,\xcf303260335af7ef40dad6e856cbb296e17de0ad,6643,https://www.larvalabs.com/cryptopunks/cryptopunk6643.png,Dark
15051,2021-08-04,34.5,2,#933e18,\xcf303260335af7ef40dad6e856cbb296e17de0ad,\xc84a3ea85cf609c026a35b59e48b756973ebb20b,6643,https://www.larvalabs.com/cryptopunks/cryptopunk6643.png,Dark
15052,2021-06-15,15.0,2,#f6773d,\xf25e635a9f35c97df49c52637eddcdca64259ef8,\x60512e9622ba47a60d43835051b161cfdefde3af,494,https://www.larvalabs.com/cryptopunks/cryptopunk494.png,Light
15053,2021-09-06,91.99,2,#f6773d,\x289a0e9c051262593c742ea99abd996cc4aad1e6,\xd7047cde339f2cfe539c943ec7ae618ae2510d29,494,https://www.larvalabs.com/cryptopunks/cryptopunk494.png,Light
15054,2021-09-28,110.0,2,#f6773d,\xae7bca301c0c02a1733929fad2d55f0466169a2e,\xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,494,https://www.larvalabs.com/cryptopunks/cryptopunk494.png,Light
15055,2021-06-16,138.0,3,#dc5d24,\xd4fa6e82c77716fa1ef7f5defc5fd6eeefbd3bff,\x6ec30fd91a504aad948839b985c7263888b2ad68,8805,https://www.larvalabs.com/cryptopunks/cryptopunk8805.png,Medium
15056,2021-06-16,19.5,2,#f9a47e,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\xfde4a6c95020b7f9772f022fff3d5b9eec91df0c,4114,https://www.larvalabs.com/cryptopunks/cryptopunk4114.png,Albino
15057,2021-10-16,155.0,2,#f9a47e,\xfde4a6c95020b7f9772f022fff3d5b9eec91df0c,\x86292f24afffe8d4159282980db89e8ef4b92b0a,4114,https://www.larvalabs.com/cryptopunks/cryptopunk4114.png,Albino
15058,2022-05-11,52.5,2,#f9a47e,\x86292f24afffe8d4159282980db89e8ef4b92b0a,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,4114,https://www.larvalabs.com/cryptopunks/cryptopunk4114.png,Albino
15059,2021-06-16,16.49,3,#dc5d24,\x44a3ccddccae339d05200a8f4347f83a58847e52,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,5494,https://www.larvalabs.com/cryptopunks/cryptopunk5494.png,Medium
15060,2021-06-26,14.6,3,#dc5d24,\x6b43ab598973072a60e3160302354a4e9f894590,\xeec64a542ebe892fb660ed30754ee5e4fd220de9,5494,https://www.larvalabs.com/cryptopunks/cryptopunk5494.png,Medium
15061,2021-06-16,16.48,3,#dc5d24,\x4f63c2553edf1c19632dda7641ff7aea06f996b7,\x2087a7143d36f5214b2852e16b903f9516328f33,6925,https://www.larvalabs.com/cryptopunks/cryptopunk6925.png,Medium
15064,2022-01-07,65.0,3,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xa0d679413c0b46120cdfa3ceaed6d2f6bc23a589,6925,https://www.larvalabs.com/cryptopunks/cryptopunk6925.png,Medium
15065,2021-06-17,40.0,2,#f6773d,\x1e32a859d69dde58d03820f8f138c99b688d132f,\xeec5cbfa5e2d23db553c400e52e87c4d79e6aec5,9394,https://www.larvalabs.com/cryptopunks/cryptopunk9394.png,Light
15066,2021-06-17,59.0,2,#f6773d,\xf1ad946ae30a285d96ea396acd3fd22c5aa75ef8,\x034b46aa9a5eed69c0c7b19773b60f83c54320dc,3873,https://www.larvalabs.com/cryptopunks/cryptopunk3873.png,Light
15067,2021-07-04,73.31,2,#f6773d,\x034b46aa9a5eed69c0c7b19773b60f83c54320dc,\xeec5cbfa5e2d23db553c400e52e87c4d79e6aec5,3873,https://www.larvalabs.com/cryptopunks/cryptopunk3873.png,Light
15068,2021-08-01,175.0,2,#f6773d,\xeec5cbfa5e2d23db553c400e52e87c4d79e6aec5,\x8deeb3ac25fd5deb2056e19c8948fa6c2511158c,3873,https://www.larvalabs.com/cryptopunks/cryptopunk3873.png,Light
15069,2021-06-17,19.5,3,#f6773d,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\x677d38a181084373deb4ea4c16bfb39f59c6d72b,2296,https://www.larvalabs.com/cryptopunks/cryptopunk2296.png,Light
15070,2021-06-18,14.69,2,#dc5d24,\x6b43ab598973072a60e3160302354a4e9f894590,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15071,2021-06-25,16.75,2,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x1c051112075feaee33bcdbe0984c2bb0db53cf47,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15072,2021-08-28,120.0,2,#dc5d24,\x1c051112075feaee33bcdbe0984c2bb0db53cf47,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15073,2021-08-29,149.69,2,#dc5d24,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,\x92814702b5af9fb0624411b65b61e89104a568c8,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15074,2021-09-05,100.0,2,#dc5d24,\x92814702b5af9fb0624411b65b61e89104a568c8,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15075,2021-09-16,93.99,2,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xee2b7fa69219c30da4696ecbac1d384b81c801da,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15076,2021-10-03,139.9,2,#dc5d24,\xee2b7fa69219c30da4696ecbac1d384b81c801da,\x131cce1a0b5a342bf99945285037bf791c6693ad,6652,https://www.larvalabs.com/cryptopunks/cryptopunk6652.png,Medium
15077,2021-06-19,18.0,2,#f9a47e,\xf1ad946ae30a285d96ea396acd3fd22c5aa75ef8,\x00668bd79ede077b99bbe1c4db59418bc333d4cf,4613,https://www.larvalabs.com/cryptopunks/cryptopunk4613.png,Albino
15078,2021-11-25,275.0,2,#f9a47e,\x00668bd79ede077b99bbe1c4db59418bc333d4cf,\xda1ec4da97019972759feda1285878b97fdcc014,4613,https://www.larvalabs.com/cryptopunks/cryptopunk4613.png,Albino
15079,2021-06-19,18.0,3,#f6773d,\x01ec738293d4fa32d99374a4519b450f4db2ba54,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,9528,https://www.larvalabs.com/cryptopunks/cryptopunk9528.png,Light
15080,2021-06-30,18.0,3,#f6773d,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,9528,https://www.larvalabs.com/cryptopunks/cryptopunk9528.png,Light
15081,2021-07-05,19.0,3,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x5b92a53e91495052b7849ea585bec7e99c75293b,9528,https://www.larvalabs.com/cryptopunks/cryptopunk9528.png,Light
15082,2021-06-19,16.0,2,#933e18,\x01ec738293d4fa32d99374a4519b450f4db2ba54,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15083,2021-07-06,18.5,2,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x74be0af0bf7254328ddffc09425ff71d64a1a836,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15084,2021-08-01,37.99,2,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x48f36f6f63423eb59f344bab7614ad8880c8fa1d,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15085,2021-08-01,34.99,2,#933e18,\x74be0af0bf7254328ddffc09425ff71d64a1a836,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15086,2021-08-28,108.0,2,#933e18,\x48f36f6f63423eb59f344bab7614ad8880c8fa1d,\x5a3e19ec34ad064d59dc76f94456286f82748020,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15087,2021-08-29,140.0,2,#933e18,\x8c9ee60c3dd082bc1a3f9ebed27d2018a4c5d182,\x8c0d2b62f133db265ec8554282ee60eca0fd5a9e,7408,https://www.larvalabs.com/cryptopunks/cryptopunk7408.png,Dark
15088,2021-06-20,15.5,3,#933e18,\x01ec738293d4fa32d99374a4519b450f4db2ba54,\x7f3560773c01cea9320fa3ee6227ef706add4669,9353,https://www.larvalabs.com/cryptopunks/cryptopunk9353.png,Dark
15089,2021-07-31,28.98,3,#933e18,\x7f3560773c01cea9320fa3ee6227ef706add4669,\x650dcdeb6ecf05ae3caf30a70966e2f395d5e9e5,9353,https://www.larvalabs.com/cryptopunks/cryptopunk9353.png,Dark
15090,2021-06-21,23.75,2,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xe4446d52e2bdb3e31470643ab1753a4c2aeee3ea,4367,https://www.larvalabs.com/cryptopunks/cryptopunk4367.png,Light
15091,2021-06-23,26.0,2,#f6773d,\xe4446d52e2bdb3e31470643ab1753a4c2aeee3ea,\x4b172710306decf6cfd12e8f0e6b3382d02627ed,4367,https://www.larvalabs.com/cryptopunks/cryptopunk4367.png,Light
15092,2021-06-21,13.75,3,#dc5d24,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x19417191048e9f05d744861f5157f78987c5b321,4370,https://www.larvalabs.com/cryptopunks/cryptopunk4370.png,Medium
15093,2021-06-21,15.5,3,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xd94be559c07539ad8f303e3d20db18d007d72591,6066,https://www.larvalabs.com/cryptopunks/cryptopunk6066.png,Light
15094,2021-06-27,19.25,3,#f6773d,\xd94be559c07539ad8f303e3d20db18d007d72591,\xc0df18d3c0dff4580a96c1a2f046c9dcca7aa704,6066,https://www.larvalabs.com/cryptopunks/cryptopunk6066.png,Light
15095,2021-06-21,22.75,2,#f9a47e,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6632,https://www.larvalabs.com/cryptopunks/cryptopunk6632.png,Albino
15096,2021-07-19,31.69,2,#f9a47e,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xc40df87e16339f21fbb2e59fb38bf2a957a16ffd,6632,https://www.larvalabs.com/cryptopunks/cryptopunk6632.png,Albino
15097,2021-07-31,32.69,2,#f9a47e,\xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f,\x9e30a1e5e13a2e0f2ed775bbd420fb7cb31ebebe,6632,https://www.larvalabs.com/cryptopunks/cryptopunk6632.png,Albino
15098,2021-06-22,22.0,3,#dc5d24,\xb02690b16fd8696ef13a63e3272404b3ea12d00e,\x97558105afd85ce899add94557891800bee3954e,4701,https://www.larvalabs.com/cryptopunks/cryptopunk4701.png,Medium
15099,2021-06-22,22.0,3,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xdd2a93efd09c4da81984d88e76e5de4b5287a5d6,8756,https://www.larvalabs.com/cryptopunks/cryptopunk8756.png,Light
15100,2021-07-30,31.0,3,#f6773d,\xf9ea2b06c0410e4976f0ab13d58d716ca6827937,\xb79cd7662a50e9a3e8d5a61b276f7d9bd8a4ab29,8756,https://www.larvalabs.com/cryptopunks/cryptopunk8756.png,Light
15101,2022-01-18,73.5,3,#f6773d,\xb79cd7662a50e9a3e8d5a61b276f7d9bd8a4ab29,\x629d6688dd4546da8935ee1602be62d92b3c5a7c,8756,https://www.larvalabs.com/cryptopunks/cryptopunk8756.png,Light
15102,2021-06-22,20.5,2,#933e18,\xb125272e8b5f4b13006fbd3f746616fdc9190691,\x97558105afd85ce899add94557891800bee3954e,914,https://www.larvalabs.com/cryptopunks/cryptopunk914.png,Dark
15103,2021-06-22,14.0,2,#933e18,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x0d7bf612ab0bad63d687d319046f13c2e6bcf849,8763,https://www.larvalabs.com/cryptopunks/cryptopunk8763.png,Dark
15104,2021-06-22,14.23,2,#dc5d24,\xa6e2e910515e6cf485462eeb6e454df33c60cb0e,\xf905bbe7b1743fd6d1704e329264cd7e5b0063a1,3279,https://www.larvalabs.com/cryptopunks/cryptopunk3279.png,Medium
15105,2021-06-22,14.5,3,#f6773d,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\x1920c59d9db5a261716ca91fb5910c12da6716d2,1546,https://www.larvalabs.com/cryptopunks/cryptopunk1546.png,Light
15106,2021-06-29,17.974,3,#f6773d,\x1920c59d9db5a261716ca91fb5910c12da6716d2,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1546,https://www.larvalabs.com/cryptopunks/cryptopunk1546.png,Light
15107,2021-07-04,19.0,3,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xd0add237f1cd29c58642d53c4b6a67b0bb07a7c9,1546,https://www.larvalabs.com/cryptopunks/cryptopunk1546.png,Light
15108,2022-01-19,63.9,3,#f6773d,\x579141c6e5afcd2f312542f4d87ac9a2edc45d2c,\x805076bb8b11466ae76cfd2d4b67bcb69f449070,1546,https://www.larvalabs.com/cryptopunks/cryptopunk1546.png,Light
15109,2022-03-20,81.95,3,#f6773d,\x6639c089adfba8bb9968da643c6be208a70d6daa,\x8f4fc35cf5ad925bcc1cae81e5da62fca1c2dd2a,1546,https://www.larvalabs.com/cryptopunks/cryptopunk1546.png,Light
15110,2021-06-22,32.0,2,#dc5d24,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xcb8c017585c5fa6117442e580a6dbb0c1f92fdae,6537,https://www.larvalabs.com/cryptopunks/cryptopunk6537.png,Medium
15111,2022-02-20,90.0,2,#dc5d24,\x21a06b00b9dec3bb0137a3054319ac9a76f6718d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6537,https://www.larvalabs.com/cryptopunks/cryptopunk6537.png,Medium
15112,2022-02-21,99.95,2,#dc5d24,\x6639c089adfba8bb9968da643c6be208a70d6daa,\xa94181f3fbc5dc4c74f550b568318227d8a454a0,6537,https://www.larvalabs.com/cryptopunks/cryptopunk6537.png,Medium
15113,2022-07-13,125.0,2,#dc5d24,\xa94181f3fbc5dc4c74f550b568318227d8a454a0,\x7b220358c3ec9ec03b08120dccec56f16fbf33a4,6537,https://www.larvalabs.com/cryptopunks/cryptopunk6537.png,Medium
15114,2021-06-22,18.5,3,#f6773d,\xe4446d52e2bdb3e31470643ab1753a4c2aeee3ea,\xa1892ba78fd0614c8707dc204fe5290030020ff8,6540,https://www.larvalabs.com/cryptopunks/cryptopunk6540.png,Light
15115,2021-08-04,34.9,3,#f6773d,\xa1892ba78fd0614c8707dc204fe5290030020ff8,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6540,https://www.larvalabs.com/cryptopunks/cryptopunk6540.png,Light
15116,2021-08-05,53.0,3,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xc09ae20a5c86a0083f2f66ea2dd8def1c7ea9be9,6540,https://www.larvalabs.com/cryptopunks/cryptopunk6540.png,Light
15117,2021-06-23,13.75,2,#dc5d24,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x2a98fcd155c9da4a28bdb32acc935836c233882a,8755,https://www.larvalabs.com/cryptopunks/cryptopunk8755.png,Medium
15119,2021-06-23,13.75,3,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x4affe16d35143db85027c05d97f56ebdc668347e,8762,https://www.larvalabs.com/cryptopunks/cryptopunk8762.png,Light
15120,2021-06-26,15.94,3,#f6773d,\x4affe16d35143db85027c05d97f56ebdc668347e,\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,8762,https://www.larvalabs.com/cryptopunks/cryptopunk8762.png,Light
15121,2022-01-16,68.5,3,#f6773d,\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,\x977bcc40cd619cd57c22767d76d129e3049da6df,8762,https://www.larvalabs.com/cryptopunks/cryptopunk8762.png,Light
15122,2022-02-07,70.0,3,#f6773d,\x977bcc40cd619cd57c22767d76d129e3049da6df,\x496d950a7743311f362bc724a7e14d64c10f8259,8762,https://www.larvalabs.com/cryptopunks/cryptopunk8762.png,Light
15123,2021-06-24,43.0,2,#dc5d24,\x2b84773955eee20e0ab23e44f0a174d92633fe84,\x18ee9cebca35d323068e5edc5b41ffca11d605b9,9654,https://www.larvalabs.com/cryptopunks/cryptopunk9654.png,Medium
15124,2021-08-28,187.0,2,#dc5d24,\x18ee9cebca35d323068e5edc5b41ffca11d605b9,\x91338ccfb8c0adb7756034a82008531d7713009d,9654,https://www.larvalabs.com/cryptopunks/cryptopunk9654.png,Medium
15125,2021-06-24,14.5,2,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x4affe16d35143db85027c05d97f56ebdc668347e,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15126,2021-06-27,15.97,2,#f6773d,\x4affe16d35143db85027c05d97f56ebdc668347e,\x82028b963b67914d4f67ec0b50ccf24e96dcdec5,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15127,2021-08-03,33.1,2,#f6773d,\x82028b963b67914d4f67ec0b50ccf24e96dcdec5,\xce7a9f981a2a79c79340297edff7bb6b73f71913,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15128,2021-08-06,56.0,2,#f6773d,\x36ed2d75a82e180e0871456b15c239b73b4ee9f4,\x1317ecfffe454f7f5b8f8d1b1e0951d6c55e9615,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15129,2021-08-06,53.99,2,#f6773d,\xce7a9f981a2a79c79340297edff7bb6b73f71913,\x36ed2d75a82e180e0871456b15c239b73b4ee9f4,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15130,2021-08-23,58.0,2,#f6773d,\x1317ecfffe454f7f5b8f8d1b1e0951d6c55e9615,\xa044ec5c5189d7b2ecc176753bf9a9e1ddbc9d5f,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15131,2021-09-15,78.0,2,#f6773d,\xa044ec5c5189d7b2ecc176753bf9a9e1ddbc9d5f,\x4baa94377f223a28ff2fabe038c4c3fc31062929,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15132,2021-09-23,107.0,2,#f6773d,\x4baa94377f223a28ff2fabe038c4c3fc31062929,\x775db6a235323d13e92a6be15cd90a4075671707,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15133,2021-09-29,123.0,2,#f6773d,\x775db6a235323d13e92a6be15cd90a4075671707,\x9626d135162685447f1c7ce58e8fd5ac4889620a,6085,https://www.larvalabs.com/cryptopunks/cryptopunk6085.png,Light
15134,2021-06-24,16.5,3,#f6773d,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\x2be830c9c4a3eb3f9ebf736eed948e9ec1f1f33b,3690,https://www.larvalabs.com/cryptopunks/cryptopunk3690.png,Light
15135,2021-06-25,24.5,4,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xc22e7d56806ab04be8d0b6ba6a670bd0bceea9d4,5453,https://www.larvalabs.com/cryptopunks/cryptopunk5453.png,Light
15136,2021-06-25,15.25,3,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xd20ce27f650598c2d790714b4f6a7222b8ddce22,5443,https://www.larvalabs.com/cryptopunks/cryptopunk5443.png,Light
15137,2021-11-02,103.0,3,#f6773d,\xab557245f9de18a7a2b59e8bc4f361dd83d16807,\x7ba98631b480d936b37b4b6bc057af78900e7676,5443,https://www.larvalabs.com/cryptopunks/cryptopunk5443.png,Light
15138,2021-11-15,106.0,3,#f6773d,\x7ba98631b480d936b37b4b6bc057af78900e7676,\x6dd7315ad42e8fde87e9efe217c4a92f69501f81,5443,https://www.larvalabs.com/cryptopunks/cryptopunk5443.png,Light
15139,2021-12-24,68.0,3,#f6773d,\x6dd7315ad42e8fde87e9efe217c4a92f69501f81,\x0a690b298f84d12414f5c8db7de1ece5a4605877,5443,https://www.larvalabs.com/cryptopunks/cryptopunk5443.png,Light
15140,2021-06-25,15.7,2,#f6773d,\x4affe16d35143db85027c05d97f56ebdc668347e,\x6cbd72900b2e1d6286b108c7d45e41660b6c3195,2612,https://www.larvalabs.com/cryptopunks/cryptopunk2612.png,Light
15141,2021-06-25,27.69,2,#f6773d,\x850cae094ce34c564327818631287a75d3cee6ca,\xf36972bbff0bb63dbc8f2c8a93625647b32e024b,6072,https://www.larvalabs.com/cryptopunks/cryptopunk6072.png,Light
15142,2021-06-25,26.5,4,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,6538,https://www.larvalabs.com/cryptopunks/cryptopunk6538.png,Light
15143,2021-06-30,33.5,4,#f6773d,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,6538,https://www.larvalabs.com/cryptopunks/cryptopunk6538.png,Light
15144,2021-08-05,80.0,4,#f6773d,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,6538,https://www.larvalabs.com/cryptopunks/cryptopunk6538.png,Light
15145,2021-06-25,18.0,2,#933e18,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\xd6a984153acb6c9e2d788f08c2465a1358bb89a7,7936,https://www.larvalabs.com/cryptopunks/cryptopunk7936.png,Dark
15146,2021-06-26,18.0,3,#dc5d24,\x01ec738293d4fa32d99374a4519b450f4db2ba54,\xc22e7d56806ab04be8d0b6ba6a670bd0bceea9d4,9177,https://www.larvalabs.com/cryptopunks/cryptopunk9177.png,Medium
15147,2021-06-26,17.0,3,#f6773d,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,\x6865d96e9aa5aeceaa484e691a1717ccc9ccbd11,1881,https://www.larvalabs.com/cryptopunks/cryptopunk1881.png,Light
15148,2021-11-17,90.5,3,#f6773d,\x6865d96e9aa5aeceaa484e691a1717ccc9ccbd11,\x9df6a358688ccdc2a955568a05aacac7a998a319,1881,https://www.larvalabs.com/cryptopunks/cryptopunk1881.png,Light
15149,2021-06-26,17.5,4,#f6773d,\x8b27de7f6a7542ee70e2420e1bc67fc479d01984,\x1997169fc82abdc3f54e14e1e2cd75cba24db73c,5896,https://www.larvalabs.com/cryptopunks/cryptopunk5896.png,Light
