punk_id,type,gender,skin_tone,attr_count,attributes,img_dir,avg_price,img_url
6436,Human,Female,Medium,3,"['Blue Eye Shadow', 'Clown Hair Green', 'Purple Lipstick']",../punk_imgs/6436.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6436.png
6437,Human,Male,Medium,2,"['Hoodie', 'Horned Rim Glasses']",../punk_imgs/6437.png,12.64,https://www.larvalabs.com/cryptopunks/cryptopunk6437.png
6438,Human,Male,Medium,2,"['Frown', 'Knitted Cap']",../punk_imgs/6438.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6438.png
6439,Human,Male,Medium,3,"['Mohawk Thin', 'Pipe', 'Clown Eyes Green']",../punk_imgs/6439.png,0.39,https://www.larvalabs.com/cryptopunks/cryptopunk6439.png
6440,Human,Female,Light,2,"['Big Shades', 'Mohawk Thin']",../punk_imgs/6440.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6440.png
6441,Human,Female,Albino,1,['Hot Lipstick'],../punk_imgs/6441.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6441.png
6442,Human,Female,Light,4,"['Black Lipstick', 'Clown Eyes Green', 'Straight Hair Blonde', 'Earring']",../punk_imgs/6442.png,42.55,https://www.larvalabs.com/cryptopunks/cryptopunk6442.png
6443,Human,Male,Albino,2,"['Horned Rim Glasses', 'Clown Hair Green']",../punk_imgs/6443.png,66.22,https://www.larvalabs.com/cryptopunks/cryptopunk6443.png
6444,Human,Male,Albino,4,"['Normal Beard Black', 'Peak Spike', 'Earring', 'Mole']",../punk_imgs/6444.png,31.583333333333332,https://www.larvalabs.com/cryptopunks/cryptopunk6444.png
6445,Human,Male,Light,3,"['Frumpy Hair', 'Front Beard Dark', 'Nerd Glasses']",../punk_imgs/6445.png,0.5449999999999999,https://www.larvalabs.com/cryptopunks/cryptopunk6445.png
6446,Human,Male,Dark,3,"['Luxurious Beard', 'Wild Hair', 'Classic Shades']",../punk_imgs/6446.png,51.435,https://www.larvalabs.com/cryptopunks/cryptopunk6446.png
6447,Human,Male,Dark,2,"['Smile', 'Do-rag']",../punk_imgs/6447.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6447.png
6448,Human,Female,Dark,2,"['Knitted Cap', 'Eye Patch']",../punk_imgs/6448.png,32.31666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk6448.png
6449,Human,Male,Albino,2,"['Front Beard Dark', 'Shaved Head']",../punk_imgs/6449.png,106.89,https://www.larvalabs.com/cryptopunks/cryptopunk6449.png
6450,Human,Female,Albino,3,"['Spots', 'Hot Lipstick', 'Wild Hair']",../punk_imgs/6450.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6450.png
6451,Human,Female,Dark,4,"['Medical Mask', 'Purple Lipstick', 'Earring', 'Straight Hair Dark']",../punk_imgs/6451.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6451.png
6452,Human,Male,Light,3,"['Eye Mask', 'Mohawk Thin', 'Earring']",../punk_imgs/6452.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk6452.png
6453,Human,Male,Medium,3,"['Front Beard', 'Bandana', 'VR']",../punk_imgs/6453.png,1.245,https://www.larvalabs.com/cryptopunks/cryptopunk6453.png
6454,Human,Female,Dark,3,"['Big Shades', 'Headband', 'Earring']",../punk_imgs/6454.png,0.39,https://www.larvalabs.com/cryptopunks/cryptopunk6454.png
6455,Human,Male,Light,2,"['Medical Mask', 'Mohawk Dark']",../punk_imgs/6455.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6455.png
6456,Human,Male,Medium,2,"['Cigarette', 'Mohawk Dark']",../punk_imgs/6456.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6456.png
6457,Human,Male,Medium,3,"['Stringy Hair', 'Front Beard Dark', 'Small Shades']",../punk_imgs/6457.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk6457.png
6458,Human,Female,Medium,1,['VR'],../punk_imgs/6458.png,9.0,https://www.larvalabs.com/cryptopunks/cryptopunk6458.png
6459,Human,Male,Dark,3,"['Normal Beard Black', 'Top Hat', 'VR']",../punk_imgs/6459.png,119.0,https://www.larvalabs.com/cryptopunks/cryptopunk6459.png
6460,Human,Female,Medium,2,"['Mohawk', 'Nerd Glasses']",../punk_imgs/6460.png,93.985,https://www.larvalabs.com/cryptopunks/cryptopunk6460.png
6461,Human,Female,Medium,3,"['Mohawk', 'Purple Lipstick', 'Earring']",../punk_imgs/6461.png,10.05,https://www.larvalabs.com/cryptopunks/cryptopunk6461.png
6462,Human,Female,Dark,2,"['Pipe', 'Straight Hair']",../punk_imgs/6462.png,1.596666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6462.png
6463,Human,Male,Light,3,"['Cap', 'Nerd Glasses', 'Smile']",../punk_imgs/6463.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6463.png
6464,Human,Female,Light,3,"['Cap', 'Hot Lipstick', 'Classic Shades']",../punk_imgs/6464.png,89.54666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6464.png
6465,Human,Female,Dark,3,"['Blonde Short', 'Purple Lipstick', 'Earring']",../punk_imgs/6465.png,28.0,https://www.larvalabs.com/cryptopunks/cryptopunk6465.png
6466,Human,Male,Dark,5,"['Buck Teeth', 'Gold Chain', 'Chinstrap', 'Mole', 'Cowboy Hat']",../punk_imgs/6466.png,106.0,https://www.larvalabs.com/cryptopunks/cryptopunk6466.png
6467,Human,Male,Dark,3,"['Luxurious Beard', 'Horned Rim Glasses', 'Headband']",../punk_imgs/6467.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6467.png
6468,Human,Female,Dark,4,"['Clown Nose', 'Black Lipstick', 'Purple Eye Shadow', 'Straight Hair Dark']",../punk_imgs/6468.png,5.976666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6468.png
6469,Human,Female,Light,4,"['Horned Rim Glasses', 'Crazy Hair', 'Hot Lipstick', 'Cigarette']",../punk_imgs/6469.png,18.5,https://www.larvalabs.com/cryptopunks/cryptopunk6469.png
6470,Human,Male,Dark,2,"['Big Shades', 'Fedora']",../punk_imgs/6470.png,10.042,https://www.larvalabs.com/cryptopunks/cryptopunk6470.png
6471,Human,Male,Medium,2,"['Spots', 'Clown Hair Green']",../punk_imgs/6471.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6471.png
6472,Human,Male,Light,2,"['Beanie', 'Earring']",../punk_imgs/6472.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6472.png
6473,Human,Male,Light,2,"['Purple Hair', 'VR']",../punk_imgs/6473.png,141.33333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk6473.png
6474,Human,Male,Dark,2,"['Luxurious Beard', 'Mohawk Dark']",../punk_imgs/6474.png,30.0,https://www.larvalabs.com/cryptopunks/cryptopunk6474.png
6475,Human,Male,Medium,2,"['Frown', 'Mohawk']",../punk_imgs/6475.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6475.png
6476,Human,Male,Light,4,"['Clown Eyes Blue', 'Normal Beard Black', 'Peak Spike', 'Earring']",../punk_imgs/6476.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6476.png
6477,Human,Male,Medium,3,"['Eye Mask', 'Handlebars', 'Top Hat']",../punk_imgs/6477.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6477.png
6478,Human,Female,Light,4,"['Blue Eye Shadow', 'Black Lipstick', 'Mohawk', 'Cigarette']",../punk_imgs/6478.png,71.99,https://www.larvalabs.com/cryptopunks/cryptopunk6478.png
6479,Human,Male,Medium,3,"['Cap Forward', 'Horned Rim Glasses', 'Normal Beard']",../punk_imgs/6479.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6479.png
6480,Human,Male,Dark,3,"['Stringy Hair', 'Cigarette', 'Front Beard']",../punk_imgs/6480.png,0.6,https://www.larvalabs.com/cryptopunks/cryptopunk6480.png
6481,Human,Female,Albino,2,"['Hot Lipstick', 'Stringy Hair']",../punk_imgs/6481.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6481.png
6482,Human,Male,Dark,2,"['Muttonchops', 'Fedora']",../punk_imgs/6482.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6482.png
6483,Human,Female,Dark,4,"['Mole', 'Eye Mask', 'Crazy Hair', 'Hot Lipstick']",../punk_imgs/6483.png,0.52,https://www.larvalabs.com/cryptopunks/cryptopunk6483.png
6484,Human,Male,Medium,3,"['Normal Beard Black', 'Wild Hair', 'Vape']",../punk_imgs/6484.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6484.png
6485,Human,Male,Light,2,"['Vampire Hair', 'Normal Beard']",../punk_imgs/6485.png,2.15,https://www.larvalabs.com/cryptopunks/cryptopunk6485.png
6486,Human,Female,Light,3,"['Mole', 'Welding Goggles', 'Wild Hair']",../punk_imgs/6486.png,4.5,https://www.larvalabs.com/cryptopunks/cryptopunk6486.png
6487,Human,Female,Albino,0,[''],../punk_imgs/6487.png,325.0,https://www.larvalabs.com/cryptopunks/cryptopunk6487.png
6488,Human,Male,Medium,2,"['Normal Beard Black', 'Headband']",../punk_imgs/6488.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6488.png
6489,Human,Male,Medium,3,"['Normal Beard Black', 'Cap Forward', 'Regular Shades']",../punk_imgs/6489.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6489.png
6490,Human,Female,Dark,2,"['Black Lipstick', 'Tiara']",../punk_imgs/6490.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6490.png
6491,Zombie,Male,,3,"['Cap Forward', 'Shadow Beard', 'Earring']",../punk_imgs/6491.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6491.png
6492,Human,Male,Dark,2,"['Stringy Hair', 'Clown Eyes Green']",../punk_imgs/6492.png,0.615,https://www.larvalabs.com/cryptopunks/cryptopunk6492.png
6493,Human,Male,Medium,3,"['Police Cap', 'Shadow Beard', 'Earring']",../punk_imgs/6493.png,67.7975,https://www.larvalabs.com/cryptopunks/cryptopunk6493.png
6494,Human,Male,Light,2,"['Peak Spike', 'Rosy Cheeks']",../punk_imgs/6494.png,0.7949999999999999,https://www.larvalabs.com/cryptopunks/cryptopunk6494.png
6495,Human,Female,Medium,2,"['Messy Hair', 'Classic Shades']",../punk_imgs/6495.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6495.png
6496,Human,Female,Light,2,"['Blue Eye Shadow', 'Half Shaved']",../punk_imgs/6496.png,52.5,https://www.larvalabs.com/cryptopunks/cryptopunk6496.png
6497,Human,Female,Dark,2,"['Blonde Short', 'Eye Patch']",../punk_imgs/6497.png,0.5,https://www.larvalabs.com/cryptopunks/cryptopunk6497.png
6498,Human,Female,Medium,5,"['Headband', 'Hot Lipstick', 'Earring', 'Clown Eyes Blue', 'Cigarette']",../punk_imgs/6498.png,0.75,https://www.larvalabs.com/cryptopunks/cryptopunk6498.png
6499,Human,Male,Dark,2,"['Knitted Cap', 'Clown Eyes Green']",../punk_imgs/6499.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6499.png
6500,Human,Female,Light,2,"['Crazy Hair', 'Nerd Glasses']",../punk_imgs/6500.png,1.345,https://www.larvalabs.com/cryptopunks/cryptopunk6500.png
6501,Human,Male,Albino,2,"['Peak Spike', 'Goat']",../punk_imgs/6501.png,46.94285714285714,https://www.larvalabs.com/cryptopunks/cryptopunk6501.png
6502,Human,Male,Albino,2,"['Buck Teeth', 'Do-rag']",../punk_imgs/6502.png,101.39,https://www.larvalabs.com/cryptopunks/cryptopunk6502.png
6503,Human,Male,Dark,3,"['Peak Spike', 'Chinstrap', 'Earring']",../punk_imgs/6503.png,0.98,https://www.larvalabs.com/cryptopunks/cryptopunk6503.png
6504,Human,Male,Light,2,"['Horned Rim Glasses', 'Top Hat']",../punk_imgs/6504.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6504.png
6505,Human,Male,Light,4,"['Hoodie', 'Front Beard Dark', 'Classic Shades', 'Earring']",../punk_imgs/6505.png,67.0,https://www.larvalabs.com/cryptopunks/cryptopunk6505.png
6506,Human,Female,Light,2,"['Horned Rim Glasses', 'Mohawk Thin']",../punk_imgs/6506.png,16.685,https://www.larvalabs.com/cryptopunks/cryptopunk6506.png
6507,Human,Male,Dark,2,"['Frumpy Hair', 'Clown Eyes Blue']",../punk_imgs/6507.png,6.05,https://www.larvalabs.com/cryptopunks/cryptopunk6507.png
6508,Human,Male,Light,4,"['Cigarette', 'Muttonchops', 'Do-rag', 'Small Shades']",../punk_imgs/6508.png,19.166666666666668,https://www.larvalabs.com/cryptopunks/cryptopunk6508.png
6509,Human,Female,Dark,3,"['Blue Eye Shadow', 'Black Lipstick', 'Dark Hair']",../punk_imgs/6509.png,22.62,https://www.larvalabs.com/cryptopunks/cryptopunk6509.png
6510,Human,Female,Albino,3,"['Cap', 'Eye Patch', 'Hot Lipstick']",../punk_imgs/6510.png,0.3,https://www.larvalabs.com/cryptopunks/cryptopunk6510.png
6511,Human,Male,Dark,3,"['Earring', 'Top Hat', 'Regular Shades']",../punk_imgs/6511.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6511.png
6512,Human,Female,Medium,3,"['Knitted Cap', 'Hot Lipstick', 'Clown Eyes Blue']",../punk_imgs/6512.png,37.75,https://www.larvalabs.com/cryptopunks/cryptopunk6512.png
6513,Human,Female,Dark,3,"['Pink With Hat', 'Purple Lipstick', '3D Glasses']",../punk_imgs/6513.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6513.png
6514,Human,Male,Dark,3,"['Shadow Beard', 'Do-rag', 'Mole']",../punk_imgs/6514.png,9.822,https://www.larvalabs.com/cryptopunks/cryptopunk6514.png
6515,Zombie,Male,,2,"['Cigarette', 'Wild Hair']",../punk_imgs/6515.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6515.png
6516,Human,Male,Albino,2,"['Cigarette', 'Bandana']",../punk_imgs/6516.png,45.955,https://www.larvalabs.com/cryptopunks/cryptopunk6516.png
6517,Human,Male,Light,3,"['Stringy Hair', 'Front Beard Dark', 'Earring']",../punk_imgs/6517.png,32.233333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk6517.png
6518,Human,Female,Medium,3,"['Bandana', 'Purple Lipstick', 'Earring']",../punk_imgs/6518.png,22.229999999999997,https://www.larvalabs.com/cryptopunks/cryptopunk6518.png
6519,Human,Male,Medium,2,"['Stringy Hair', 'Big Beard']",../punk_imgs/6519.png,8.0,https://www.larvalabs.com/cryptopunks/cryptopunk6519.png
6520,Human,Female,Light,3,"['Mole', 'Black Lipstick', 'Blonde Short']",../punk_imgs/6520.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6520.png
6521,Human,Male,Light,3,"['Fedora', 'Goat', 'Regular Shades']",../punk_imgs/6521.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6521.png
6522,Human,Female,Albino,3,"['Cap', 'VR', 'Earring']",../punk_imgs/6522.png,7.215,https://www.larvalabs.com/cryptopunks/cryptopunk6522.png
6523,Human,Male,Light,3,"['Cigarette', 'Big Shades', 'Knitted Cap']",../punk_imgs/6523.png,1.06,https://www.larvalabs.com/cryptopunks/cryptopunk6523.png
6524,Human,Male,Medium,3,"['Chinstrap', 'Nerd Glasses', 'Clown Hair Green']",../punk_imgs/6524.png,36.955,https://www.larvalabs.com/cryptopunks/cryptopunk6524.png
6525,Human,Male,Light,3,"['Mohawk Thin', 'Goat', 'VR']",../punk_imgs/6525.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6525.png
6526,Human,Male,Medium,3,"['Cigarette', 'Mustache', 'Nerd Glasses']",../punk_imgs/6526.png,54.22666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6526.png
6527,Human,Male,Medium,4,"['Messy Hair', 'Normal Beard Black', 'Horned Rim Glasses', 'Mole']",../punk_imgs/6527.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6527.png
6528,Human,Female,Light,4,"['Black Lipstick', 'Green Eye Shadow', 'Straight Hair Blonde', 'Earring']",../punk_imgs/6528.png,1.45,https://www.larvalabs.com/cryptopunks/cryptopunk6528.png
6529,Human,Male,Light,4,"['Frown', 'Hoodie', 'Shadow Beard', 'Nerd Glasses']",../punk_imgs/6529.png,99.0,https://www.larvalabs.com/cryptopunks/cryptopunk6529.png
6530,Human,Male,Medium,3,"['Cigarette', 'Fedora', 'Regular Shades']",../punk_imgs/6530.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6530.png
6531,Human,Male,Light,2,"['Earring', 'Cowboy Hat']",../punk_imgs/6531.png,25.733125,https://www.larvalabs.com/cryptopunks/cryptopunk6531.png
6532,Human,Female,Dark,2,"['Orange Side', 'Earring']",../punk_imgs/6532.png,1.5,https://www.larvalabs.com/cryptopunks/cryptopunk6532.png
6533,Human,Male,Light,2,"['Eye Mask', 'Peak Spike']",../punk_imgs/6533.png,19.0,https://www.larvalabs.com/cryptopunks/cryptopunk6533.png
6534,Human,Female,Medium,2,"['Mole', 'Crazy Hair']",../punk_imgs/6534.png,50.50666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6534.png
6535,Human,Male,Dark,3,"['Handlebars', 'Mohawk Thin', 'Small Shades']",../punk_imgs/6535.png,11.41,https://www.larvalabs.com/cryptopunks/cryptopunk6535.png
6536,Human,Male,Medium,3,"['Mustache', 'Earring', 'Headband']",../punk_imgs/6536.png,3.0125,https://www.larvalabs.com/cryptopunks/cryptopunk6536.png
6537,Human,Female,Medium,2,"['Messy Hair', '3D Glasses']",../punk_imgs/6537.png,73.98333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk6537.png
6538,Human,Male,Light,4,"['Stringy Hair', 'Cigarette', 'Luxurious Beard', 'Gold Chain']",../punk_imgs/6538.png,46.666666666666664,https://www.larvalabs.com/cryptopunks/cryptopunk6538.png
6539,Human,Male,Light,2,"['Frown', 'Wild Hair']",../punk_imgs/6539.png,16.5,https://www.larvalabs.com/cryptopunks/cryptopunk6539.png
6540,Human,Male,Light,3,"['Frown', 'Wild Hair', 'Classic Shades']",../punk_imgs/6540.png,35.46666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6540.png
6541,Human,Male,Medium,2,"['Silver Chain', 'Crazy Hair']",../punk_imgs/6541.png,125.0,https://www.larvalabs.com/cryptopunks/cryptopunk6541.png
6542,Human,Male,Medium,3,"['Fedora', 'Normal Beard', 'VR']",../punk_imgs/6542.png,36.25,https://www.larvalabs.com/cryptopunks/cryptopunk6542.png
6543,Human,Female,Medium,3,"['Mole', 'Black Lipstick', 'Clown Hair Green']",../punk_imgs/6543.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6543.png
6544,Human,Male,Dark,3,"['Front Beard Dark', 'Fedora', 'VR']",../punk_imgs/6544.png,15.388571428571428,https://www.larvalabs.com/cryptopunks/cryptopunk6544.png
6545,Human,Male,Medium,3,"['Mustache', 'Mohawk Dark', 'Mole']",../punk_imgs/6545.png,15.911666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6545.png
6546,Human,Male,Albino,3,"['Earring', 'Normal Beard', 'Knitted Cap']",../punk_imgs/6546.png,7.281999999999999,https://www.larvalabs.com/cryptopunks/cryptopunk6546.png
6547,Human,Female,Medium,3,"['Black Lipstick', 'Purple Eye Shadow', 'Stringy Hair']",../punk_imgs/6547.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6547.png
6548,Human,Male,Albino,4,"['Front Beard', 'Earring', 'Do-rag', 'Clown Eyes Green']",../punk_imgs/6548.png,0.26,https://www.larvalabs.com/cryptopunks/cryptopunk6548.png
6549,Human,Female,Dark,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",../punk_imgs/6549.png,56.76666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk6549.png
6550,Human,Female,Medium,3,"['Purple Lipstick', 'Clown Eyes Blue', 'Straight Hair Dark']",../punk_imgs/6550.png,19.166666666666668,https://www.larvalabs.com/cryptopunks/cryptopunk6550.png
6551,Human,Male,Dark,2,"['Peak Spike', 'Mole']",../punk_imgs/6551.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6551.png
6552,Human,Male,Medium,2,"['Smile', 'Cowboy Hat']",../punk_imgs/6552.png,173.5,https://www.larvalabs.com/cryptopunks/cryptopunk6552.png
6553,Human,Male,Albino,2,"['Shadow Beard', 'Mohawk']",../punk_imgs/6553.png,24.99,https://www.larvalabs.com/cryptopunks/cryptopunk6553.png
6554,Human,Female,Dark,4,"['Purple Eye Shadow', 'Blonde Short', 'Hot Lipstick', 'Cigarette']",../punk_imgs/6554.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6554.png
6555,Human,Male,Light,2,"['Normal Beard Black', 'Do-rag']",../punk_imgs/6555.png,8.863333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk6555.png
6556,Human,Female,Light,3,"['Hot Lipstick', 'Blonde Bob', 'Nerd Glasses']",../punk_imgs/6556.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6556.png
6557,Human,Male,Medium,2,"['Shadow Beard', 'Clown Hair Green']",../punk_imgs/6557.png,73.588,https://www.larvalabs.com/cryptopunks/cryptopunk6557.png
6558,Human,Female,Light,3,"['Mole', 'Red Mohawk', 'Clown Eyes Green']",../punk_imgs/6558.png,102.5405,https://www.larvalabs.com/cryptopunks/cryptopunk6558.png
6559,Human,Female,Dark,2,"['Welding Goggles', 'Wild Hair']",../punk_imgs/6559.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6559.png
6560,Human,Female,Dark,4,"['Blue Eye Shadow', 'Black Lipstick', 'Straight Hair Blonde', 'Earring']",../punk_imgs/6560.png,55.833333333333336,https://www.larvalabs.com/cryptopunks/cryptopunk6560.png
6561,Human,Male,Dark,3,"['Muttonchops', 'Classic Shades', 'Shaved Head']",../punk_imgs/6561.png,8.875,https://www.larvalabs.com/cryptopunks/cryptopunk6561.png
6562,Human,Male,Light,3,"['Chinstrap', 'Earring', 'Mole']",../punk_imgs/6562.png,34.825,https://www.larvalabs.com/cryptopunks/cryptopunk6562.png
6563,Human,Female,Medium,3,"['Cap', 'VR', 'Earring']",../punk_imgs/6563.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6563.png
6564,Human,Female,Dark,3,"['Blue Eye Shadow', 'Wild Blonde', 'Cigarette']",../punk_imgs/6564.png,0.1,https://www.larvalabs.com/cryptopunks/cryptopunk6564.png
6565,Human,Female,Light,4,"['Mole', 'Dark Hair', 'Purple Lipstick', 'Nerd Glasses']",../punk_imgs/6565.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6565.png
6566,Human,Female,Medium,3,"['Knitted Cap', 'Earring', '3D Glasses']",../punk_imgs/6566.png,167.5,https://www.larvalabs.com/cryptopunks/cryptopunk6566.png
6567,Human,Male,Medium,3,"['Normal Beard', 'Knitted Cap', 'Small Shades']",../punk_imgs/6567.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6567.png
6568,Human,Female,Medium,2,"['Wild Blonde', 'Nerd Glasses']",../punk_imgs/6568.png,67.06333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk6568.png
6569,Human,Female,Medium,4,"['Hot Lipstick', 'Dark Hair', 'Earring', 'Cigarette']",../punk_imgs/6569.png,23.99,https://www.larvalabs.com/cryptopunks/cryptopunk6569.png
6570,Human,Female,Medium,3,"['Red Mohawk', 'Purple Lipstick', 'Earring']",../punk_imgs/6570.png,30.5,https://www.larvalabs.com/cryptopunks/cryptopunk6570.png
6571,Human,Female,Medium,3,"['Black Lipstick', 'Silver Chain', 'Dark Hair']",../punk_imgs/6571.png,0.77,https://www.larvalabs.com/cryptopunks/cryptopunk6571.png
6572,Human,Male,Medium,3,"['Stringy Hair', 'Front Beard', 'Clown Eyes Green']",../punk_imgs/6572.png,22.358571428571427,https://www.larvalabs.com/cryptopunks/cryptopunk6572.png
6573,Human,Female,Light,3,"['Knitted Cap', 'Black Lipstick', 'Purple Eye Shadow']",../punk_imgs/6573.png,19.005,https://www.larvalabs.com/cryptopunks/cryptopunk6573.png
6574,Human,Female,Light,3,"['Bandana', 'Earring', 'Cigarette']",../punk_imgs/6574.png,25.59,https://www.larvalabs.com/cryptopunks/cryptopunk6574.png
6575,Human,Male,Light,2,"['Buck Teeth', 'Clown Hair Green']",../punk_imgs/6575.png,2.0,https://www.larvalabs.com/cryptopunks/cryptopunk6575.png
6576,Human,Female,Albino,2,"['Tassle Hat', 'Regular Shades']",../punk_imgs/6576.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk6576.png
6577,Human,Female,Medium,3,"['Spots', 'Hot Lipstick', 'Blonde Bob']",../punk_imgs/6577.png,0.5225,https://www.larvalabs.com/cryptopunks/cryptopunk6577.png
6578,Human,Male,Medium,2,"['Hoodie', 'Regular Shades']",../punk_imgs/6578.png,350.0,https://www.larvalabs.com/cryptopunks/cryptopunk6578.png
6579,Human,Male,Medium,3,"['Frumpy Hair', 'Earring', 'VR']",../punk_imgs/6579.png,0.4,https://www.larvalabs.com/cryptopunks/cryptopunk6579.png
6580,Human,Male,Albino,3,"['Chinstrap', 'Nerd Glasses', 'Mohawk Dark']",../punk_imgs/6580.png,5.648,https://www.larvalabs.com/cryptopunks/cryptopunk6580.png
6581,Human,Female,Dark,2,"['Tiara', 'Cigarette']",../punk_imgs/6581.png,78.575,https://www.larvalabs.com/cryptopunks/cryptopunk6581.png
6582,Human,Male,Dark,3,"['Luxurious Beard', 'Crazy Hair', '3D Glasses']",../punk_imgs/6582.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6582.png
6583,Human,Male,Medium,2,"['Bandana', 'Big Beard']",../punk_imgs/6583.png,35.64928571428572,https://www.larvalabs.com/cryptopunks/cryptopunk6583.png
6584,Human,Female,Medium,2,"['Stringy Hair', 'Nerd Glasses']",../punk_imgs/6584.png,9.3925,https://www.larvalabs.com/cryptopunks/cryptopunk6584.png
6585,Human,Male,Albino,3,"['Messy Hair', 'Chinstrap', 'Classic Shades']",../punk_imgs/6585.png,56.33714285714285,https://www.larvalabs.com/cryptopunks/cryptopunk6585.png
6586,Zombie,Male,,2,"['Knitted Cap', 'Smile']",../punk_imgs/6586.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6586.png
6587,Human,Female,Light,3,"['Cap', 'Hot Lipstick', 'Earring']",../punk_imgs/6587.png,0.5,https://www.larvalabs.com/cryptopunks/cryptopunk6587.png
6588,Human,Female,Dark,2,"['Classic Shades', 'Mohawk Dark']",../punk_imgs/6588.png,21.205000000000002,https://www.larvalabs.com/cryptopunks/cryptopunk6588.png
6589,Human,Female,Light,2,"['Clown Nose', 'Wild White Hair']",../punk_imgs/6589.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6589.png
6590,Human,Female,Medium,3,"['Clown Hair Green', 'Hot Lipstick', 'Earring']",../punk_imgs/6590.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk6590.png
6591,Human,Male,Light,3,"['Clown Eyes Blue', 'Handlebars', 'Mohawk Dark']",../punk_imgs/6591.png,20.775,https://www.larvalabs.com/cryptopunks/cryptopunk6591.png
6592,Human,Female,Light,3,"['Black Lipstick', 'Straight Hair Blonde', 'Regular Shades']",../punk_imgs/6592.png,0.615,https://www.larvalabs.com/cryptopunks/cryptopunk6592.png
6593,Human,Female,Medium,3,"['Black Lipstick', 'Earring', 'Mohawk Dark']",../punk_imgs/6593.png,66.745,https://www.larvalabs.com/cryptopunks/cryptopunk6593.png
