punk_id,type,gender,skin_tone,attr_count,attributes,img_dir,avg_price,img_url
3070,Human,Male,Light,2,"['Mohawk Thin', 'Earring']",../punk_imgs/3070.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3070.png
3071,Human,Female,Light,2,"['Clown Hair Green', 'Hot Lipstick']",../punk_imgs/3071.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3071.png
3072,Human,Male,Medium,3,"['Big Shades', 'Earring', 'Shaved Head']",../punk_imgs/3072.png,0.35,https://www.larvalabs.com/cryptopunks/cryptopunk3072.png
3073,Human,Male,Light,3,"['Bandana', 'Eye Mask', 'Big Beard']",../punk_imgs/3073.png,0.09,https://www.larvalabs.com/cryptopunks/cryptopunk3073.png
3074,Human,Male,Medium,4,"['Buck Teeth', 'Purple Hair', 'Vape', 'Earring']",../punk_imgs/3074.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3074.png
3075,Human,Male,Light,3,"['Eye Mask', 'Pipe', 'Do-rag']",../punk_imgs/3075.png,0.79,https://www.larvalabs.com/cryptopunks/cryptopunk3075.png
3076,Human,Female,Albino,2,"['Clown Eyes Green', 'Mohawk Dark']",../punk_imgs/3076.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3076.png
3077,Human,Male,Light,2,"['Classic Shades', 'Cowboy Hat']",../punk_imgs/3077.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3077.png
3078,Human,Female,Light,3,"['Purple Eye Shadow', 'Wild Blonde', 'Purple Lipstick']",../punk_imgs/3078.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3078.png
3079,Human,Female,Light,2,"['Tassle Hat', 'Eye Mask']",../punk_imgs/3079.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3079.png
3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",../punk_imgs/3080.png,24.05666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
3081,Human,Male,Light,2,"['Classic Shades', 'Knitted Cap']",../punk_imgs/3081.png,17.62333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk3081.png
3082,Human,Female,Light,3,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Dark']",../punk_imgs/3082.png,1.9000000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk3082.png
3083,Human,Male,Dark,2,"['Chinstrap', 'Cowboy Hat']",../punk_imgs/3083.png,19.333333333333332,https://www.larvalabs.com/cryptopunks/cryptopunk3083.png
3084,Human,Female,Light,4,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",../punk_imgs/3084.png,69.99666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png
3085,Human,Male,Medium,4,"['Frumpy Hair', 'Normal Beard Black', 'Earring', 'VR']",../punk_imgs/3085.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3085.png
3086,Human,Male,Medium,3,"['Cap', 'Regular Shades', 'Mole']",../punk_imgs/3086.png,34.2725,https://www.larvalabs.com/cryptopunks/cryptopunk3086.png
3087,Human,Female,Dark,3,"['Tassle Hat', 'Blue Eye Shadow', 'Hot Lipstick']",../punk_imgs/3087.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3087.png
3088,Human,Male,Dark,4,"['Normal Beard Black', 'Earring', 'Top Hat', 'VR']",../punk_imgs/3088.png,220.0,https://www.larvalabs.com/cryptopunks/cryptopunk3088.png
3089,Human,Female,Albino,2,"['Cap', 'Earring']",../punk_imgs/3089.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3089.png
3090,Human,Male,Medium,4,"['Luxurious Beard', 'Frown', 'Classic Shades', 'Mohawk']",../punk_imgs/3090.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3090.png
3091,Human,Male,Albino,3,"['Peak Spike', 'Muttonchops', 'Classic Shades']",../punk_imgs/3091.png,25.0,https://www.larvalabs.com/cryptopunks/cryptopunk3091.png
3092,Human,Female,Light,2,"['Green Eye Shadow', 'Headband']",../punk_imgs/3092.png,27.150000000000002,https://www.larvalabs.com/cryptopunks/cryptopunk3092.png
3093,Human,Male,Dark,2,"['Bandana', 'Horned Rim Glasses']",../punk_imgs/3093.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3093.png
3094,Human,Male,Light,4,"['Stringy Hair', 'Buck Teeth', 'Muttonchops', 'Classic Shades']",../punk_imgs/3094.png,0.435,https://www.larvalabs.com/cryptopunks/cryptopunk3094.png
3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",../punk_imgs/3095.png,10.2475,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png
3096,Human,Female,Medium,4,"['Vape', 'Pink With Hat', 'Earring', 'Clown Eyes Blue']",../punk_imgs/3096.png,3.59,https://www.larvalabs.com/cryptopunks/cryptopunk3096.png
3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",../punk_imgs/3097.png,39.645,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
3098,Human,Female,Light,4,"['Pipe', 'Mohawk Thin', 'Hot Lipstick', 'Nerd Glasses']",../punk_imgs/3098.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3098.png
3099,Human,Male,Light,4,"['Bandana', 'Spots', 'Chinstrap', 'Earring']",../punk_imgs/3099.png,2.305,https://www.larvalabs.com/cryptopunks/cryptopunk3099.png
3100,Alien,Male,,1,['Headband'],../punk_imgs/3100.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3100.png
3101,Human,Male,Light,3,"['Hoodie', 'Shadow Beard', 'Nerd Glasses']",../punk_imgs/3101.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3101.png
3102,Human,Female,Medium,2,"['Pink With Hat', 'Clown Eyes Green']",../punk_imgs/3102.png,19.9,https://www.larvalabs.com/cryptopunks/cryptopunk3102.png
3103,Human,Male,Dark,2,"['Shadow Beard', 'Clown Hair Green']",../punk_imgs/3103.png,28.99,https://www.larvalabs.com/cryptopunks/cryptopunk3103.png
3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",../punk_imgs/3104.png,0.8678571428571429,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
3105,Human,Female,Dark,1,['Welding Goggles'],../punk_imgs/3105.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3105.png
3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",../punk_imgs/3106.png,70.596,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
3107,Human,Male,Dark,3,"['Beanie', 'Earring', 'Big Beard']",../punk_imgs/3107.png,30.0,https://www.larvalabs.com/cryptopunks/cryptopunk3107.png
3108,Human,Male,Light,2,"['VR', 'Mohawk Dark']",../punk_imgs/3108.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3108.png
3109,Human,Female,Medium,3,"['Cap', 'Purple Lipstick', 'Nerd Glasses']",../punk_imgs/3109.png,24.993333333333336,https://www.larvalabs.com/cryptopunks/cryptopunk3109.png
3110,Human,Female,Dark,3,"['Bandana', 'Earring', 'Clown Eyes Blue']",../punk_imgs/3110.png,0.24,https://www.larvalabs.com/cryptopunks/cryptopunk3110.png
3111,Human,Female,Albino,1,['Knitted Cap'],../punk_imgs/3111.png,16.4,https://www.larvalabs.com/cryptopunks/cryptopunk3111.png
3112,Human,Female,Medium,5,"['Mole', 'Blue Eye Shadow', 'Straight Hair Blonde', 'Hot Lipstick', 'Cigarette']",../punk_imgs/3112.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3112.png
3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",../punk_imgs/3113.png,32.07,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
3114,Human,Male,Dark,2,"['Classic Shades', 'Knitted Cap']",../punk_imgs/3114.png,37.37333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk3114.png
3115,Human,Male,Medium,3,"['Mohawk Thin', 'Goat', 'Regular Shades']",../punk_imgs/3115.png,0.3,https://www.larvalabs.com/cryptopunks/cryptopunk3115.png
3116,Human,Female,Light,3,"['Hot Lipstick', 'Blonde Bob', 'Clown Eyes Blue']",../punk_imgs/3116.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3116.png
3117,Human,Male,Light,3,"['Frown', 'Crazy Hair', 'Regular Shades']",../punk_imgs/3117.png,37.86666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3117.png
3118,Human,Female,Medium,2,"['Knitted Cap', 'Hot Lipstick']",../punk_imgs/3118.png,7.989999999999999,https://www.larvalabs.com/cryptopunks/cryptopunk3118.png
3119,Human,Female,Dark,3,"['Wild White Hair', 'Black Lipstick', 'Horned Rim Glasses']",../punk_imgs/3119.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3119.png
3120,Human,Male,Medium,3,"['Cap Forward', 'Front Beard Dark', 'Medical Mask']",../punk_imgs/3120.png,0.5,https://www.larvalabs.com/cryptopunks/cryptopunk3120.png
3121,Human,Male,Light,2,"['Stringy Hair', 'Eye Mask']",../punk_imgs/3121.png,0.29,https://www.larvalabs.com/cryptopunks/cryptopunk3121.png
3122,Human,Male,Dark,3,"['Luxurious Beard', 'Classic Shades', 'Mohawk Dark']",../punk_imgs/3122.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3122.png
3123,Human,Male,Dark,4,"['Cigarette', 'Cap', 'Muttonchops', 'Small Shades']",../punk_imgs/3123.png,52.5,https://www.larvalabs.com/cryptopunks/cryptopunk3123.png
3124,Human,Female,Medium,2,"['Big Shades', 'Wild Hair']",../punk_imgs/3124.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3124.png
3125,Human,Female,Light,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",../punk_imgs/3125.png,14.0625,https://www.larvalabs.com/cryptopunks/cryptopunk3125.png
3126,Human,Female,Light,2,"['Black Lipstick', 'Earring']",../punk_imgs/3126.png,25.865000000000002,https://www.larvalabs.com/cryptopunks/cryptopunk3126.png
3127,Human,Male,Light,5,"['Chinstrap', 'Earring', 'Nerd Glasses', 'Do-rag', 'Mole']",../punk_imgs/3127.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3127.png
3128,Human,Male,Albino,3,"['Messy Hair', 'Earring', 'Regular Shades']",../punk_imgs/3128.png,4.87,https://www.larvalabs.com/cryptopunks/cryptopunk3128.png
3129,Human,Male,Dark,3,"['Vampire Hair', 'Chinstrap', 'VR']",../punk_imgs/3129.png,31.25,https://www.larvalabs.com/cryptopunks/cryptopunk3129.png
3130,Human,Male,Medium,5,"['Muttonchops', 'Earring', 'Rosy Cheeks', 'Small Shades', 'Mohawk Dark']",../punk_imgs/3130.png,0.2,https://www.larvalabs.com/cryptopunks/cryptopunk3130.png
3131,Human,Female,Albino,3,"['Mole', 'Dark Hair', 'Earring']",../punk_imgs/3131.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3131.png
3132,Human,Male,Albino,2,"['Nerd Glasses', 'Shaved Head']",../punk_imgs/3132.png,46.519999999999996,https://www.larvalabs.com/cryptopunks/cryptopunk3132.png
3133,Human,Male,Light,2,"['Front Beard Dark', 'Crazy Hair']",../punk_imgs/3133.png,10.81,https://www.larvalabs.com/cryptopunks/cryptopunk3133.png
3134,Human,Male,Medium,3,"['Gold Chain', 'Crazy Hair', 'Regular Shades']",../punk_imgs/3134.png,0.01,https://www.larvalabs.com/cryptopunks/cryptopunk3134.png
3135,Human,Female,Light,3,"['Black Lipstick', 'Pink With Hat', 'Clown Eyes Blue']",../punk_imgs/3135.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3135.png
3136,Human,Male,Dark,3,"['Rosy Cheeks', 'Headband', '3D Glasses']",../punk_imgs/3136.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3136.png
3137,Human,Male,Medium,3,"['Messy Hair', 'Big Shades', 'Normal Beard']",../punk_imgs/3137.png,27.0,https://www.larvalabs.com/cryptopunks/cryptopunk3137.png
3138,Human,Male,Light,2,"['Cap', 'Eye Patch']",../punk_imgs/3138.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3138.png
3139,Human,Female,Dark,3,"['Big Shades', 'Spots', 'Pink With Hat']",../punk_imgs/3139.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3139.png
3140,Human,Female,Light,2,"['Black Lipstick', 'Mohawk Thin']",../punk_imgs/3140.png,2.1275,https://www.larvalabs.com/cryptopunks/cryptopunk3140.png
3141,Human,Male,Medium,3,"['Normal Beard Black', 'Mohawk Thin', 'Nerd Glasses']",../punk_imgs/3141.png,3.141592653589793,https://www.larvalabs.com/cryptopunks/cryptopunk3141.png
3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",../punk_imgs/3142.png,25.805,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",../punk_imgs/3143.png,0.7895779999999999,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
3144,Human,Male,Dark,2,"['Normal Beard Black', 'Cowboy Hat']",../punk_imgs/3144.png,1.0,https://www.larvalabs.com/cryptopunks/cryptopunk3144.png
3145,Human,Male,Albino,3,"['Do-rag', 'Eye Patch', 'Mole']",../punk_imgs/3145.png,12.401666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk3145.png
3146,Human,Male,Medium,2,"['Peak Spike', 'Vape']",../punk_imgs/3146.png,0.11,https://www.larvalabs.com/cryptopunks/cryptopunk3146.png
3147,Human,Male,Light,3,"['Bandana', 'Goat', 'Small Shades']",../punk_imgs/3147.png,31.47,https://www.larvalabs.com/cryptopunks/cryptopunk3147.png
3148,Human,Female,Dark,3,"['Tassle Hat', 'Big Shades', 'Cigarette']",../punk_imgs/3148.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3148.png
3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",../punk_imgs/3149.png,1.05,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
3150,Human,Male,Dark,2,"['Mohawk', 'Eye Patch']",../punk_imgs/3150.png,16.169999999999998,https://www.larvalabs.com/cryptopunks/cryptopunk3150.png
3151,Human,Female,Albino,1,['Straight Hair Dark'],../punk_imgs/3151.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3151.png
3152,Human,Male,Dark,3,"['Bandana', 'Frown', 'Regular Shades']",../punk_imgs/3152.png,1.875,https://www.larvalabs.com/cryptopunks/cryptopunk3152.png
3153,Human,Female,Dark,2,"['Straight Hair Blonde', 'Classic Shades']",../punk_imgs/3153.png,0.16,https://www.larvalabs.com/cryptopunks/cryptopunk3153.png
3154,Human,Male,Medium,3,"['Earring', 'Do-rag', 'Big Beard']",../punk_imgs/3154.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3154.png
3155,Human,Female,Medium,3,"['Black Lipstick', 'Dark Hair', 'Cigarette']",../punk_imgs/3155.png,46.57,https://www.larvalabs.com/cryptopunks/cryptopunk3155.png
3156,Human,Male,Medium,4,"['Cigarette', 'Eye Mask', 'Front Beard Dark', 'Mohawk']",../punk_imgs/3156.png,0.65,https://www.larvalabs.com/cryptopunks/cryptopunk3156.png
3157,Human,Male,Light,2,"['Shadow Beard', 'Shaved Head']",../punk_imgs/3157.png,21.490000000000002,https://www.larvalabs.com/cryptopunks/cryptopunk3157.png
3158,Human,Female,Albino,3,"['Mohawk Thin', 'Purple Lipstick', 'Earring']",../punk_imgs/3158.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3158.png
3159,Human,Male,Medium,3,"['Handlebars', 'Wild Hair', 'Small Shades']",../punk_imgs/3159.png,21.9675,https://www.larvalabs.com/cryptopunks/cryptopunk3159.png
3160,Human,Male,Dark,2,"['Earring', 'Top Hat']",../punk_imgs/3160.png,39.75,https://www.larvalabs.com/cryptopunks/cryptopunk3160.png
3161,Human,Male,Medium,2,"['Eye Mask', 'Mohawk']",../punk_imgs/3161.png,2.513333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk3161.png
3162,Human,Female,Medium,2,"['Messy Hair', 'Green Eye Shadow']",../punk_imgs/3162.png,12.31245,https://www.larvalabs.com/cryptopunks/cryptopunk3162.png
3163,Human,Male,Albino,2,"['Normal Beard Black', 'Mohawk']",../punk_imgs/3163.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3163.png
3164,Human,Male,Dark,3,"['Normal Beard Black', 'Earring', 'Crazy Hair']",../punk_imgs/3164.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3164.png
3165,Human,Female,Dark,2,"['Clown Eyes Green', 'Wild Blonde']",../punk_imgs/3165.png,1.0,https://www.larvalabs.com/cryptopunks/cryptopunk3165.png
3166,Human,Female,Dark,2,"['Knitted Cap', 'Black Lipstick']",../punk_imgs/3166.png,6.78375,https://www.larvalabs.com/cryptopunks/cryptopunk3166.png
3167,Human,Male,Light,3,"['Earring', 'Knitted Cap', '3D Glasses']",../punk_imgs/3167.png,140.0,https://www.larvalabs.com/cryptopunks/cryptopunk3167.png
3168,Human,Male,Dark,2,"['Chinstrap', 'Do-rag']",../punk_imgs/3168.png,20.523333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk3168.png
3169,Human,Male,Dark,2,"['Messy Hair', 'Frown']",../punk_imgs/3169.png,18.2725,https://www.larvalabs.com/cryptopunks/cryptopunk3169.png
3170,Human,Female,Dark,2,"['Wild White Hair', 'Green Eye Shadow']",../punk_imgs/3170.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3170.png
3171,Human,Male,Medium,2,"['Cigarette', 'Small Shades']",../punk_imgs/3171.png,0.09,https://www.larvalabs.com/cryptopunks/cryptopunk3171.png
3172,Human,Male,Dark,2,"['Stringy Hair', 'Frown']",../punk_imgs/3172.png,3.45,https://www.larvalabs.com/cryptopunks/cryptopunk3172.png
3173,Human,Male,Dark,4,"['Cap Forward', 'Front Beard Dark', 'Horned Rim Glasses', 'Mole']",../punk_imgs/3173.png,56.03000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk3173.png
3174,Human,Male,Medium,2,"['Rosy Cheeks', 'Mohawk Dark']",../punk_imgs/3174.png,0.39,https://www.larvalabs.com/cryptopunks/cryptopunk3174.png
3175,Human,Male,Light,2,"['Normal Beard', 'Shaved Head']",../punk_imgs/3175.png,26.964444444444446,https://www.larvalabs.com/cryptopunks/cryptopunk3175.png
3176,Human,Female,Medium,3,"['Welding Goggles', 'Straight Hair', 'Earring']",../punk_imgs/3176.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3176.png
3177,Human,Male,Dark,3,"['Luxurious Beard', 'Frown', 'Clown Hair Green']",../punk_imgs/3177.png,64.0,https://www.larvalabs.com/cryptopunks/cryptopunk3177.png
3178,Human,Female,Light,3,"['Wild White Hair', 'Purple Lipstick', '3D Glasses']",../punk_imgs/3178.png,8.0,https://www.larvalabs.com/cryptopunks/cryptopunk3178.png
3179,Human,Female,Light,2,"['Mohawk', 'Green Eye Shadow']",../punk_imgs/3179.png,7.5112499999999995,https://www.larvalabs.com/cryptopunks/cryptopunk3179.png
3180,Human,Male,Dark,3,"['Shadow Beard', 'Knitted Cap', '3D Glasses']",../punk_imgs/3180.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3180.png
3181,Human,Male,Dark,3,"['Front Beard', 'Frumpy Hair', 'Horned Rim Glasses']",../punk_imgs/3181.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3181.png
3182,Human,Male,Light,2,"['Cap', 'Rosy Cheeks']",../punk_imgs/3182.png,0.15,https://www.larvalabs.com/cryptopunks/cryptopunk3182.png
3183,Human,Female,Albino,4,"['Red Mohawk', 'Purple Eye Shadow', 'Hot Lipstick', 'Earring']",../punk_imgs/3183.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3183.png
3184,Human,Male,Light,4,"['Frown', 'Shadow Beard', 'Wild Hair', 'Regular Shades']",../punk_imgs/3184.png,0.45,https://www.larvalabs.com/cryptopunks/cryptopunk3184.png
3185,Human,Female,Light,3,"['Messy Hair', 'Purple Lipstick', 'Earring']",../punk_imgs/3185.png,40.9475,https://www.larvalabs.com/cryptopunks/cryptopunk3185.png
3186,Human,Male,Dark,2,"['Horned Rim Glasses', 'Crazy Hair']",../punk_imgs/3186.png,21.0,https://www.larvalabs.com/cryptopunks/cryptopunk3186.png
3187,Human,Female,Medium,2,"['Blonde Bob', 'Cigarette']",../punk_imgs/3187.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3187.png
3188,Human,Male,Light,2,"['Front Beard', 'Purple Hair']",../punk_imgs/3188.png,28.0,https://www.larvalabs.com/cryptopunks/cryptopunk3188.png
3189,Human,Male,Dark,2,"['Frumpy Hair', 'Handlebars']",../punk_imgs/3189.png,21.49,https://www.larvalabs.com/cryptopunks/cryptopunk3189.png
3190,Human,Female,Dark,3,"['Straight Hair', 'Hot Lipstick', 'Earring']",../punk_imgs/3190.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3190.png
3191,Human,Male,Medium,3,"['Clown Nose', 'Shadow Beard', 'Mohawk Dark']",../punk_imgs/3191.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3191.png
3192,Human,Male,Dark,3,"['Clown Nose', 'Front Beard Dark', 'Knitted Cap']",../punk_imgs/3192.png,31.380000000000003,https://www.larvalabs.com/cryptopunks/cryptopunk3192.png
3193,Human,Male,Medium,2,"['Peak Spike', 'Clown Eyes Green']",../punk_imgs/3193.png,36.842727272727274,https://www.larvalabs.com/cryptopunks/cryptopunk3193.png
3194,Human,Male,Medium,4,"['Cap Forward', 'Big Shades', 'Chinstrap', 'Earring']",../punk_imgs/3194.png,30.494999999999997,https://www.larvalabs.com/cryptopunks/cryptopunk3194.png
3195,Human,Male,Light,2,"['Mohawk Thin', 'Front Beard Dark']",../punk_imgs/3195.png,45.68,https://www.larvalabs.com/cryptopunks/cryptopunk3195.png
3196,Human,Male,Dark,5,"['Cigarette', 'Earring', 'Horned Rim Glasses', 'Goat', 'Knitted Cap']",../punk_imgs/3196.png,0.2,https://www.larvalabs.com/cryptopunks/cryptopunk3196.png
3197,Human,Male,Medium,3,"['Top Hat', 'Smile', 'Regular Shades']",../punk_imgs/3197.png,80.0,https://www.larvalabs.com/cryptopunks/cryptopunk3197.png
3198,Human,Female,Medium,3,"['Mole', 'Black Lipstick', 'Dark Hair']",../punk_imgs/3198.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3198.png
3199,Human,Male,Dark,3,"['Vape', 'Knitted Cap', 'Mole']",../punk_imgs/3199.png,6.794,https://www.larvalabs.com/cryptopunks/cryptopunk3199.png
3200,Human,Male,Medium,3,"['Cigarette', 'Horned Rim Glasses', 'Headband']",../punk_imgs/3200.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3200.png
3201,Human,Female,Light,3,"['Blue Eye Shadow', 'Straight Hair Blonde', 'Purple Lipstick']",../punk_imgs/3201.png,1.25,https://www.larvalabs.com/cryptopunks/cryptopunk3201.png
3202,Human,Female,Albino,2,"['Purple Eye Shadow', 'Frumpy Hair']",../punk_imgs/3202.png,56.52666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3202.png
3203,Human,Male,Dark,3,"['Cigarette', 'Mustache', 'Shaved Head']",../punk_imgs/3203.png,34.586666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk3203.png
3204,Human,Male,Dark,3,"['Peak Spike', 'Classic Shades', 'Pipe']",../punk_imgs/3204.png,83.85666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3204.png
3205,Human,Male,Dark,4,"['Muttonchops', 'Classic Shades', 'Earring', 'Mohawk Dark']",../punk_imgs/3205.png,0.135,https://www.larvalabs.com/cryptopunks/cryptopunk3205.png
3206,Human,Male,Dark,2,"['Messy Hair', 'Gold Chain']",../punk_imgs/3206.png,8.5,https://www.larvalabs.com/cryptopunks/cryptopunk3206.png
3207,Human,Female,Medium,3,"['Blue Eye Shadow', 'Earring', 'Cigarette']",../punk_imgs/3207.png,1.10025,https://www.larvalabs.com/cryptopunks/cryptopunk3207.png
3208,Human,Male,Medium,2,"['Horned Rim Glasses', 'Clown Hair Green']",../punk_imgs/3208.png,83.38499999999999,https://www.larvalabs.com/cryptopunks/cryptopunk3208.png
3209,Human,Male,Dark,3,"['Earring', '3D Glasses', 'Mohawk Dark']",../punk_imgs/3209.png,108.33,https://www.larvalabs.com/cryptopunks/cryptopunk3209.png
3210,Human,Female,Medium,3,"['Crazy Hair', 'Purple Lipstick', 'Nerd Glasses']",../punk_imgs/3210.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3210.png
3211,Zombie,Male,,2,"['Goat', 'Headband']",../punk_imgs/3211.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3211.png
3212,Human,Female,Medium,4,"['Pipe', 'Eye Mask', 'Straight Hair Blonde', 'Purple Lipstick']",../punk_imgs/3212.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3212.png
3213,Human,Male,Dark,3,"['Mohawk Thin', 'Earring', 'Eye Patch']",../punk_imgs/3213.png,25.085,https://www.larvalabs.com/cryptopunks/cryptopunk3213.png
3214,Human,Female,Light,4,"['Earring', 'Mohawk Dark', 'Cigarette', 'Nerd Glasses']",../punk_imgs/3214.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk3214.png
3215,Human,Male,Dark,2,"['Eye Patch', 'Mohawk Dark']",../punk_imgs/3215.png,4.216666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk3215.png
3216,Human,Male,Medium,2,"['Hoodie', 'Pipe']",../punk_imgs/3216.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3216.png
3217,Human,Male,Albino,4,"['Stringy Hair', 'Big Shades', 'Chinstrap', 'Earring']",../punk_imgs/3217.png,64.63,https://www.larvalabs.com/cryptopunks/cryptopunk3217.png
3218,Human,Male,Dark,3,"['Frumpy Hair', 'Classic Shades', 'Earring']",../punk_imgs/3218.png,16.43,https://www.larvalabs.com/cryptopunks/cryptopunk3218.png
3219,Human,Female,Dark,2,"['Black Lipstick', 'Mohawk']",../punk_imgs/3219.png,0.3045,https://www.larvalabs.com/cryptopunks/cryptopunk3219.png
3220,Human,Female,Dark,3,"['Big Shades', 'Crazy Hair', 'Hot Lipstick']",../punk_imgs/3220.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk3220.png
3221,Human,Female,Medium,4,"['Vape', 'Black Lipstick', 'Mohawk', 'Earring']",../punk_imgs/3221.png,27.189999999999998,https://www.larvalabs.com/cryptopunks/cryptopunk3221.png
3222,Human,Female,Light,2,"['Big Shades', 'Mohawk Dark']",../punk_imgs/3222.png,7.1,https://www.larvalabs.com/cryptopunks/cryptopunk3222.png
3223,Human,Male,Albino,3,"['Cigarette', 'Eye Mask', 'Wild Hair']",../punk_imgs/3223.png,71.9975,https://www.larvalabs.com/cryptopunks/cryptopunk3223.png
3224,Human,Male,Medium,3,"['Cigarette', 'Mohawk Thin', 'Normal Beard']",../punk_imgs/3224.png,30.2575,https://www.larvalabs.com/cryptopunks/cryptopunk3224.png
3225,Human,Female,Light,4,"['Mole', 'Messy Hair', 'Silver Chain', 'Earring']",../punk_imgs/3225.png,28.49,https://www.larvalabs.com/cryptopunks/cryptopunk3225.png
3226,Human,Male,Medium,3,"['Muttonchops', 'Nerd Glasses', 'Do-rag']",../punk_imgs/3226.png,20.304285714285715,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png
