tx_id,date,price,bubble_size,bubble_color,from,to,punk_id,punk_img
0,2017-06-23,0.01,3,#DB9065,7070,363,3134,../punk_imgs/3134.png
1,2017-06-23,0.04,3,#DB9065,7070,578,5719,../punk_imgs/5719.png
2,2017-06-23,0.1,4,#F2DC5D,363,724,5056,../punk_imgs/5056.png
4,2017-06-23,0.06,3,#F2A359,7070,578,5624,../punk_imgs/5624.png
5,2017-06-23,0.03,4,#F2DC5D,7070,578,6548,../punk_imgs/6548.png
6,2017-06-23,0.2,5,#F2DC5D,7070,8288,5545,../punk_imgs/5545.png
7,2017-06-23,0.06,3,#A4031F,7070,578,4025,../punk_imgs/4025.png
9,2017-06-23,0.116,4,#F2A359,7070,578,8781,../punk_imgs/8781.png
10,2017-06-23,0.131,3,#F2DC5D,7070,8288,8878,../punk_imgs/8878.png
11,2017-06-23,0.09,3,#DB9065,7070,8385,6934,../punk_imgs/6934.png
12,2017-06-23,0.03,3,#DB9065,7070,578,5621,../punk_imgs/5621.png
13,2017-06-23,0.06,2,#DB9065,7070,578,6208,../punk_imgs/6208.png
14,2017-06-23,0.25,3,#A4031F,7070,8288,1841,../punk_imgs/1841.png
15,2017-06-23,0.107,4,#F2A359,7070,8904,6318,../punk_imgs/6318.png
16,2017-06-23,0.3,2,#DB9065,7070,8385,5916,../punk_imgs/5916.png
17,2017-06-23,0.2,3,#F2A359,7070,8904,4641,../punk_imgs/4641.png
18,2017-06-23,0.3,3,#A4031F,7070,8288,5633,../punk_imgs/5633.png
19,2017-06-24,0.3,3,#A4031F,7070,316,4148,../punk_imgs/4148.png
20,2017-06-24,0.3,3,#F2A359,7070,8385,1416,../punk_imgs/1416.png
21,2017-06-24,0.001,2,#DB9065,5226,8385,9926,../punk_imgs/9926.png
22,2017-06-24,0.36,2,#F2A359,7070,316,5921,../punk_imgs/5921.png
23,2017-06-24,0.35,2,#F2A359,7070,8385,4445,../punk_imgs/4445.png
25,2017-06-24,0.5,3,#DB9065,4947,7797,5138,../punk_imgs/5138.png
31,2017-06-24,0.15,4,#F2DC5D,257,7070,9963,../punk_imgs/9963.png
32,2017-06-24,2e-10,3,#A4031F,805,6122,1376,../punk_imgs/1376.png
33,2017-06-24,0.1,3,#DB9065,805,7070,4842,../punk_imgs/4842.png
34,2017-06-24,0.23,3,#A4031F,724,7070,3507,../punk_imgs/3507.png
35,2017-06-24,0.2,2,#F2A359,805,7070,4509,../punk_imgs/4509.png
36,2017-06-24,2e-10,2,#DB9065,805,8904,1657,../punk_imgs/1657.png
37,2017-06-24,0.15,3,#F2A359,257,7070,9131,../punk_imgs/9131.png
38,2017-06-24,0.15,1,#F2A359,257,7070,1216,../punk_imgs/1216.png
39,2017-06-24,0.15,3,#F2A359,257,724,5167,../punk_imgs/5167.png
40,2017-06-24,0.3,3,#F2A359,805,7797,8142,../punk_imgs/8142.png
41,2017-06-24,0.335,0,#DB9065,1186,8489,1050,../punk_imgs/1050.png
42,2017-06-25,0.135,3,#F2A359,7304,8120,9439,../punk_imgs/9439.png
43,2017-06-25,0.1,2,#A4031F,3852,8120,2997,../punk_imgs/2997.png
44,2017-06-25,0.2117401785132582,3,#F2A359,5566,7304,2789,../punk_imgs/2789.png
45,2017-06-25,0.15,2,#DB9065,5566,8385,3614,../punk_imgs/3614.png
46,2017-06-25,0.1,3,#DB9065,3852,8385,4468,../punk_imgs/4468.png
47,2017-06-25,0.1,3,#F2A359,3852,8385,6315,../punk_imgs/6315.png
48,2017-06-25,0.1,3,#A4031F,3852,8385,6140,../punk_imgs/6140.png
49,2017-06-25,0.2,3,#DB9065,8385,6908,4468,../punk_imgs/4468.png
50,2017-06-25,0.1,4,#DB9065,3852,2240,8037,../punk_imgs/8037.png
51,2017-06-25,0.15,2,#F2A359,7304,2240,1036,../punk_imgs/1036.png
52,2017-06-25,0.2,3,#F2A359,8385,2240,6315,../punk_imgs/6315.png
54,2017-06-25,0.2,3,#A4031F,3852,7011,2614,../punk_imgs/2614.png
70,2017-06-26,0.18,2,#F2A359,2106,2240,5141,../punk_imgs/5141.png
115,2017-06-26,0.2,2,#DB9065,3852,3829,5715,../punk_imgs/5715.png
117,2017-06-26,1e-06,3,#F2A359,7524,578,5104,../punk_imgs/5104.png
118,2017-06-26,0.3,2,#A4031F,8620,4522,2883,../punk_imgs/2883.png
119,2017-06-26,0.14,3,#F2A359,7304,578,1054,../punk_imgs/1054.png
120,2017-06-27,0.2,1,#DB9065,3852,8020,9874,../punk_imgs/9874.png
121,2017-06-27,0.3,3,#F2DC5D,3852,5516,6687,../punk_imgs/6687.png
122,2017-06-27,0.2,3,#A4031F,8505,5516,6549,../punk_imgs/6549.png
123,2017-06-27,0.5,3,#DB9065,4947,5516,8521,../punk_imgs/8521.png
124,2017-06-27,0.29,2,#A4031F,7972,5516,7735,../punk_imgs/7735.png
125,2017-06-27,0.25,3,#F2A359,257,6675,7223,../punk_imgs/7223.png
126,2017-06-27,0.2,4,#A4031F,3852,6675,7197,../punk_imgs/7197.png
127,2017-06-27,0.3,3,#F2A359,7070,6675,4547,../punk_imgs/4547.png
128,2017-06-27,0.25,3,#F2A359,5517,6675,8517,../punk_imgs/8517.png
130,2017-06-27,1e-18,3,#F2A359,1015,578,1784,../punk_imgs/1784.png
131,2017-06-27,0.15,3,#A4031F,4217,578,1257,../punk_imgs/1257.png
132,2017-06-27,1.0,4,#F2A359,6050,4522,1802,../punk_imgs/1802.png
133,2017-06-27,0.25,2,#A4031F,257,4522,7982,../punk_imgs/7982.png
134,2017-06-27,0.15,2,#F2A359,4217,4522,1146,../punk_imgs/1146.png
135,2017-06-27,1.0,3,#DB9065,219,4522,4379,../punk_imgs/4379.png
136,2017-06-27,0.3,5,#A4031F,7070,578,4971,../punk_imgs/4971.png
137,2017-06-27,0.3,1,#A4031F,363,578,861,../punk_imgs/861.png
138,2017-06-27,0.15,2,#F2A359,4217,7070,3530,../punk_imgs/3530.png
139,2017-06-27,0.15,3,#F2DC5D,4217,7070,3544,../punk_imgs/3544.png
140,2017-06-27,0.15,3,#A4031F,4217,7070,1160,../punk_imgs/1160.png
141,2017-06-27,0.1,3,#A4031F,5380,7070,6642,../punk_imgs/6642.png
142,2017-06-27,0.1,3,#F2A359,5380,7070,2624,../punk_imgs/2624.png
143,2017-06-27,0.1530378842030021,3,#F2A359,7070,7304,2624,../punk_imgs/2624.png
144,2017-06-28,0.1009394721744119,3,#F2A359,257,7304,8523,../punk_imgs/8523.png
145,2017-06-28,0.03,3,#A4031F,5918,7070,9571,../punk_imgs/9571.png
146,2017-06-28,0.05,2,#F2A359,5918,7070,5880,../punk_imgs/5880.png
147,2017-06-28,0.05,3,#DB9065,5918,7070,3226,../punk_imgs/3226.png
148,2017-06-28,0.1,2,#F2A359,257,578,8527,../punk_imgs/8527.png
149,2017-06-28,0.1,3,#F2A359,257,578,3257,../punk_imgs/3257.png
150,2017-06-28,0.1,2,#F2A359,257,578,8526,../punk_imgs/8526.png
151,2017-06-28,0.25,3,#F2A359,257,578,5734,../punk_imgs/5734.png
228,2017-06-29,0.084,3,#F2A359,4217,805,1385,../punk_imgs/1385.png
229,2017-06-29,0.079,4,#A4031F,4217,805,1430,../punk_imgs/1430.png
230,2017-06-29,0.084,2,#A4031F,4217,805,1338,../punk_imgs/1338.png
231,2017-06-29,0.084,2,#F2A359,4217,805,1387,../punk_imgs/1387.png
233,2017-06-29,0.08,3,#DB9065,4217,805,1324,../punk_imgs/1324.png
234,2017-06-29,0.06,2,#A4031F,5918,7070,1610,../punk_imgs/1610.png
235,2017-06-29,0.0999,3,#DB9065,4217,7070,1396,../punk_imgs/1396.png
236,2017-06-29,0.08,3,#DB9065,5918,578,8954,../punk_imgs/8954.png
237,2017-06-29,0.0844259038537942,3,#A4031F,4217,7304,1397,../punk_imgs/1397.png
238,2017-06-29,0.12,3,#F2A359,5918,578,9371,../punk_imgs/9371.png
239,2017-06-29,0.1,5,#DB9065,5918,7070,8432,../punk_imgs/8432.png
240,2017-06-29,0.13,3,#DB9065,7070,805,8673,../punk_imgs/8673.png
241,2017-06-29,0.2,2,#A4031F,805,363,2897,../punk_imgs/2897.png
242,2017-06-29,0.15,3,#A4031F,5918,724,2916,../punk_imgs/2916.png
243,2017-06-29,0.12,2,#DB9065,5918,724,4969,../punk_imgs/4969.png
244,2017-06-29,0.08,2,#F2A359,5918,7070,1592,../punk_imgs/1592.png
245,2017-06-29,0.15,3,#F2DC5D,7070,724,3544,../punk_imgs/3544.png
246,2017-06-29,0.12,3,#A4031F,5918,363,2574,../punk_imgs/2574.png
247,2017-06-29,0.16,2,#DB9065,7070,724,3413,../punk_imgs/3413.png
248,2017-06-29,0.08,2,#A4031F,4217,7070,1401,../punk_imgs/1401.png
249,2017-06-29,0.5,3,#F2DC5D,1186,8825,8967,../punk_imgs/8967.png
250,2017-06-29,0.29,2,#DB9065,8385,612,3614,../punk_imgs/3614.png
251,2017-06-29,0.19,4,#F2A359,578,2304,8781,../punk_imgs/8781.png
252,2017-06-29,0.2,2,#A4031F,805,578,2801,../punk_imgs/2801.png
254,2017-06-29,0.19,2,#F2A359,3852,578,7078,../punk_imgs/7078.png
256,2017-06-29,0.14,2,#A4031F,7070,578,5340,../punk_imgs/5340.png
257,2017-06-29,1.89,3,#F2DC5D,578,805,1374,../punk_imgs/1374.png
258,2017-06-29,0.15,3,#A4031F,4217,578,1155,../punk_imgs/1155.png
260,2017-06-30,0.19,3,#F2A359,578,1870,5104,../punk_imgs/5104.png
261,2017-06-30,0.2,3,#A4031F,3852,3638,7485,../punk_imgs/7485.png
262,2017-06-30,0.2,1,#A4031F,3852,4217,9863,../punk_imgs/9863.png
263,2017-06-30,0.14,3,#F2A359,7070,805,4827,../punk_imgs/4827.png
264,2017-06-30,0.2,4,#DB9065,3852,363,7739,../punk_imgs/7739.png
265,2017-06-30,0.2,3,#F2A359,5566,7935,5591,../punk_imgs/5591.png
266,2017-06-30,0.14,2,#F2DC5D,5566,8385,9513,../punk_imgs/9513.png
267,2017-06-30,0.145,2,#F2A359,5566,7935,5483,../punk_imgs/5483.png
268,2017-06-30,0.18,2,#F2A359,7070,7935,4509,../punk_imgs/4509.png
269,2017-06-30,0.19,3,#F2A359,578,8385,3257,../punk_imgs/3257.png
270,2017-06-30,0.15,2,#F2A359,5566,7935,4636,../punk_imgs/4636.png
271,2017-06-30,0.19,3,#A4031F,578,7935,1257,../punk_imgs/1257.png
272,2017-06-30,0.19,3,#F2A359,578,7935,1054,../punk_imgs/1054.png
273,2017-06-30,0.175,2,#F2DC5D,7070,7935,7276,../punk_imgs/7276.png
274,2017-06-30,0.3,2,#F2DC5D,805,3757,3829,../punk_imgs/3829.png
275,2017-06-30,0.2,3,#DB9065,805,7935,1486,../punk_imgs/1486.png
276,2017-06-30,0.19,3,#A4031F,578,7935,4025,../punk_imgs/4025.png
277,2017-06-30,0.15,2,#A4031F,4217,7935,1143,../punk_imgs/1143.png
278,2017-06-30,0.19,3,#DB9065,578,7070,8954,../punk_imgs/8954.png
279,2017-06-30,0.19,2,#A4031F,578,7070,5340,../punk_imgs/5340.png
280,2017-06-30,2.29,2,#F2DC5D,578,5977,1886,../punk_imgs/1886.png
281,2017-07-01,0.35,2,#DB9065,257,1870,9303,../punk_imgs/9303.png
283,2017-07-01,0.19,3,#A4031F,578,7935,1155,../punk_imgs/1155.png
284,2017-07-01,0.19,3,#F2A359,578,7935,5624,../punk_imgs/5624.png
285,2017-07-01,0.18,2,#F2A359,5407,7935,2147,../punk_imgs/2147.png
286,2017-07-01,0.19,2,#DB9065,578,7935,6208,../punk_imgs/6208.png
287,2017-07-01,0.2,2,#A4031F,805,7935,1686,../punk_imgs/1686.png
288,2017-07-01,0.2,3,#A4031F,8385,8120,6140,../punk_imgs/6140.png
289,2017-07-01,0.2255955339731579,2,#F2A359,5566,7304,3611,../punk_imgs/3611.png
290,2017-07-01,0.2403571019800847,2,#A4031F,3852,7304,7243,../punk_imgs/7243.png
291,2017-07-02,0.2,4,#DB9065,805,3638,4307,../punk_imgs/4307.png
292,2017-07-02,0.29,2,#DB9065,2106,8385,3653,../punk_imgs/3653.png
293,2017-07-02,0.2011276772875198,3,#DB9065,5407,7304,2769,../punk_imgs/2769.png
294,2017-07-02,0.21,2,#DB9065,4217,7935,2232,../punk_imgs/2232.png
295,2017-07-02,0.2,3,#A4031F,7070,8120,9571,../punk_imgs/9571.png
296,2017-07-02,0.2,2,#F2DC5D,805,7935,7319,../punk_imgs/7319.png
297,2017-07-02,0.2,3,#DB9065,805,7935,4305,../punk_imgs/4305.png
298,2017-07-02,0.2,3,#DB9065,805,7935,7513,../punk_imgs/7513.png
299,2017-07-02,0.2,2,#DB9065,805,7935,8477,../punk_imgs/8477.png
300,2017-07-02,0.21,2,#A4031F,4217,578,1211,../punk_imgs/1211.png
301,2017-07-02,0.24,2,#F2DC5D,3852,5024,6594,../punk_imgs/6594.png
302,2017-07-02,0.3,2,#DB9065,805,578,1859,../punk_imgs/1859.png
303,2017-07-02,0.21,3,#DB9065,7070,578,6909,../punk_imgs/6909.png
304,2017-07-02,0.3,3,#F2DC5D,3852,578,6415,../punk_imgs/6415.png
305,2017-07-02,0.33,3,#DB9065,724,578,7343,../punk_imgs/7343.png
306,2017-07-02,0.25,2,#F2DC5D,805,5024,5297,../punk_imgs/5297.png
308,2017-07-02,0.25,3,#F2DC5D,257,8489,6222,../punk_imgs/6222.png
309,2017-07-02,0.2,3,#DB9065,805,724,8233,../punk_imgs/8233.png
310,2017-07-02,0.25,4,#F2A359,5566,724,5280,../punk_imgs/5280.png
311,2017-07-02,0.35,3,#DB9065,257,578,6030,../punk_imgs/6030.png
312,2017-07-02,0.25,3,#F2A359,257,8120,8692,../punk_imgs/8692.png
313,2017-07-02,0.25,2,#F2DC5D,257,5024,9671,../punk_imgs/9671.png
314,2017-07-02,0.3,2,#F2DC5D,3852,8489,7475,../punk_imgs/7475.png
315,2017-07-02,2.5,2,#F2DC5D,8748,805,2329,../punk_imgs/2329.png
316,2017-07-02,1.0,3,#F2A359,257,8120,2766,../punk_imgs/2766.png
317,2017-07-03,0.25,2,#F2A359,5918,7070,3416,../punk_imgs/3416.png
318,2017-07-03,0.18,3,#F2A359,5918,7070,8832,../punk_imgs/8832.png
319,2017-07-03,0.18,3,#A4031F,5918,7011,3371,../punk_imgs/3371.png
320,2017-07-03,0.18,3,#DB9065,5918,5024,4126,../punk_imgs/4126.png
321,2017-07-03,0.12,2,#F2A359,5918,5024,4538,../punk_imgs/4538.png
322,2017-07-03,0.18,2,#A4031F,5918,5024,4840,../punk_imgs/4840.png
323,2017-07-03,0.25,3,#A4031F,257,3829,5637,../punk_imgs/5637.png
324,2017-07-03,0.24,2,#DB9065,5918,5024,2259,../punk_imgs/2259.png
325,2017-07-03,0.18,3,#DB9065,5918,3829,6927,../punk_imgs/6927.png
326,2017-07-03,0.19,2,#DB9065,8385,578,9926,../punk_imgs/9926.png
327,2017-07-03,0.35,4,#F2A359,5918,578,9235,../punk_imgs/9235.png
328,2017-07-03,0.3,2,#A4031F,2106,3829,9420,../punk_imgs/9420.png
332,2017-07-03,0.22,2,#F2A359,5918,3829,1236,../punk_imgs/1236.png
333,2017-07-03,1.0,2,#F2DC5D,1954,8489,2711,../punk_imgs/2711.png
334,2017-07-03,0.22,3,#DB9065,7070,3829,7442,../punk_imgs/7442.png
335,2017-07-03,0.25,2,#F2A359,6772,3829,5357,../punk_imgs/5357.png
336,2017-07-03,0.24,3,#F2A359,5918,3829,4670,../punk_imgs/4670.png
337,2017-07-03,0.35,3,#A4031F,5918,3829,7758,../punk_imgs/7758.png
338,2017-07-03,8.001,1,#F2DC5D,1954,5977,5795,../punk_imgs/5795.png
339,2017-07-03,0.4834,2,#DB9065,5407,5977,9661,../punk_imgs/9661.png
340,2017-07-03,0.25,2,#F2DC5D,257,578,9520,../punk_imgs/9520.png
342,2017-07-03,0.25,4,#F2A359,7070,7935,3214,../punk_imgs/3214.png
344,2017-07-03,4.0,1,#F2DC5D,1954,578,6965,../punk_imgs/6965.png
345,2017-07-03,0.01,5,#DB9065,7070,921,8432,../punk_imgs/8432.png
346,2017-07-03,0.235,3,#F2A359,805,7070,5231,../punk_imgs/5231.png
347,2017-07-03,0.24,3,#DB9065,7070,7935,1396,../punk_imgs/1396.png
348,2017-07-03,0.49,4,#F2DC5D,578,8872,6548,../punk_imgs/6548.png
349,2017-07-03,0.28,4,#DB9065,5918,8872,9279,../punk_imgs/9279.png
350,2017-07-03,0.3,3,#F2A359,5566,8872,7595,../punk_imgs/7595.png
351,2017-07-03,0.3,2,#F2A359,5918,8872,8690,../punk_imgs/8690.png
352,2017-07-03,0.3,3,#A4031F,8288,8872,5633,../punk_imgs/5633.png
353,2017-07-03,0.3,5,#F2A359,805,8872,9785,../punk_imgs/9785.png
354,2017-07-03,0.3,3,#F2A359,8385,8872,6103,../punk_imgs/6103.png
355,2017-07-03,0.3,3,#F2A359,5918,8872,3415,../punk_imgs/3415.png
356,2017-07-03,0.32,2,#A4031F,5024,3638,4840,../punk_imgs/4840.png
357,2017-07-03,0.33,3,#F2A359,8385,8872,3045,../punk_imgs/3045.png
358,2017-07-03,0.333,2,#F2A359,5566,8872,5408,../punk_imgs/5408.png
359,2017-07-03,0.35,2,#DB9065,5918,3638,2084,../punk_imgs/2084.png
360,2017-07-03,0.3,2,#F2A359,5566,8872,3710,../punk_imgs/3710.png
361,2017-07-03,0.3,3,#F2DC5D,8288,8872,8878,../punk_imgs/8878.png
362,2017-07-03,0.28,4,#F2A359,5918,8872,9814,../punk_imgs/9814.png
363,2017-07-03,0.32,2,#F2DC5D,724,3638,5007,../punk_imgs/5007.png
364,2017-07-03,0.3,3,#A4031F,6772,8872,4040,../punk_imgs/4040.png
365,2017-07-03,0.235,3,#DB9065,805,8872,6039,../punk_imgs/6039.png
366,2017-07-03,0.25,3,#DB9065,257,8872,8695,../punk_imgs/8695.png
367,2017-07-04,0.34,3,#A4031F,7070,8872,6446,../punk_imgs/6446.png
368,2017-07-04,0.32,3,#F2A359,5918,8872,8646,../punk_imgs/8646.png
369,2017-07-04,0.235,2,#F2A359,805,8872,7329,../punk_imgs/7329.png
370,2017-07-04,0.39,3,#DB9065,8385,8872,8255,../punk_imgs/8255.png
371,2017-07-04,0.32,3,#DB9065,5918,8872,8093,../punk_imgs/8093.png
372,2017-07-04,0.29,2,#F2A359,5024,8872,4538,../punk_imgs/4538.png
373,2017-07-04,0.235,2,#F2A359,805,7070,6130,../punk_imgs/6130.png
374,2017-07-04,0.38,3,#F2A359,7070,7730,3310,../punk_imgs/3310.png
375,2017-07-04,0.33,3,#DB9065,5024,7730,4126,../punk_imgs/4126.png
376,2017-07-04,0.4,3,#F2A359,805,7730,5084,../punk_imgs/5084.png
378,2017-07-04,0.35,3,#DB9065,805,5977,5094,../punk_imgs/5094.png
379,2017-07-04,0.44,4,#A4031F,7972,7730,6483,../punk_imgs/6483.png
380,2017-07-04,0.49,3,#F2A359,257,5977,9102,../punk_imgs/9102.png
382,2017-07-04,0.32,2,#F2A359,7070,8082,3639,../punk_imgs/3639.png
383,2017-07-04,0.25,3,#F2A359,257,7070,9518,../punk_imgs/9518.png
385,2017-07-04,1.5,2,#DB9065,578,8489,9926,../punk_imgs/9926.png
386,2017-07-04,0.25,2,#F2A359,4217,8872,1290,../punk_imgs/1290.png
387,2017-07-04,0.25,2,#DB9065,4217,578,1467,../punk_imgs/1467.png
388,2017-07-04,0.25,3,#A4031F,4217,7935,1505,../punk_imgs/1505.png
389,2017-07-04,0.25,3,#F2A359,4217,7935,1284,../punk_imgs/1284.png
390,2017-07-04,0.35,2,#F2A359,8385,8872,2722,../punk_imgs/2722.png
391,2017-07-04,0.25,2,#A4031F,4217,8872,1359,../punk_imgs/1359.png
392,2017-07-04,0.25,2,#DB9065,4217,8872,1331,../punk_imgs/1331.png
393,2017-07-04,0.25,2,#DB9065,4217,7935,1466,../punk_imgs/1466.png
394,2017-07-04,0.25,3,#A4031F,4217,8872,1503,../punk_imgs/1503.png
395,2017-07-04,0.28,3,#F2A359,5918,8872,6996,../punk_imgs/6996.png
396,2017-07-04,0.355,2,#F2A359,4217,8872,1615,../punk_imgs/1615.png
398,2017-07-04,0.24,3,#F2A359,5566,4217,4889,../punk_imgs/4889.png
399,2017-07-04,7.9,1,#F2DC5D,578,4217,6965,../punk_imgs/6965.png
400,2017-07-04,0.75,3,#DB9065,1186,7304,8840,../punk_imgs/8840.png
401,2017-07-04,0.47,2,#DB9065,7070,7304,4362,../punk_imgs/4362.png
402,2017-07-04,0.25,2,#DB9065,4217,7070,1394,../punk_imgs/1394.png
403,2017-07-04,0.4998,4,#A4031F,2106,7343,3677,../punk_imgs/3677.png
404,2017-07-04,0.31,3,#DB9065,5407,7070,3419,../punk_imgs/3419.png
405,2017-07-04,0.28,2,#F2A359,5566,8872,3937,../punk_imgs/3937.png
406,2017-07-04,0.29,2,#F2DC5D,5566,8872,5593,../punk_imgs/5593.png
407,2017-07-04,0.38,3,#A4031F,7070,8872,3507,../punk_imgs/3507.png
408,2017-07-04,0.355,2,#A4031F,4217,3638,1560,../punk_imgs/1560.png
409,2017-07-04,0.35,3,#A4031F,724,3638,6426,../punk_imgs/6426.png
410,2017-07-04,0.35,3,#DB9065,257,3638,6029,../punk_imgs/6029.png
411,2017-07-04,0.39,2,#F2DC5D,5024,3638,5297,../punk_imgs/5297.png
412,2017-07-04,0.431,3,#A4031F,5407,7304,8085,../punk_imgs/8085.png
413,2017-07-04,0.29,2,#DB9065,7070,3638,7275,../punk_imgs/7275.png
414,2017-07-04,0.25,3,#A4031F,4217,724,1463,../punk_imgs/1463.png
415,2017-07-04,0.26,3,#DB9065,7070,724,4842,../punk_imgs/4842.png
416,2017-07-04,2.5,1,#F2DC5D,2708,578,2338,../punk_imgs/2338.png
417,2017-07-05,0.35,2,#A4031F,578,6675,2801,../punk_imgs/2801.png
418,2017-07-05,0.33,3,#DB9065,6772,6675,5147,../punk_imgs/5147.png
419,2017-07-05,0.25,3,#A4031F,805,6675,5802,../punk_imgs/5802.png
420,2017-07-05,0.25,2,#F2A359,257,7070,9969,../punk_imgs/9969.png
421,2017-07-05,0.35,2,#A4031F,578,6675,1211,../punk_imgs/1211.png
422,2017-07-05,0.35,2,#DB9065,805,6675,8356,../punk_imgs/8356.png
423,2017-07-05,0.29,3,#DB9065,8385,6675,9435,../punk_imgs/9435.png
424,2017-07-05,0.35,2,#A4031F,257,578,9678,../punk_imgs/9678.png
425,2017-07-05,0.25,3,#DB9065,257,7070,6524,../punk_imgs/6524.png
426,2017-07-05,0.31,4,#DB9065,257,8872,6252,../punk_imgs/6252.png
428,2017-07-05,0.235,3,#DB9065,805,7070,5536,../punk_imgs/5536.png
429,2017-07-05,0.235,3,#A4031F,805,363,2694,../punk_imgs/2694.png
430,2017-07-05,0.41,4,#F2A359,257,8872,9961,../punk_imgs/9961.png
431,2017-07-05,0.41,3,#A4031F,257,8872,9898,../punk_imgs/9898.png
432,2017-07-05,0.5,1,#F2DC5D,219,8489,2116,../punk_imgs/2116.png
433,2017-07-06,0.39,3,#DB9065,257,8872,3233,../punk_imgs/3233.png
434,2017-07-06,0.479,2,#F2DC5D,4217,4522,1665,../punk_imgs/1665.png
435,2017-07-06,0.3,2,#F2A359,4522,921,1146,../punk_imgs/1146.png
436,2017-07-06,0.39,2,#F2A359,257,8385,6026,../punk_imgs/6026.png
438,2017-07-06,0.6,3,#F2DC5D,7070,5977,8958,../punk_imgs/8958.png
439,2017-07-06,0.39,4,#F2A359,257,921,7828,../punk_imgs/7828.png
444,2017-07-06,0.235,2,#DB9065,805,921,2280,../punk_imgs/2280.png
445,2017-07-06,0.5,5,#F2DC5D,8288,2766,5545,../punk_imgs/5545.png
446,2017-07-06,0.25,2,#F2A359,6772,921,5933,../punk_imgs/5933.png
448,2017-07-06,0.25,3,#F2DC5D,5977,7070,8183,../punk_imgs/8183.png
449,2017-07-06,1.0,2,#F2DC5D,5298,4522,8713,../punk_imgs/8713.png
450,2017-07-06,0.39,2,#F2A359,257,5977,8515,../punk_imgs/8515.png
451,2017-07-06,0.48,3,#F2A359,5977,4522,6592,../punk_imgs/6592.png
452,2017-07-07,0.39,3,#DB9065,257,8872,8230,../punk_imgs/8230.png
453,2017-07-07,0.39,2,#F2A359,257,578,2621,../punk_imgs/2621.png
454,2017-07-07,0.35,2,#A4031F,257,5977,8524,../punk_imgs/8524.png
455,2017-07-07,0.4,3,#A4031F,6908,8872,9870,../punk_imgs/9870.png
456,2017-07-07,0.1,3,#DB9065,5977,8872,3624,../punk_imgs/3624.png
457,2017-07-07,0.6,3,#DB9065,6908,5977,4468,../punk_imgs/4468.png
459,2017-07-07,8.0,1,#F2DC5D,1954,4522,4178,../punk_imgs/4178.png
460,2017-07-07,0.38,3,#DB9065,921,8872,6524,../punk_imgs/6524.png
461,2017-07-07,0.38,3,#F2A359,6772,8872,6696,../punk_imgs/6696.png
462,2017-07-07,0.45,2,#DB9065,5977,8872,8976,../punk_imgs/8976.png
464,2017-07-07,0.39,3,#DB9065,257,8872,5260,../punk_imgs/5260.png
466,2017-07-07,0.35,3,#A4031F,805,8872,1856,../punk_imgs/1856.png
472,2017-07-07,0.24,2,#A4031F,7070,8872,1401,../punk_imgs/1401.png
473,2017-07-07,0.24,2,#F2A359,7070,8872,5880,../punk_imgs/5880.png
475,2017-07-07,0.9,2,#A4031F,5407,5977,3795,../punk_imgs/3795.png
476,2017-07-07,0.25,2,#F2A359,4217,8872,1464,../punk_imgs/1464.png
477,2017-07-07,0.34,3,#A4031F,4217,8872,1633,../punk_imgs/1633.png
478,2017-07-07,0.48,3,#DB9065,6772,8872,6780,../punk_imgs/6780.png
479,2017-07-07,2.49,1,#F2DC5D,578,4522,2338,../punk_imgs/2338.png
482,2017-07-07,0.33,4,#A4031F,6772,8872,5653,../punk_imgs/5653.png
484,2017-07-07,0.25,3,#F2A359,5977,8872,9055,../punk_imgs/9055.png
487,2017-07-07,0.27,2,#F2A359,921,8872,5933,../punk_imgs/5933.png
488,2017-07-07,0.29,2,#DB9065,7070,8872,1012,../punk_imgs/1012.png
489,2017-07-07,0.29,2,#F2A359,7070,8872,3121,../punk_imgs/3121.png
490,2017-07-07,0.3,2,#DB9065,363,8872,836,../punk_imgs/836.png
491,2017-07-07,0.29,3,#DB9065,578,8872,6909,../punk_imgs/6909.png
494,2017-07-07,0.39,3,#A4031F,257,8872,6454,../punk_imgs/6454.png
495,2017-07-07,0.6,2,#F2DC5D,8385,4522,8414,../punk_imgs/8414.png
496,2017-07-07,0.68,2,#F2DC5D,6772,4522,6728,../punk_imgs/6728.png
497,2017-07-07,0.4,2,#F2DC5D,8385,4522,4130,../punk_imgs/4130.png
498,2017-07-07,1.6,2,#F2A359,8385,4522,4129,../punk_imgs/4129.png
499,2017-07-07,0.9,2,#F2DC5D,8385,4522,5713,../punk_imgs/5713.png
503,2017-07-07,0.95,1,#F2A359,363,8489,249,../punk_imgs/249.png
504,2017-07-07,0.95,3,#F2A359,363,8489,404,../punk_imgs/404.png
508,2017-07-07,1.49,2,#A4031F,3042,8489,1684,../punk_imgs/1684.png
509,2017-07-08,0.35,2,#F2A359,805,5977,5988,../punk_imgs/5988.png
510,2017-07-08,0.35,4,#F2A359,257,5977,8326,../punk_imgs/8326.png
511,2017-07-08,0.29,2,#A4031F,6352,7070,1212,../punk_imgs/1212.png
512,2017-07-08,0.79,4,#F2DC5D,578,8018,9921,../punk_imgs/9921.png
513,2017-07-08,1.49,3,#DB9065,3042,8018,2857,../punk_imgs/2857.png
514,2017-07-08,0.35,4,#F2A359,257,5024,8425,../punk_imgs/8425.png
