tx_id,date,price,bubble_size,bubble_color,from,to,punk_id,punk_img
3924,2019-08-13,0.25,5,#F2A359,6908,4958,9692,../punk_imgs/9692.png
3925,2019-08-13,0.25,3,#F2A359,6908,6967,6423,../punk_imgs/6423.png
3926,2019-08-13,0.25,4,#F2A359,6908,7808,5477,../punk_imgs/5477.png
3927,2019-08-14,0.3,3,#A4031F,6967,4272,6624,../punk_imgs/6624.png
3936,2019-08-21,0.7,3,#DB9065,6967,2264,3429,../punk_imgs/3429.png
3938,2019-08-22,0.75,3,#F2A359,6908,2051,4401,../punk_imgs/4401.png
3940,2019-08-31,0.5,5,#F2DC5D,6235,2114,9943,../punk_imgs/9943.png
3941,2019-09-01,0.25,3,#A4031F,6908,2954,5519,../punk_imgs/5519.png
3942,2019-09-02,0.25,3,#A4031F,6908,8476,7385,../punk_imgs/7385.png
3943,2019-09-02,0.25,4,#DB9065,6908,6967,4261,../punk_imgs/4261.png
3944,2019-09-02,0.25,3,#DB9065,6908,6967,4312,../punk_imgs/4312.png
3945,2019-09-02,0.25,3,#A4031F,6908,6967,4020,../punk_imgs/4020.png
3946,2019-09-02,0.4,3,#F2A359,1189,3431,1256,../punk_imgs/1256.png
3947,2019-09-02,0.35,4,#A4031F,1189,3431,9776,../punk_imgs/9776.png
3948,2019-09-02,0.5,4,#F2A359,6908,3431,3613,../punk_imgs/3613.png
3949,2019-09-02,0.25,4,#A4031F,6908,6967,4494,../punk_imgs/4494.png
3950,2019-09-02,0.25,2,#DB9065,6908,6967,4278,../punk_imgs/4278.png
3951,2019-09-02,0.25,3,#F2A359,6908,6967,3787,../punk_imgs/3787.png
3952,2019-09-02,0.25,4,#A4031F,6908,6967,5306,../punk_imgs/5306.png
3953,2019-09-02,0.25,3,#A4031F,6908,6967,9138,../punk_imgs/9138.png
3954,2019-09-02,0.25,4,#DB9065,6908,6967,9126,../punk_imgs/9126.png
3955,2019-09-02,0.25,4,#A4031F,6908,6967,8783,../punk_imgs/8783.png
3956,2019-09-02,0.25,3,#F2A359,6908,6967,7876,../punk_imgs/7876.png
3957,2019-09-02,0.25,3,#F2DC5D,6908,6967,8513,../punk_imgs/8513.png
3958,2019-09-02,0.25,3,#A4031F,6908,6967,6904,../punk_imgs/6904.png
3959,2019-09-02,0.25,4,#DB9065,6908,6967,6886,../punk_imgs/6886.png
3960,2019-09-02,0.25,3,#F2DC5D,6908,6967,8274,../punk_imgs/8274.png
3961,2019-09-02,0.25,3,#DB9065,6908,6967,4628,../punk_imgs/4628.png
3962,2019-09-02,0.25,2,#A4031F,6908,6967,5275,../punk_imgs/5275.png
3963,2019-09-02,0.25,3,#A4031F,6908,6967,4978,../punk_imgs/4978.png
3964,2019-09-02,0.25,3,#DB9065,6908,6967,4988,../punk_imgs/4988.png
3965,2019-09-02,0.25,2,#A4031F,6908,6967,4633,../punk_imgs/4633.png
3966,2019-09-02,0.25,2,#A4031F,6908,6967,4695,../punk_imgs/4695.png
3967,2019-09-02,0.25,4,#DB9065,6908,6967,7861,../punk_imgs/7861.png
3968,2019-09-02,0.25,2,#F2DC5D,6908,6967,5579,../punk_imgs/5579.png
3969,2019-09-02,0.25,2,#A4031F,6908,6967,5590,../punk_imgs/5590.png
3970,2019-09-02,0.25,3,#F2A359,6908,6967,5511,../punk_imgs/5511.png
3971,2019-09-02,0.25,3,#F2A359,6908,6967,5398,../punk_imgs/5398.png
3972,2019-09-02,0.25,2,#DB9065,6908,6967,5421,../punk_imgs/5421.png
3973,2019-09-02,0.25,3,#DB9065,6908,6967,5485,../punk_imgs/5485.png
3974,2019-09-02,0.25,2,#A4031F,6908,6967,7826,../punk_imgs/7826.png
3975,2019-09-02,0.25,4,#A4031F,6908,6967,7094,../punk_imgs/7094.png
3976,2019-09-02,0.25,2,#A4031F,6908,6967,6993,../punk_imgs/6993.png
3977,2019-09-02,0.25,2,#DB9065,6908,6967,7503,../punk_imgs/7503.png
3978,2019-09-02,0.25,3,#A4031F,6908,6967,7526,../punk_imgs/7526.png
3979,2019-09-02,0.25,3,#F2DC5D,6908,6967,7729,../punk_imgs/7729.png
3980,2019-09-02,0.25,2,#F2DC5D,6908,6967,7147,../punk_imgs/7147.png
3981,2019-09-02,0.25,3,#A4031F,6908,6967,9561,../punk_imgs/9561.png
3982,2019-09-02,0.25,2,#F2A359,6908,6967,6831,../punk_imgs/6831.png
3983,2019-09-02,0.25,2,#F2DC5D,6908,6967,6147,../punk_imgs/6147.png
3984,2019-09-02,0.25,3,#A4031F,6908,6967,5930,../punk_imgs/5930.png
3985,2019-09-02,0.25,4,#A4031F,6908,6967,6609,../punk_imgs/6609.png
3986,2019-09-02,0.25,3,#F2DC5D,6908,6967,5431,../punk_imgs/5431.png
3987,2019-09-02,0.25,4,#F2A359,6908,6967,5107,../punk_imgs/5107.png
3988,2019-09-02,0.25,4,#A4031F,6908,6967,6125,../punk_imgs/6125.png
3989,2019-09-02,0.25,3,#F2A359,6908,6967,5935,../punk_imgs/5935.png
3990,2019-09-02,0.25,3,#A4031F,6908,6967,5931,../punk_imgs/5931.png
3991,2019-09-02,0.25,3,#DB9065,6908,6967,5878,../punk_imgs/5878.png
3992,2019-09-02,0.25,3,#DB9065,6908,6967,5860,../punk_imgs/5860.png
3993,2019-09-02,0.25,3,#A4031F,6908,6967,5757,../punk_imgs/5757.png
3994,2019-09-02,0.25,2,#DB9065,6908,6967,6583,../punk_imgs/6583.png
3995,2019-09-02,0.25,3,#A4031F,6908,6967,5883,../punk_imgs/5883.png
3996,2019-09-02,0.25,3,#DB9065,6908,6967,6571,../punk_imgs/6571.png
3997,2019-09-02,0.25,4,#F2DC5D,6908,6967,6444,../punk_imgs/6444.png
3998,2019-09-02,0.25,3,#F2DC5D,6908,6967,6307,../punk_imgs/6307.png
3999,2019-09-02,0.25,4,#A4031F,6908,6967,6786,../punk_imgs/6786.png
4000,2019-09-02,0.25,3,#DB9065,6908,6967,6281,../punk_imgs/6281.png
4001,2019-09-02,0.25,3,#A4031F,6908,6967,6235,../punk_imgs/6235.png
4002,2019-09-02,0.25,2,#A4031F,6908,6967,6197,../punk_imgs/6197.png
4003,2019-09-02,0.25,4,#F2A359,6908,6967,6162,../punk_imgs/6162.png
4004,2019-09-02,0.25,3,#DB9065,6908,6967,6577,../punk_imgs/6577.png
4005,2019-09-02,0.25,3,#A4031F,6908,6967,5635,../punk_imgs/5635.png
4006,2019-09-04,0.5,3,#F2A359,6908,5340,8978,../punk_imgs/8978.png
4007,2019-09-04,0.5,3,#F2A359,6908,5340,7148,../punk_imgs/7148.png
4087,2019-09-12,0.59,3,#F2A359,1386,2130,4649,../punk_imgs/4649.png
4103,2019-09-13,0.5,3,#F2A359,6967,2674,1704,../punk_imgs/1704.png
4104,2019-09-13,0.3,3,#DB9065,6967,8642,9434,../punk_imgs/9434.png
4105,2019-09-13,0.45,3,#DB9065,4217,8642,4303,../punk_imgs/4303.png
4106,2019-09-13,0.425,4,#A4031F,6967,4397,4494,../punk_imgs/4494.png
4148,2019-09-14,0.64,2,#A4031F,6881,3603,9060,../punk_imgs/9060.png
4242,2019-09-15,0.5,3,#A4031F,6908,3603,6154,../punk_imgs/6154.png
4243,2019-09-15,0.55,2,#F2DC5D,6967,3431,6147,../punk_imgs/6147.png
4244,2019-09-15,0.25,3,#A4031F,6908,7397,3617,../punk_imgs/3617.png
4245,2019-09-15,0.25,3,#A4031F,6908,7397,5254,../punk_imgs/5254.png
4246,2019-09-15,0.25,2,#DB9065,6908,7397,5179,../punk_imgs/5179.png
4247,2019-09-15,0.25,3,#DB9065,6908,7397,5287,../punk_imgs/5287.png
4248,2019-09-15,0.25,3,#A4031F,6908,7397,5544,../punk_imgs/5544.png
4249,2019-09-15,0.25,3,#A4031F,6908,7397,4105,../punk_imgs/4105.png
4250,2019-09-15,0.25,3,#F2A359,6908,7397,6160,../punk_imgs/6160.png
4251,2019-09-15,0.25,3,#DB9065,6908,7397,9234,../punk_imgs/9234.png
4252,2019-09-15,0.25,2,#DB9065,6908,7397,7312,../punk_imgs/7312.png
4253,2019-09-15,0.25,4,#A4031F,6908,7397,9608,../punk_imgs/9608.png
4254,2019-09-15,0.25,4,#DB9065,6908,7397,9881,../punk_imgs/9881.png
4255,2019-09-15,0.25,2,#A4031F,6908,7397,6762,../punk_imgs/6762.png
4256,2019-09-15,0.25,3,#A4031F,6908,7397,6544,../punk_imgs/6544.png
4257,2019-09-15,0.25,3,#A4031F,6908,7397,8092,../punk_imgs/8092.png
4258,2019-09-15,0.25,4,#A4031F,6908,7397,8071,../punk_imgs/8071.png
4259,2019-09-15,0.25,3,#A4031F,6908,7397,8061,../punk_imgs/8061.png
4260,2019-09-15,0.25,3,#F2A359,6908,7397,6260,../punk_imgs/6260.png
4261,2019-09-15,0.25,3,#F2DC5D,6908,7397,6546,../punk_imgs/6546.png
4262,2019-09-15,0.25,3,#F2DC5D,6908,7397,6580,../punk_imgs/6580.png
4263,2019-09-15,0.25,3,#F2DC5D,6908,7397,6234,../punk_imgs/6234.png
4264,2019-09-15,0.25,3,#F2A359,6908,7397,9410,../punk_imgs/9410.png
4265,2019-09-15,0.25,3,#F2A359,6908,7397,5352,../punk_imgs/5352.png
4266,2019-09-15,0.25,5,#DB9065,6908,7397,7257,../punk_imgs/7257.png
4267,2019-09-15,0.25,4,#F2A359,6908,7397,6385,../punk_imgs/6385.png
4268,2019-09-15,0.25,3,#DB9065,6908,7397,9361,../punk_imgs/9361.png
4269,2019-09-15,0.25,3,#F2A359,6908,7397,6209,../punk_imgs/6209.png
4270,2019-09-15,0.25,3,#A4031F,6908,7397,9468,../punk_imgs/9468.png
4273,2019-09-16,0.65,2,#A4031F,6967,8550,2326,../punk_imgs/2326.png
4308,2019-09-17,0.45,3,#F2A359,4217,5086,3906,../punk_imgs/3906.png
4309,2019-09-17,0.45,2,#F2DC5D,1189,5086,1045,../punk_imgs/1045.png
4310,2019-09-17,0.4,3,#F2A359,1189,5086,1416,../punk_imgs/1416.png
4311,2019-09-17,0.3,3,#A4031F,6967,5086,1397,../punk_imgs/1397.png
4313,2019-09-17,0.96,2,#A4031F,8550,3428,2326,../punk_imgs/2326.png
4339,2019-09-24,0.85,4,#A4031F,5091,6967,2054,../punk_imgs/2054.png
4340,2019-09-24,26.4,7,#DB9065,5091,8330,8348,../punk_imgs/8348.png
4341,2019-09-25,0.47,3,#A4031F,4779,4040,4009,../punk_imgs/4009.png
4342,2019-09-27,0.55,3,#F2A359,6967,1686,2872,../punk_imgs/2872.png
4343,2019-09-27,0.25,3,#F2A359,6908,3603,6982,../punk_imgs/6982.png
4344,2019-09-27,0.55,3,#F2A359,6967,1686,8523,../punk_imgs/8523.png
4345,2019-09-27,0.55,4,#DB9065,6967,1686,3760,../punk_imgs/3760.png
4346,2019-09-27,0.55,4,#F2A359,6967,1686,6162,../punk_imgs/6162.png
4347,2019-09-27,0.25,4,#F2A359,6908,6881,7864,../punk_imgs/7864.png
4367,2019-09-28,0.25,2,#A4031F,6908,7347,4811,../punk_imgs/4811.png
4368,2019-09-28,0.25,3,#A4031F,6908,4779,8919,../punk_imgs/8919.png
4380,2019-09-29,0.3,4,#F2A359,6967,807,8158,../punk_imgs/8158.png
4435,2019-10-04,0.45,4,#F2A359,6235,4040,3184,../punk_imgs/3184.png
4436,2019-10-08,0.3,2,#DB9065,6967,2803,1904,../punk_imgs/1904.png
4438,2019-10-12,0.55,3,#A4031F,6967,8390,5757,../punk_imgs/5757.png
4439,2019-10-12,0.49,2,#F2A359,5977,8390,8178,../punk_imgs/8178.png
4440,2019-10-12,0.6,2,#F2A359,543,8390,3844,../punk_imgs/3844.png
4441,2019-10-12,0.6,3,#A4031F,6967,8390,6235,../punk_imgs/6235.png
4442,2019-10-12,0.55,4,#DB9065,6967,8390,5175,../punk_imgs/5175.png
4443,2019-10-13,0.3,3,#DB9065,6967,1705,7157,../punk_imgs/7157.png
4444,2019-10-13,0.49,3,#F2A359,7397,4040,9410,../punk_imgs/9410.png
4445,2019-10-13,0.25,3,#A4031F,2102,4040,8536,../punk_imgs/8536.png
4446,2019-10-13,0.45,3,#F2A359,805,1705,9478,../punk_imgs/9478.png
4447,2019-10-14,0.25,3,#A4031F,2102,7373,4657,../punk_imgs/4657.png
4448,2019-10-15,0.39,2,#A4031F,8550,1705,2534,../punk_imgs/2534.png
4449,2019-10-15,0.89,2,#F2A359,8385,1705,4904,../punk_imgs/4904.png
4460,2019-10-18,0.3,4,#DB9065,6967,6636,6068,../punk_imgs/6068.png
4462,2019-10-23,0.25,3,#DB9065,2102,2192,5570,../punk_imgs/5570.png
4463,2019-10-24,0.25,3,#A4031F,2102,3774,9555,../punk_imgs/9555.png
4464,2019-10-25,0.25,3,#F2A359,2102,2192,5319,../punk_imgs/5319.png
4465,2019-10-26,0.3,3,#F2DC5D,2102,2192,8069,../punk_imgs/8069.png
4466,2019-10-26,0.25,4,#A4031F,2102,7347,6143,../punk_imgs/6143.png
4467,2019-11-02,0.3,3,#A4031F,2102,3337,6480,../punk_imgs/6480.png
4468,2019-11-02,0.25,3,#A4031F,2102,3774,8911,../punk_imgs/8911.png
4469,2019-11-02,0.25,3,#A4031F,2102,6242,5392,../punk_imgs/5392.png
4470,2019-11-02,0.25,3,#F2DC5D,2102,6242,7375,../punk_imgs/7375.png
4471,2019-11-02,0.3,3,#DB9065,2102,5732,6536,../punk_imgs/6536.png
4472,2019-11-02,0.425,2,#A4031F,805,6242,3774,../punk_imgs/3774.png
4473,2019-11-02,0.33,2,#A4031F,7347,3539,4811,../punk_imgs/4811.png
4474,2019-11-03,0.3,3,#A4031F,2102,3774,6605,../punk_imgs/6605.png
4476,2019-11-07,0.3,3,#F2DC5D,2102,921,6585,../punk_imgs/6585.png
4477,2019-11-09,0.5,3,#A4031F,3337,5732,6480,../punk_imgs/6480.png
4478,2019-11-09,0.25,3,#A4031F,2102,5732,6503,../punk_imgs/6503.png
4480,2019-11-13,0.85,3,#F2A359,6881,4034,9644,../punk_imgs/9644.png
4481,2019-11-13,1.1,2,#F2A359,6881,2060,7439,../punk_imgs/7439.png
4482,2019-11-13,1.45,3,#DB9065,6881,1686,7654,../punk_imgs/7654.png
4483,2019-11-13,0.49,3,#DB9065,3006,8550,6036,../punk_imgs/6036.png
4485,2019-11-17,0.44,4,#A4031F,2102,6242,6468,../punk_imgs/6468.png
4486,2019-11-20,0.65,2,#A4031F,6967,3723,3417,../punk_imgs/3417.png
4487,2019-11-22,0.25,3,#A4031F,2102,535,5542,../punk_imgs/5542.png
4488,2019-11-22,0.25,3,#A4031F,2102,535,8095,../punk_imgs/8095.png
4489,2019-11-23,0.25,3,#DB9065,2102,4272,6457,../punk_imgs/6457.png
4490,2019-11-23,0.25,3,#A4031F,2102,4272,6421,../punk_imgs/6421.png
4491,2019-11-23,0.25,4,#A4031F,2102,535,8949,../punk_imgs/8949.png
4492,2019-11-23,0.25,3,#A4031F,2102,535,4879,../punk_imgs/4879.png
4493,2019-11-23,0.25,3,#F2A359,2102,535,7979,../punk_imgs/7979.png
4494,2019-11-23,0.25,3,#F2A359,2102,535,8051,../punk_imgs/8051.png
4495,2019-11-23,0.25,4,#DB9065,2102,535,6254,../punk_imgs/6254.png
4496,2019-11-23,0.25,3,#A4031F,2102,2449,5897,../punk_imgs/5897.png
4497,2019-11-23,0.25,4,#A4031F,2102,535,6724,../punk_imgs/6724.png
4498,2019-11-23,0.25,3,#DB9065,2102,535,7120,../punk_imgs/7120.png
4499,2019-11-23,0.26,4,#A4031F,535,4272,6724,../punk_imgs/6724.png
4500,2019-11-23,0.25,3,#A4031F,2102,4272,7702,../punk_imgs/7702.png
4501,2019-11-23,0.25,3,#F2A359,2102,4272,6452,../punk_imgs/6452.png
4502,2019-11-23,0.25,3,#A4031F,2102,4272,8727,../punk_imgs/8727.png
4503,2019-11-23,0.26,3,#F2A359,535,4272,8051,../punk_imgs/8051.png
4504,2019-11-23,0.26,3,#A4031F,535,4272,4879,../punk_imgs/4879.png
4505,2019-11-23,0.26,3,#F2A359,535,4272,7979,../punk_imgs/7979.png
4506,2019-11-23,0.25,3,#A4031F,2102,535,8389,../punk_imgs/8389.png
4507,2019-11-23,0.25,3,#A4031F,2102,535,4110,../punk_imgs/4110.png
4508,2019-11-23,0.25,3,#A4031F,2102,4272,8285,../punk_imgs/8285.png
4509,2019-11-23,0.26,3,#A4031F,535,4272,5542,../punk_imgs/5542.png
4510,2019-11-23,0.26,4,#A4031F,535,4272,8949,../punk_imgs/8949.png
4511,2019-11-23,0.26,4,#DB9065,535,4272,6254,../punk_imgs/6254.png
4512,2019-11-23,0.26,3,#DB9065,535,4272,7120,../punk_imgs/7120.png
4513,2019-11-23,0.25,4,#F2A359,2102,535,5241,../punk_imgs/5241.png
4514,2019-11-23,0.25,2,#DB9065,2102,4272,4026,../punk_imgs/4026.png
4515,2019-11-23,0.26,4,#F2A359,535,4272,5241,../punk_imgs/5241.png
4516,2019-11-23,0.25,3,#A4031F,2102,4272,8667,../punk_imgs/8667.png
4517,2019-11-23,0.25,4,#A4031F,2102,4272,9637,../punk_imgs/9637.png
4518,2019-11-23,0.26,3,#A4031F,535,4272,4110,../punk_imgs/4110.png
4519,2019-11-23,0.25,3,#A4031F,2102,4272,5198,../punk_imgs/5198.png
4520,2019-11-23,0.25,3,#A4031F,2102,4272,8246,../punk_imgs/8246.png
4521,2019-11-23,0.25,2,#A4031F,2102,4272,7263,../punk_imgs/7263.png
4522,2019-11-23,0.25,3,#A4031F,2102,4272,5840,../punk_imgs/5840.png
4523,2019-11-23,0.25,2,#A4031F,2102,4272,7525,../punk_imgs/7525.png
4524,2019-11-23,0.25,2,#A4031F,2102,4272,3588,../punk_imgs/3588.png
4525,2019-11-23,0.26,3,#A4031F,535,4272,8389,../punk_imgs/8389.png
4527,2019-11-23,0.35,2,#A4031F,3539,535,5855,../punk_imgs/5855.png
4528,2019-11-23,0.35,3,#A4031F,4779,535,8919,../punk_imgs/8919.png
4529,2019-11-23,0.35,3,#DB9065,6967,535,6682,../punk_imgs/6682.png
4530,2019-11-23,0.35,4,#A4031F,7397,535,9608,../punk_imgs/9608.png
4532,2019-11-25,0.35,2,#A4031F,6235,2281,4201,../punk_imgs/4201.png
4533,2019-11-25,0.36,3,#A4031F,535,2281,8919,../punk_imgs/8919.png
4534,2019-11-25,0.375,2,#F2A359,6967,6716,1146,../punk_imgs/1146.png
4536,2019-11-27,0.45,3,#DB9065,6967,3744,1648,../punk_imgs/1648.png
4538,2019-11-29,0.499,2,#F2A359,6967,7910,2482,../punk_imgs/2482.png
4539,2019-12-02,0.6,2,#F2DC5D,6235,3774,4055,../punk_imgs/4055.png
4540,2019-12-02,0.5,3,#DB9065,6794,1330,7934,../punk_imgs/7934.png
4541,2019-12-04,0.4,3,#F2A359,5091,7017,3601,../punk_imgs/3601.png
4542,2019-12-04,0.36,2,#A4031F,4397,535,6470,../punk_imgs/6470.png
4543,2019-12-05,0.44,2,#A4031F,6881,3539,1757,../punk_imgs/1757.png
4544,2019-12-05,0.39,3,#A4031F,7397,5196,8092,../punk_imgs/8092.png
4545,2019-12-08,0.33,3,#F2A359,7599,535,4486,../punk_imgs/4486.png
4546,2019-12-08,0.34,3,#F2A359,356,535,3762,../punk_imgs/3762.png
4547,2019-12-08,0.35,3,#A4031F,2025,535,2486,../punk_imgs/2486.png
4548,2019-12-08,0.37,4,#A4031F,535,8897,9608,../punk_imgs/9608.png
4549,2019-12-08,0.5,2,#F2A359,6967,3774,2982,../punk_imgs/2982.png
4550,2019-12-08,0.37,3,#DB9065,535,1778,6682,../punk_imgs/6682.png
4551,2019-12-08,0.44,3,#A4031F,6967,1778,4978,../punk_imgs/4978.png
4552,2019-12-08,0.36,3,#A4031F,7599,1778,3752,../punk_imgs/3752.png
4553,2019-12-08,0.37,3,#A4031F,535,1778,2486,../punk_imgs/2486.png
4554,2019-12-08,0.4,3,#A4031F,7397,1778,5254,../punk_imgs/5254.png
4555,2019-12-08,0.37,2,#A4031F,535,1778,6470,../punk_imgs/6470.png
4556,2019-12-09,0.4,3,#A4031F,7347,1778,6749,../punk_imgs/6749.png
4557,2019-12-09,0.32,4,#DB9065,6129,6967,7158,../punk_imgs/7158.png
4559,2019-12-09,0.37,3,#F2A359,535,8897,3762,../punk_imgs/3762.png
4560,2019-12-09,0.65,3,#DB9065,4217,8897,6596,../punk_imgs/6596.png
4561,2019-12-09,0.7,3,#A4031F,6967,8897,3245,../punk_imgs/3245.png
4562,2019-12-10,0.5,4,#A4031F,6967,92,8783,../punk_imgs/8783.png
4564,2019-12-10,0.45,4,#A4031F,6967,1778,2397,../punk_imgs/2397.png
4565,2019-12-10,0.37,3,#F2A359,535,1778,4486,../punk_imgs/4486.png
4566,2019-12-10,0.45,4,#F2A359,5091,1778,4637,../punk_imgs/4637.png
4567,2019-12-10,0.35,3,#DB9065,356,535,9458,../punk_imgs/9458.png
4569,2019-12-16,0.37,2,#A4031F,535,6092,5855,../punk_imgs/5855.png
4570,2019-12-16,0.37,3,#DB9065,535,1558,9458,../punk_imgs/9458.png
4571,2019-12-17,0.35,3,#F2A359,7397,2449,6209,../punk_imgs/6209.png
4572,2019-12-17,0.5,3,#F2A359,450,2449,8434,../punk_imgs/8434.png
4573,2019-12-17,0.38,3,#A4031F,7397,3774,6544,../punk_imgs/6544.png
4574,2019-12-17,0.4,3,#A4031F,7397,7372,8061,../punk_imgs/8061.png
4575,2019-12-17,0.37,3,#F2A359,7397,7372,6160,../punk_imgs/6160.png
4576,2019-12-17,0.35,3,#A4031F,7397,7372,9468,../punk_imgs/9468.png
4577,2019-12-17,0.37,4,#A4031F,7397,2192,8071,../punk_imgs/8071.png
4578,2019-12-17,0.39,4,#F2A359,7397,2192,6385,../punk_imgs/6385.png
4579,2019-12-17,0.39,3,#F2A359,7397,2192,6260,../punk_imgs/6260.png
4581,2019-12-17,0.4,2,#DB9065,7397,1778,7312,../punk_imgs/7312.png
4582,2019-12-17,0.37,3,#F2A359,7397,1778,5352,../punk_imgs/5352.png
4583,2019-12-17,0.45,5,#DB9065,7397,4397,7257,../punk_imgs/7257.png
4584,2019-12-17,0.35,2,#DB9065,7397,7347,5179,../punk_imgs/5179.png
4585,2019-12-17,0.45,3,#DB9065,5091,6881,5895,../punk_imgs/5895.png
4586,2019-12-17,0.39,3,#F2DC5D,7397,5736,6546,../punk_imgs/6546.png
4587,2019-12-17,0.35,3,#F2DC5D,7397,1778,6234,../punk_imgs/6234.png
4594,2019-12-18,0.45,3,#A4031F,5091,7017,6152,../punk_imgs/6152.png
4595,2019-12-20,0.5,3,#DB9065,6967,6354,4988,../punk_imgs/4988.png
4596,2019-12-20,0.35,3,#A4031F,7397,6716,4105,../punk_imgs/4105.png
4597,2019-12-21,0.3,3,#A4031F,7397,7347,5544,../punk_imgs/5544.png
4598,2019-12-21,0.3,3,#DB9065,7397,7347,9361,../punk_imgs/9361.png
4599,2019-12-21,0.3,3,#F2DC5D,7397,7372,6580,../punk_imgs/6580.png
4600,2019-12-21,0.3,3,#DB9065,7397,7372,5287,../punk_imgs/5287.png
4601,2019-12-22,0.48,2,#F2A359,4217,1778,2245,../punk_imgs/2245.png
4602,2019-12-22,0.51,3,#F2A359,4217,1778,4318,../punk_imgs/4318.png
4605,2019-12-22,0.37,3,#A4031F,535,432,8095,../punk_imgs/8095.png
4606,2019-12-23,0.5,3,#F2A359,6967,1480,5511,../punk_imgs/5511.png
4607,2019-12-23,0.45,3,#F2DC5D,6967,3744,6307,../punk_imgs/6307.png
4611,2019-12-24,0.66,4,#A4031F,432,3224,9776,../punk_imgs/9776.png
4614,2019-12-26,0.5,3,#DB9065,6967,7723,4312,../punk_imgs/4312.png
4615,2019-12-26,0.6,3,#A4031F,6967,7723,6680,../punk_imgs/6680.png
4616,2019-12-27,0.489,4,#F2A359,7808,5216,7245,../punk_imgs/7245.png
4617,2019-12-27,5.0,2,#F2A359,219,4597,7760,../punk_imgs/7760.png
4618,2019-12-28,2.5,3,#DB9065,4779,2114,7261,../punk_imgs/7261.png
4628,2019-12-29,1.65,2,#DB9065,4779,7723,9530,../punk_imgs/9530.png
4629,2019-12-29,0.58,4,#A4031F,4779,6564,7692,../punk_imgs/7692.png
4632,2019-12-30,0.37,3,#F2DC5D,5365,535,9453,../punk_imgs/9453.png
4633,2019-12-30,0.4,3,#A4031F,6967,535,1052,../punk_imgs/1052.png
4634,2019-12-30,0.42,3,#A4031F,8550,535,7281,../punk_imgs/7281.png
4635,2019-12-30,0.4,3,#F2A359,6967,535,1072,../punk_imgs/1072.png
4636,2019-12-30,0.39,2,#A4031F,4779,535,4329,../punk_imgs/4329.png
4637,2019-12-30,0.4,2,#F2DC5D,5722,535,4910,../punk_imgs/4910.png
4638,2019-12-30,0.4,2,#DB9065,5722,535,1456,../punk_imgs/1456.png
4639,2019-12-30,0.4,2,#F2A359,6967,535,1565,../punk_imgs/1565.png
4640,2019-12-30,0.39,4,#DB9065,8550,535,8715,../punk_imgs/8715.png
4641,2019-12-30,0.389,3,#DB9065,7808,535,3378,../punk_imgs/3378.png
4642,2019-12-30,0.38,3,#DB9065,8550,535,6572,../punk_imgs/6572.png
4643,2019-12-30,0.48,2,#DB9065,8550,7808,4977,../punk_imgs/4977.png
4644,2019-12-30,0.45,4,#F2A359,7347,7808,4660,../punk_imgs/4660.png
4645,2019-12-30,0.45,3,#A4031F,4779,7808,9507,../punk_imgs/9507.png
4646,2019-12-30,0.4349,3,#A4031F,7808,535,8288,../punk_imgs/8288.png
4648,2019-12-30,0.0,3,#F2A359,7372,2114,6160,../punk_imgs/6160.png
4649,2019-12-30,1.5,3,#F2A359,3321,1189,1094,../punk_imgs/1094.png
4650,2019-12-30,1.25,3,#A4031F,5407,1189,8313,../punk_imgs/8313.png
4651,2019-12-30,1.5,3,#F2A359,6967,1189,3543,../punk_imgs/3543.png
4652,2019-12-31,0.795,3,#DB9065,6967,7808,6577,../punk_imgs/6577.png
4653,2019-12-31,0.45,2,#A4031F,6967,7372,6993,../punk_imgs/6993.png
4657,2019-12-31,0.5,2,#A4031F,450,7808,6497,../punk_imgs/6497.png
4658,2019-12-31,0.42,3,#DB9065,7372,4779,5287,../punk_imgs/5287.png
4660,2019-12-31,0.65,2,#DB9065,6967,7372,7503,../punk_imgs/7503.png
4663,2019-12-31,0.44,3,#F2DC5D,535,363,9453,../punk_imgs/9453.png
4664,2019-12-31,0.5,3,#A4031F,7372,4779,9468,../punk_imgs/9468.png
4665,2020-01-01,1.75,1,#F2DC5D,4522,3344,3256,../punk_imgs/3256.png
4666,2020-01-01,0.5,2,#A4031F,6967,2511,7826,../punk_imgs/7826.png
4667,2020-01-01,0.5,4,#F2DC5D,6967,2511,6444,../punk_imgs/6444.png
4668,2020-01-01,0.79,2,#DB9065,1386,2511,2269,../punk_imgs/2269.png
4671,2020-01-01,0.44,3,#F2A359,7372,7526,6160,../punk_imgs/6160.png
4679,2020-01-01,1.0,5,#DB9065,8481,2114,6498,../punk_imgs/6498.png
4680,2020-01-01,0.7,2,#F2DC5D,6967,2511,2227,../punk_imgs/2227.png
4681,2020-01-01,0.75,3,#DB9065,6967,7372,5860,../punk_imgs/5860.png
4682,2020-01-01,0.6,3,#A4031F,6967,7372,9561,../punk_imgs/9561.png
4683,2020-01-01,0.42,3,#F2DC5D,7372,1189,6580,../punk_imgs/6580.png
4685,2020-01-01,0.6,4,#DB9065,6967,6881,7158,../punk_imgs/7158.png
4686,2020-01-01,0.42,2,#A4031F,7372,6881,6762,../punk_imgs/6762.png
4687,2020-01-01,0.44,4,#DB9065,535,365,8715,../punk_imgs/8715.png
4688,2020-01-02,1.0,4,#F2A359,6435,3774,2949,../punk_imgs/2949.png
