punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,avg_price,img_url
582,Human,Male,Dark,1,['Cap'],#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk582.png
583,Human,Male,Light,2,"['Classic Shades', 'Do-rag']",#F2A359,23.0,https://www.larvalabs.com/cryptopunks/cryptopunk583.png
584,Human,Female,Dark,2,"['Red Mohawk', 'Hot Lipstick']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk584.png
585,Human,Female,Dark,2,"['Pink With Hat', 'Earring']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk585.png
586,Human,Female,Light,2,"['Purple Eye Shadow', 'Wild Hair']",#F2A359,34.23833333333334,https://www.larvalabs.com/cryptopunks/cryptopunk586.png
587,Human,Male,Light,2,"['Earring', 'Do-rag']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk587.png
588,Human,Female,Dark,5,"['Tassle Hat', 'Big Shades', 'Black Lipstick', 'Earring', 'Cigarette']",#A4031F,60.0,https://www.larvalabs.com/cryptopunks/cryptopunk588.png
589,Human,Female,Medium,4,"['Mohawk', 'Hot Lipstick', 'Regular Shades', 'Earring']",#DB9065,16.99,https://www.larvalabs.com/cryptopunks/cryptopunk589.png
590,Human,Female,Dark,2,"['Classic Shades', 'Straight Hair Dark']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk590.png
591,Human,Male,Light,3,"['Goat', 'Shaved Head', 'Small Shades']",#F2A359,21.65,https://www.larvalabs.com/cryptopunks/cryptopunk591.png
592,Human,Male,Dark,3,"['Cigarette', 'Purple Hair', 'Eye Patch']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk592.png
593,Human,Female,Medium,3,"['Tiara', 'Earring', 'Nerd Glasses']",#DB9065,57.5,https://www.larvalabs.com/cryptopunks/cryptopunk593.png
594,Human,Male,Light,2,"['Knitted Cap', 'Eye Patch']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk594.png
595,Human,Male,Dark,2,"['Headband', 'Eye Patch']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk595.png
596,Human,Female,Medium,3,"['Medical Mask', 'Earring', 'Blonde Bob']",#DB9065,104.65,https://www.larvalabs.com/cryptopunks/cryptopunk596.png
597,Human,Female,Dark,2,"['Messy Hair', 'Rosy Cheeks']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk597.png
598,Human,Female,Albino,3,"['Wild White Hair', 'Purple Eye Shadow', 'Earring']",#F2DC5D,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk598.png
599,Human,Male,Medium,2,"['Mohawk Thin', 'Shadow Beard']",#DB9065,19.99,https://www.larvalabs.com/cryptopunks/cryptopunk599.png
600,Human,Female,Light,2,"['Crazy Hair', 'Purple Lipstick']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk600.png
601,Human,Female,Dark,3,"['Black Lipstick', 'Mohawk Dark', 'Clown Eyes Blue']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk601.png
602,Human,Female,Light,2,"['Crazy Hair', 'Hot Lipstick']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk602.png
603,Human,Female,Albino,3,"['Black Lipstick', 'Wild Blonde', 'Cigarette']",#F2DC5D,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk603.png
604,Human,Female,Medium,2,"['Wild Hair', 'Purple Lipstick']",#DB9065,8.0,https://www.larvalabs.com/cryptopunks/cryptopunk604.png
605,Human,Male,Medium,5,"['Cigarette', 'Earring', 'Clown Hair Green', 'Small Shades', 'Mole']",#DB9065,50.0,https://www.larvalabs.com/cryptopunks/cryptopunk605.png
606,Human,Female,Light,3,"['Clown Eyes Green', 'Purple Lipstick', 'Mohawk Dark']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk606.png
607,Human,Male,Medium,3,"['Stringy Hair', 'Earring', 'Clown Eyes Green']",#DB9065,18.0,https://www.larvalabs.com/cryptopunks/cryptopunk607.png
608,Human,Male,Light,2,"['Stringy Hair', '3D Glasses']",#F2A359,94.99666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk608.png
609,Human,Male,Light,2,"['Luxurious Beard', 'Do-rag']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk609.png
