tx_id,date_time,from,to,eth_price,punk_id,punk_skin_tone,punk_skin_tone_color
938,2018-01-01 01:01:15,2684,2151,0.11,2448,Dark,#A4031F
939,2018-01-01 02:01:16,2684,2151,0.14,2492,Medium,#DB9065
940,2018-01-01 04:01:18,529,2151,0.79,2621,Light,#F2A359
941,2018-01-01 04:01:55,4684,2151,1.15,6740,Albino,#F2DC5D
942,2018-01-01 09:01:16,4576,625,0.1,8433,Light,#F2A359
943,2018-01-01 21:01:17,2133,2151,0.49,8533,Light,#F2A359
944,2018-01-01 21:01:21,2684,2151,4.0,6965,Non-human,#8DFFCD
945,2018-01-01 21:01:31,4961,2151,0.3,6098,Medium,#DB9065
946,2018-01-01 23:01:29,1402,529,0.75,6666,Albino,#F2DC5D
947,2018-01-02 18:01:09,2684,5006,0.13,2594,Dark,#A4031F
948,2018-01-02 20:01:04,4576,5472,0.12,9651,Light,#F2A359
949,2018-01-02 20:01:43,4964,5472,0.16,9208,Light,#F2A359
950,2018-01-03 03:01:44,3283,2485,0.099,7232,Dark,#A4031F
951,2018-01-03 14:01:32,2835,1874,0.1,3897,Medium,#DB9065
952,2018-01-04 01:01:53,2835,4334,0.1,7925,Light,#F2A359
953,2018-01-04 18:01:34,2684,5011,0.13,3675,Light,#F2A359
954,2018-01-07 02:01:16,2684,3999,0.13,2050,Light,#F2A359
955,2018-01-08 12:01:02,2241,2958,0.3,5732,Albino,#F2DC5D
956,2018-01-08 12:01:35,5762,2958,0.09,3073,Light,#F2A359
957,2018-01-09 03:01:36,2684,4964,0.08,3436,Light,#F2A359
958,2018-01-09 04:01:24,2684,3179,0.375,3738,Medium,#DB9065
959,2018-01-10 15:01:45,5762,435,0.09,1586,Light,#F2A359
960,2018-01-10 16:01:22,5762,3179,0.09,1774,Medium,#DB9065
961,2018-01-10 19:01:25,2940,1340,0.19,8325,Dark,#A4031F
962,2018-01-11 01:01:22,4576,3179,0.12,5937,Light,#F2A359
963,2018-01-11 07:01:35,2684,4964,0.08,2553,Medium,#DB9065
964,2018-01-11 21:01:09,2835,237,1.0,8146,Medium,#DB9065
965,2018-01-11 21:01:30,2684,4964,0.08,5023,Dark,#A4031F
966,2018-01-12 04:01:31,2684,4964,0.06,3241,Medium,#DB9065
967,2018-01-12 10:01:18,2684,2765,0.08,3132,Albino,#F2DC5D
968,2018-01-12 17:01:48,2684,5192,0.15,2655,Medium,#DB9065
969,2018-01-13 15:01:38,2979,5359,0.1,3693,Light,#F2A359
970,2018-01-13 17:01:10,2684,5359,0.15,4176,Medium,#DB9065
971,2018-01-13 18:01:56,2940,5055,0.22,1027,Dark,#A4031F
972,2018-01-13 18:01:57,5175,5055,0.2,1507,Dark,#A4031F
973,2018-01-13 20:01:03,2684,2035,0.1,3340,Medium,#DB9065
974,2018-01-13 21:01:55,2835,4505,0.1,1387,Light,#F2A359
975,2018-01-14 03:01:12,4576,2973,0.1,1590,Medium,#DB9065
976,2018-01-14 04:01:01,2940,2973,0.195,7171,Light,#F2A359
977,2018-01-14 04:01:15,4576,2973,0.1,1631,Albino,#F2DC5D
978,2018-01-14 04:01:23,2684,2973,0.09,3440,Light,#F2A359
979,2018-01-14 04:01:39,5011,2973,0.18,3675,Light,#F2A359
980,2018-01-14 04:01:46,4576,2973,0.1,9669,Light,#F2A359
