trader_id,address,tx_involved
605,\xd5730830cffd0b36b2046d6cb0b49734ed90f560,[16278]
616,\x91f8a98f9385a29776c5bb84087809d04665c769,[15614]
620,\xdd3a68eb8324c3ff54f39fc4bca933d11812ca41,[16799]
624,\x61fef96e49f352fbac4645b0f5aefc0f40d80695,[15566]
628,\x7899f2a8795884ee33ed873e0e1fc20d0b03aaee,[16610]
631,\x56d90629aa29830e361e113e53a979f95afe93c1,"[16096, 15917]"
633,\x04304b72cbad228721d84baeba563f36538a75d4,[15524]
640,\xa30994a58bcb71416ca95f6d4c414bed223d71dc,[15875]
642,\x485248150969e92b460508b5c8c7e866ed7fae75,"[15809, 15941]"
648,\x6dacf41cf4919746c4d3512b862e76c69f5607b2,"[15756, 15543]"
659,\x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,"[16131, 15828]"
664,\x231d688aa706ddecb8300f85bee23bf5a9202fef,"[15464, 15555, 15565, 15479]"
671,\xc31580f521cdfb5257da385021a67c4919594db6,[15547]
672,\xce90a7949bb78892f159f428d0dc23a8e3584d75,[16030]
678,\xcfbae0fd418b61f563cfbceab3faad56e3a993b3,[15463]
679,\x753b20f21781f74816bccbf95f202baeabb94a7f,[16033]
687,\x7cf4fb6c470fb89167d988c74a88350b82657e4d,"[16221, 16222]"
692,\x01ea13520fc2c8612cf7b5ff1c9d4dc91180d64c,"[16386, 16379, 16453, 16479]"
694,\x36d636d44b3de366295aa605bb638fecef98d6be,[16382]
699,\xe3e182bc39951f99af86d8cd0c42a4b7c4cd93f7,[15478]
714,\x1844cc9d499d934271438a193561671a1d7ef5e1,"[15498, 15471]"
718,\xbcb6e5e402badcef505baabd9cf9759cf3083636,[16308]
721,\xbb732bd390934ef63390d9f4f5fbe2a52ad6b395,[16679]
726,\x2503e93fbb53fe9821630746a4070bec2f7d496d,"[16561, 16069, 16377]"
728,\x58dc71f3b3b52b271d4aa5e531086abcf1a1e288,"[15539, 15563]"
736,\x03009898ffd3361bb6b02b77d655f196ec82865e,"[15847, 16490, 16658, 16343, 16670]"
739,\x2649c4628da55e874c85fa0bcb189777cd41b8ad,[15950]
753,\xca37d80abd9799e9060e2fa64b9a9476e5bb097f,"[16291, 16678, 15526, 16399, 15702]"
759,\xad8357353ddf8095dd01376be71462d27db8cffe,[16741]
760,\x07e3702f54bf14ee880be220edcbd3b293b48448,[16592]
762,\xa421887c6596d3cbaba4dda15d6cbf28b46005d3,"[15781, 16360, 16056, 16408, 16190]"
764,\xd4fa6e82c77716fa1ef7f5defc5fd6eeefbd3bff,"[16588, 16271]"
767,\x9674ede5eb609f9483dd1682f2160ec45105250d,[16023]
779,\xdee19f2692a45654ff92c611ed8ed101fee0ddd8,"[15772, 15774]"
793,\x64ac64ab7791941c946a5f6685acd61a6d10a09b,[15885]
796,\xc87c5a6702abd6eb76130cd5ac4d1a837fe9d7f7,[16788]
798,\xf7dcf798971452737f1e6196d36dd215b43b428d,"[16272, 15564, 15972, 16407]"
805,\x5b77bb93d861946c25b19944c764c7a1a3969bc8,[15673]
809,\x432dcbda06e8b296ca29705572d7cb6315ed8bed,[15465]
815,\x446dea59ed42c2bc02853ea6375f6db4297bf371,"[16250, 16251]"
818,\x7992a0c50090c4e36cffe956d50e4fb8b1a8755c,"[16570, 15811, 16581, 15863]"
819,\xc8085c649480c9ee281d1aa76f33270781f5efb7,[16804]
830,\x02e6d9c11f61e0f0fcaf177c8136e2c5b39dfd95,[15538]
835,\x88668b63218bcfd31692e14f635d195f9f45c030,[16737]
839,\x4851ae25872c530829d1677f99c429797beee736,"[15626, 15861]"
845,\xd75233704795206de38cc58b77a1f660b5c60896,"[16002, 16518, 15463, 16044, 16787, 15799]"
850,\x3257d0a5e09bc140d255d062624f6fc573c2f839,"[16032, 16019]"
851,\xf42da2860c700b2f419bbf1862ab3de6887677b4,"[16321, 16339]"
855,\x805076bb8b11466ae76cfd2d4b67bcb69f449070,[15542]
856,\x629a31f894a0e23e8256bf72c75f34c63577170f,[15819]
857,\x9733bab0baeae18883e39fbd7046d6462be8e6a3,[16080]
864,\xc09b592a25e4552fa0e6b94e0d2eda7835ccd9d8,[15458]
869,\x63db5fc76df4029c71cce95cf038490aa7ba87c2,"[16136, 16224]"
872,\xaf2d7878c99601f1a397bfa99bfafe000aa9efe2,[16211]
875,\xe2ca7390e76c5a992749bb622087310d2e63ca29,[15502]
883,\x5be876ed0a9655133226be302ca6f5503e3da569,"[16424, 16506]"
888,\xe4709a6bc622d60ee15a29880561c85c7fdac46d,"[16593, 16717]"
889,\x048ad0a6d74bade422ae4080f17fc311d3aaec83,[16790]
892,\x78765246d67f76a4f2f2c71cef5f83ce0fbd6e99,[15475]
893,\x399a13378fa53f9a1d0b92451bdcd3cd0e7f1081,[16577]
896,\x4baa94377f223a28ff2fabe038c4c3fc31062929,"[15650, 15652, 15881, 15882, 15726]"
902,\xcd64bb95ee1b3a95586836d636849b71b871732b,"[16520, 15629]"
905,\xf1c0fd45391561f1c27601c2cece529cb47fa948,[16714]
909,\xeedcb5c3c42d04711148093ea946ad8e77b639b1,[16744]
914,\xc70a09dd6944cbb4ebd02db4fc506d407b095a29,[15460]
920,\xed47015bb8080b9399f9d0ddfc427b9cee2caab1,[15849]
921,\xfd8f32c3f3e1a2ff49d217ee1a601000855b7010,[16107]
925,\x579141c6e5afcd2f312542f4d87ac9a2edc45d2c,"[16289, 15563, 15542, 16151]"
928,\x224b3f081075c1bc10e8fce9c03719214f714e23,[16663]
933,\x9992dbb5eeff88b949b148bdfcefb023ee3045dd,[16193]
938,\x1384321268332edf073bbf99574853eb2f6d1a56,[16466]
942,\x190816d8c106322312e5787af1bcd95658a65618,"[16670, 15862, 16671]"
944,\xfae6ff6a67f7a2e0a463ed5ed8b5fa26ebd26fe5,[16563]
946,\x0e2c268410d5a9af2d293f365760bb4ff10932f4,"[16724, 16791]"
947,\x84044988e0754decaa7444d19c8bf069b977f128,[15970]
949,\x58238fb14327505e8e4cf41d6e3ec2b8c25a4be4,[16421]
952,\x53aed391f71bc67d8b5b05a3851f46e742a74768,[15914]
957,\x97dc4d3abfaef91c123fef92e04cfc5f583b1832,[16275]
958,\x269616d549d7e8eaa82dfb17028d0b212d11232a,"[15874, 15886, 15918, 16445, 15433, 16458, 15434, 15435, 15949, 15437, 15953, 15446, 15958, 15449, 15962, 15452, 15457, 15459, 15973, 15466, 15467, 16494, 15982, 15484, 15487, 16540, 15522, 16554, 15532, 16596, 16600, 16098, 16099, 15595, 16108, 16635, 16127, 16134, 16140, 16654, 15638, 15643, 16157, 16158, 16159, 16160, 16163, 16164, 16677, 16166, 16168, 16171, 16173, 16687, 16175, 16178, 16694, 16193, 16710, 16713, 16213, 16218, 16226, 15718, 16231, 16232, 16241, 16755, 16758, 15736, 15737, 15738, 15739, 15740, 15741, 15742, 15743, 15744, 15745, 15758, 16801, 15780, 15786, 15797, 16352, 16366, 16375]"
960,\xfda9b8538b0e7b5d6b4843aa936e0532ddf9b877,[15764]
965,\xd4e1c4b1ba06b2fd3a723f257c1cddca91e72f67,[15773]
971,\x6ca323ab76aa6d0c7406520f49795470662e9c84,[16067]
974,\x1262d7470ce687d5d7eb89db15f5c8a183b3eaa2,[15796]
988,\xdfe0a4d9206738f1943625bbea2cb00baa7d3a79,"[15928, 16053]"
1000,\x037fd5b779c074e96f7fc77ceb453a0c6a5e8424,[15857]
1004,\x5b282b555c8fcbd2ab708d67a83b425b1f36ee2f,[16132]
1005,\x254459b53c747e96d8a8a0f4d52ac054559f817d,[15924]
1010,\xf1392511311d215cdb90f1f53a3a75d8c2be9f44,"[16396, 16397, 16656, 16657, 16403, 16568]"
1011,\xa4d07c23f28a1eb1ae471e530c3f5e0038d282f2,[16473]
1019,\x328b5cce1b57419b5daf60b5ed8d59ccd807352b,"[16260, 16587, 16237, 16207, 16432, 16145, 16374, 16088, 16571]"
1028,\x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,"[16048, 15772]"
1039,\xf8f3160d4d85c92cdf5fd59846923465cc1f2671,[16800]
1042,\x6e412212898470c0cad13d67270048f6b4c34879,[16236]
1049,\xf31f591b3dcd383047d7045de96a200a09e4dde1,[16394]
1052,\x1adc09fa9a173a13dc5b4e0f85d1edf7a8c10f50,[16352]
1056,\x21a06b00b9dec3bb0137a3054319ac9a76f6718d,[16089]
1058,\xcc2a855946a3c20683858fe6ee15acf8b836f0b3,"[16000, 15490, 15619, 15624, 16395, 15885, 16544, 15650, 15656, 15913, 16045, 15537, 15666, 16307, 15799, 16695, 15545, 15675, 15548, 15607, 15936, 16320, 16709, 16076, 15693, 15821, 16720, 15444, 15457, 15593, 16617, 15856, 15991]"
1059,\x7a39608107dc014d4bbd7a5f01d3fba5dff6d042,[15439]
1060,\x38a161d47f01b375f505fcb13e73a315819c7eb3,[16594]
1080,\xd20ce27f650598c2d790714b4f6a7222b8ddce22,[15634]
1085,\x7512c6a03b4c29e95b4786a5c2045aca94eaf05e,[16139]
1086,\xa25803ab86a327786bb59395fc0164d826b98298,"[15938, 16428, 15600, 16564, 16565, 16504, 15419, 15647]"
1087,\x9ad85d7c0f7eff3d0718c3a3a032557558f7048b,[16383]
1099,\x729715f4f92e29ca175da2021878bf1ae029fc05,[15431]
1103,\x6d8c09ea8d4223d27403659885b361449bdd7a45,[15647]
1107,\xf05155f792819710da259c103d30e4b70178ea9f,[15493]
1111,\x4a5bd31945b53a6c6d4769260f8b4f680ae6b0f9,[15515]
1117,\xa0d4a6193c3d1c744ee6433126aab217c6a0ab64,[16323]
1121,\x77ce19a2c22fa64127bfdd6c7761fe43f78e5305,[16817]
