tx_id,date_time,from,to,eth_price,punk_id,punk_skin_tone,punk_skin_tone_color
0,2017-06-23 21:06:32,446,1392,0.01,3134,Medium,#DB9065
1,2017-06-23 21:06:45,446,3296,0.04,5719,Medium,#DB9065
2,2017-06-23 21:06:53,1392,5767,0.1,5056,Albino,#F2DC5D
3,2017-06-23 22:06:08,446,3296,0.06,5624,Light,#F2A359
4,2017-06-23 22:06:12,446,3296,0.03,6548,Albino,#F2DC5D
5,2017-06-23 22:06:12,446,3608,0.2,5545,Albino,#F2DC5D
6,2017-06-23 22:06:13,446,3296,0.06,4025,Dark,#A4031F
7,2017-06-23 22:06:22,446,3296,0.116,8781,Light,#F2A359
8,2017-06-23 22:06:28,446,3608,0.131,8878,Albino,#F2DC5D
9,2017-06-23 22:06:44,446,1442,0.09,6934,Medium,#DB9065
10,2017-06-23 22:06:53,446,3296,0.03,5621,Medium,#DB9065
11,2017-06-23 22:06:58,446,3296,0.06,6208,Medium,#DB9065
12,2017-06-23 23:06:04,446,3608,0.25,1841,Dark,#A4031F
13,2017-06-23 23:06:08,446,3525,0.107,6318,Light,#F2A359
14,2017-06-23 23:06:25,446,1442,0.3,5916,Medium,#DB9065
15,2017-06-23 23:06:47,446,3525,0.2,4641,Light,#F2A359
16,2017-06-23 23:06:56,446,3608,0.3,5633,Dark,#A4031F
17,2017-06-24 01:06:01,446,3690,0.3,4148,Dark,#A4031F
18,2017-06-24 01:06:01,446,1442,0.3,1416,Light,#F2A359
19,2017-06-24 01:06:38,836,1442,0.001,9926,Medium,#DB9065
20,2017-06-24 02:06:08,446,3690,0.36,5921,Light,#F2A359
21,2017-06-24 02:06:48,446,1442,0.35,4445,Light,#F2A359
22,2017-06-24 10:06:15,2451,2084,0.5,5138,Medium,#DB9065
23,2017-06-24 16:06:04,2915,446,0.15,9963,Albino,#F2DC5D
24,2017-06-24 16:06:11,5664,1862,2e-10,1376,Dark,#A4031F
25,2017-06-24 16:06:25,5664,446,0.1,4842,Medium,#DB9065
26,2017-06-24 16:06:26,5767,446,0.23,3507,Dark,#A4031F
27,2017-06-24 16:06:35,5664,446,0.2,4509,Light,#F2A359
28,2017-06-24 16:06:46,5664,3525,2e-10,1657,Medium,#DB9065
29,2017-06-24 17:06:04,2915,446,0.15,9131,Light,#F2A359
30,2017-06-24 17:06:04,2915,446,0.15,1216,Light,#F2A359
31,2017-06-24 21:06:27,2915,5767,0.15,5167,Light,#F2A359
32,2017-06-24 22:06:13,5664,2084,0.3,8142,Light,#F2A359
33,2017-06-24 22:06:52,5403,2517,0.335,1050,Medium,#DB9065
34,2017-06-25 04:06:02,5803,5800,0.135,9439,Light,#F2A359
35,2017-06-25 05:06:09,2733,5800,0.1,2997,Dark,#A4031F
36,2017-06-25 05:06:53,1697,1442,0.15,3614,Medium,#DB9065
37,2017-06-25 05:06:53,1697,5803,0.2117401785132582,2789,Light,#F2A359
38,2017-06-25 06:06:05,2733,1442,0.1,4468,Medium,#DB9065
39,2017-06-25 06:06:06,2733,1442,0.1,6315,Light,#F2A359
40,2017-06-25 06:06:27,2733,1442,0.1,6140,Dark,#A4031F
41,2017-06-25 07:06:24,1442,3141,0.2,4468,Medium,#DB9065
42,2017-06-25 08:06:04,2733,321,0.1,8037,Medium,#DB9065
43,2017-06-25 09:06:27,5803,321,0.15,1036,Light,#F2A359
44,2017-06-25 09:06:44,1442,321,0.2,6315,Light,#F2A359
45,2017-06-25 19:06:56,2733,2027,0.2,2614,Dark,#A4031F
46,2017-06-26 08:06:26,5590,321,0.18,5141,Light,#F2A359
47,2017-06-26 14:06:25,2733,179,0.2,5715,Medium,#DB9065
48,2017-06-26 18:06:43,3985,3296,1e-06,5104,Light,#F2A359
49,2017-06-26 21:06:25,3360,2255,0.3,2883,Dark,#A4031F
50,2017-06-26 22:06:15,5803,3296,0.14,1054,Light,#F2A359
51,2017-06-27 00:06:33,2733,4565,0.2,9874,Medium,#DB9065
52,2017-06-27 01:06:03,2733,1512,0.3,6687,Albino,#F2DC5D
53,2017-06-27 01:06:13,5108,1512,0.2,6549,Dark,#A4031F
54,2017-06-27 01:06:26,2451,1512,0.5,8521,Medium,#DB9065
55,2017-06-27 01:06:35,5752,1512,0.29,7735,Dark,#A4031F
56,2017-06-27 11:06:04,2915,4527,0.25,7223,Light,#F2A359
57,2017-06-27 11:06:12,2733,4527,0.2,7197,Dark,#A4031F
58,2017-06-27 11:06:29,446,4527,0.3,4547,Light,#F2A359
59,2017-06-27 11:06:35,5907,4527,0.25,8517,Light,#F2A359
60,2017-06-27 13:06:02,3450,3296,1e-18,1784,Light,#F2A359
61,2017-06-27 14:06:39,927,3296,0.15,1257,Dark,#A4031F
62,2017-06-27 15:06:11,2653,2255,1.0,1802,Light,#F2A359
63,2017-06-27 15:06:15,2915,2255,0.25,7982,Dark,#A4031F
64,2017-06-27 15:06:24,927,2255,0.15,1146,Light,#F2A359
65,2017-06-27 15:06:54,3259,2255,1.0,4379,Medium,#DB9065
66,2017-06-27 16:06:18,446,3296,0.3,4971,Dark,#A4031F
67,2017-06-27 16:06:32,1392,3296,0.3,861,Dark,#A4031F
68,2017-06-27 19:06:14,927,446,0.15,3530,Light,#F2A359
69,2017-06-27 19:06:16,927,446,0.15,3544,Albino,#F2DC5D
70,2017-06-27 19:06:51,927,446,0.15,1160,Dark,#A4031F
71,2017-06-27 21:06:53,2618,446,0.1,6642,Dark,#A4031F
72,2017-06-27 22:06:22,2618,446,0.1,2624,Light,#F2A359
73,2017-06-27 23:06:58,446,5803,0.15303788420300216,2624,Light,#F2A359
74,2017-06-28 03:06:04,2915,5803,0.10093947217441193,8523,Light,#F2A359
75,2017-06-28 04:06:06,94,446,0.03,9571,Dark,#A4031F
76,2017-06-28 04:06:28,94,446,0.05,5880,Light,#F2A359
77,2017-06-28 04:06:31,94,446,0.05,3226,Medium,#DB9065
78,2017-06-28 11:06:20,2915,3296,0.1,8527,Light,#F2A359
79,2017-06-28 12:06:13,2915,3296,0.1,8526,Light,#F2A359
80,2017-06-28 12:06:13,2915,3296,0.1,3257,Light,#F2A359
81,2017-06-28 12:06:54,2915,3296,0.25,5734,Light,#F2A359
82,2017-06-29 10:06:23,927,5664,0.084,1385,Light,#F2A359
83,2017-06-29 10:06:29,927,5664,0.079,1430,Dark,#A4031F
84,2017-06-29 10:06:47,927,5664,0.084,1338,Dark,#A4031F
85,2017-06-29 11:06:29,927,5664,0.084,1387,Light,#F2A359
86,2017-06-29 11:06:45,927,5664,0.08,1324,Medium,#DB9065
87,2017-06-29 14:06:06,94,446,0.06,1610,Dark,#A4031F
88,2017-06-29 14:06:27,927,446,0.0999,1396,Medium,#DB9065
89,2017-06-29 15:06:10,94,3296,0.08,8954,Medium,#DB9065
90,2017-06-29 15:06:39,927,5803,0.0844259038537942,1397,Dark,#A4031F
91,2017-06-29 15:06:43,94,3296,0.12,9371,Light,#F2A359
92,2017-06-29 15:06:43,94,446,0.1,8432,Medium,#DB9065
93,2017-06-29 16:06:04,446,5664,0.13,8673,Medium,#DB9065
94,2017-06-29 16:06:07,5664,1392,0.2,2897,Dark,#A4031F
95,2017-06-29 16:06:11,94,5767,0.15,2916,Dark,#A4031F
96,2017-06-29 16:06:19,94,446,0.08,1592,Light,#F2A359
97,2017-06-29 16:06:19,94,5767,0.12,4969,Medium,#DB9065
98,2017-06-29 16:06:24,446,5767,0.15,3544,Albino,#F2DC5D
99,2017-06-29 16:06:25,94,1392,0.12,2574,Dark,#A4031F
100,2017-06-29 16:06:28,446,5767,0.16,3413,Medium,#DB9065
101,2017-06-29 16:06:59,927,446,0.08,1401,Dark,#A4031F
102,2017-06-29 17:06:55,5403,433,0.5,8967,Albino,#F2DC5D
103,2017-06-29 19:06:09,1442,5486,0.29,3614,Medium,#DB9065
104,2017-06-29 19:06:16,3296,358,0.19,8781,Light,#F2A359
105,2017-06-29 20:06:03,5664,3296,0.2,2801,Dark,#A4031F
106,2017-06-29 21:06:12,2733,3296,0.19,7078,Light,#F2A359
107,2017-06-29 22:06:07,446,3296,0.14,5340,Dark,#A4031F
108,2017-06-29 22:06:08,3296,5664,1.89,1374,Non-human,#8DFFCD
109,2017-06-29 22:06:53,927,3296,0.15,1155,Dark,#A4031F
110,2017-06-30 01:06:20,3296,5641,0.19,5104,Light,#F2A359
111,2017-06-30 05:06:17,2733,5419,0.2,7485,Dark,#A4031F
112,2017-06-30 05:06:22,2733,927,0.2,9863,Dark,#A4031F
113,2017-06-30 16:06:39,446,5664,0.14,4827,Light,#F2A359
114,2017-06-30 16:06:43,2733,1392,0.2,7739,Medium,#DB9065
115,2017-06-30 18:06:33,1697,4567,0.2,5591,Light,#F2A359
116,2017-06-30 18:06:54,1697,1442,0.14,9513,Albino,#F2DC5D
117,2017-06-30 19:06:02,1697,4567,0.145,5483,Light,#F2A359
118,2017-06-30 19:06:17,446,4567,0.18,4509,Light,#F2A359
119,2017-06-30 19:06:29,3296,1442,0.19,3257,Light,#F2A359
120,2017-06-30 19:06:31,3296,4567,0.19,1257,Dark,#A4031F
121,2017-06-30 19:06:31,1697,4567,0.15,4636,Light,#F2A359
122,2017-06-30 19:06:36,3296,4567,0.19,1054,Light,#F2A359
123,2017-06-30 19:06:41,446,4567,0.175,7276,Albino,#F2DC5D
124,2017-06-30 19:06:55,5664,4400,0.3,3829,Albino,#F2DC5D
125,2017-06-30 19:06:57,5664,4567,0.2,1486,Medium,#DB9065
126,2017-06-30 19:06:58,3296,4567,0.19,4025,Dark,#A4031F
127,2017-06-30 19:06:59,927,4567,0.15,1143,Dark,#A4031F
128,2017-06-30 20:06:11,3296,446,0.19,8954,Medium,#DB9065
129,2017-06-30 20:06:23,3296,446,0.19,5340,Dark,#A4031F
130,2017-06-30 20:06:23,3296,5823,2.29,1886,Non-human,#8DFFCD
131,2017-07-01 17:07:24,2915,5641,0.35,9303,Medium,#DB9065
132,2017-07-01 19:07:05,3296,4567,0.19,1155,Dark,#A4031F
133,2017-07-01 19:07:12,3296,4567,0.19,5624,Light,#F2A359
