tx_id,date_time,from,to,eth_price,punk_id,punk_skin_tone,punk_skin_tone_color
938,2018-01-01 01:01:15,927,847,0.11,2448,Dark,#A4031F
939,2018-01-01 02:01:16,927,847,0.14,2492,Medium,#DB9065
940,2018-01-01 04:01:18,1364,847,0.79,2621,Light,#F2A359
941,2018-01-01 04:01:55,5869,847,1.15,6740,Albino,#F2DC5D
942,2018-01-01 09:01:16,3141,1614,0.1,8433,Light,#F2A359
943,2018-01-01 21:01:17,2915,847,0.49,8533,Light,#F2A359
944,2018-01-01 21:01:21,927,847,4.0,6965,Non-human,#8DFFCD
945,2018-01-01 21:01:31,5341,847,0.3,6098,Medium,#DB9065
946,2018-01-01 23:01:29,3856,1364,0.75,6666,Albino,#F2DC5D
947,2018-01-02 18:01:09,927,4943,0.13,2594,Dark,#A4031F
948,2018-01-02 20:01:04,3141,3580,0.12,9651,Light,#F2A359
949,2018-01-02 20:01:43,1311,3580,0.16,9208,Light,#F2A359
950,2018-01-03 03:01:44,1158,439,0.099,7232,Dark,#A4031F
951,2018-01-03 14:01:32,5664,3492,0.1,3897,Medium,#DB9065
952,2018-01-04 01:01:53,5664,3518,0.1,7925,Light,#F2A359
953,2018-01-04 18:01:34,927,1310,0.13,3675,Light,#F2A359
954,2018-01-07 02:01:16,927,35,0.13,2050,Light,#F2A359
955,2018-01-08 12:01:02,660,3245,0.3,5732,Albino,#F2DC5D
956,2018-01-08 12:01:35,4659,3245,0.09,3073,Light,#F2A359
957,2018-01-09 03:01:36,927,1311,0.08,3436,Light,#F2A359
958,2018-01-09 04:01:24,927,1316,0.375,3738,Medium,#DB9065
959,2018-01-10 15:01:45,4659,4704,0.09,1586,Light,#F2A359
960,2018-01-10 16:01:22,4659,1316,0.09,1774,Medium,#DB9065
961,2018-01-10 19:01:25,4859,1362,0.19,8325,Dark,#A4031F
962,2018-01-11 01:01:22,3141,1316,0.12,5937,Light,#F2A359
963,2018-01-11 07:01:35,927,1311,0.08,2553,Medium,#DB9065
964,2018-01-11 21:01:09,5664,1485,1.0,8146,Medium,#DB9065
965,2018-01-11 21:01:30,927,1311,0.08,5023,Dark,#A4031F
966,2018-01-12 04:01:31,927,1311,0.06,3241,Medium,#DB9065
967,2018-01-12 10:01:18,927,1933,0.08,3132,Albino,#F2DC5D
968,2018-01-12 17:01:48,927,5392,0.15,2655,Medium,#DB9065
969,2018-01-13 15:01:38,818,4764,0.1,3693,Light,#F2A359
970,2018-01-13 17:01:10,927,4764,0.15,4176,Medium,#DB9065
971,2018-01-13 18:01:56,4859,5303,0.22,1027,Dark,#A4031F
972,2018-01-13 18:01:57,3267,5303,0.2,1507,Dark,#A4031F
973,2018-01-13 20:01:03,927,357,0.1,3340,Medium,#DB9065
974,2018-01-13 21:01:55,5664,4369,0.1,1387,Light,#F2A359
975,2018-01-14 03:01:12,3141,224,0.1,1590,Medium,#DB9065
976,2018-01-14 04:01:01,4859,224,0.195,7171,Light,#F2A359
977,2018-01-14 04:01:15,3141,224,0.1,1631,Albino,#F2DC5D
978,2018-01-14 04:01:23,927,224,0.09,3440,Light,#F2A359
979,2018-01-14 04:01:39,1310,224,0.18,3675,Light,#F2A359
980,2018-01-14 04:01:46,3141,224,0.1,9669,Light,#F2A359
981,2018-01-14 04:01:58,4859,224,0.25,5240,Dark,#A4031F
982,2018-01-14 05:01:04,3141,224,0.1,2106,Dark,#A4031F
983,2018-01-14 05:01:26,3141,726,0.25,9512,Light,#F2A359
984,2018-01-14 05:01:37,5215,224,0.5,9086,Light,#F2A359
985,2018-01-14 05:01:46,1441,224,0.5,5158,Albino,#F2DC5D
986,2018-01-14 05:01:50,927,726,0.14,1781,Light,#F2A359
987,2018-01-14 06:01:08,927,5798,0.15,1116,Dark,#A4031F
988,2018-01-14 06:01:15,818,5798,0.08,3796,Medium,#DB9065
989,2018-01-14 12:01:17,1364,726,0.19,6500,Light,#F2A359
990,2018-01-14 13:01:45,3141,3184,0.1,8032,Medium,#DB9065
991,2018-01-14 21:01:30,3141,3245,0.1,3504,Medium,#DB9065
992,2018-01-14 22:01:14,3141,3245,0.1,9880,Light,#F2A359
993,2018-01-14 22:01:43,3141,3245,0.1,3380,Albino,#F2DC5D
994,2018-01-14 23:01:39,3141,4816,0.1,2343,Dark,#A4031F
995,2018-01-14 23:01:52,1364,356,3.99,8498,Non-human,#8DFFCD
996,2018-01-15 02:01:23,4659,5665,0.1,2856,Medium,#DB9065
997,2018-01-15 06:01:05,532,726,0.891,6241,Medium,#DB9065
998,2018-01-15 06:01:37,3856,726,0.5,7777,Albino,#F2DC5D
999,2018-01-15 07:01:25,707,5798,0.35,2016,Medium,#DB9065
1000,2018-01-16 02:01:33,3141,1153,0.1,5828,Medium,#DB9065
1001,2018-01-16 14:01:34,3141,5511,0.1,2688,Dark,#A4031F
1002,2018-01-16 19:01:00,4659,5699,0.1,1580,Dark,#A4031F
1003,2018-01-16 19:01:22,927,5699,0.1,2028,Medium,#DB9065
1004,2018-01-16 19:01:38,3141,5699,0.1,2139,Dark,#A4031F
1005,2018-01-16 19:01:39,927,5699,0.09,3667,Light,#F2A359
1006,2018-01-16 19:01:50,5664,5699,0.1,1180,Medium,#DB9065
1007,2018-01-16 20:01:31,3141,5699,0.1,6433,Light,#F2A359
1008,2018-01-16 20:01:54,4659,5699,0.1,2689,Light,#F2A359
1009,2018-01-17 00:01:14,4438,5798,0.23,8020,Medium,#DB9065
1010,2018-01-17 00:01:15,5215,5798,0.9,9907,Dark,#A4031F
1011,2018-01-17 00:01:51,1364,5798,0.59,9520,Albino,#F2DC5D
1012,2018-01-18 02:01:24,927,1244,0.09,4679,Albino,#F2DC5D
1013,2018-01-18 04:01:44,707,1364,0.09,8994,Dark,#A4031F
1014,2018-01-18 05:01:30,927,5798,0.25,9863,Dark,#A4031F
1015,2018-01-18 14:01:20,5664,5699,0.15,5289,Dark,#A4031F
1016,2018-01-19 00:01:36,4859,4998,0.16,4436,Medium,#DB9065
1017,2018-01-19 01:01:22,927,4586,0.14,1575,Medium,#DB9065
1018,2018-01-19 18:01:28,927,5699,0.11,2447,Light,#F2A359
1019,2018-01-19 18:01:33,1158,2710,0.11,1369,Medium,#DB9065
1020,2018-01-19 18:01:34,927,5699,0.17,3975,Medium,#DB9065
1021,2018-01-19 18:01:53,927,2710,0.1,4961,Dark,#A4031F
1022,2018-01-20 06:01:42,3141,5371,0.1,3805,Dark,#A4031F
