,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
0,2017-06-23,1406,1218,0.03,6548,Human,Male,Albino,4,"['Front Beard', 'Earring', 'Do-rag', 'Clown Eyes Green']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6548.png
1,2017-07-03,1218,3828,0.49,6548,Human,Male,Albino,4,"['Front Beard', 'Earring', 'Do-rag', 'Clown Eyes Green']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6548.png
2,2017-06-23,1406,1218,0.04,5719,Human,Female,Medium,3,"['Welding Goggles', 'Dark Hair', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5719.png
3,2019-03-20,920,1472,0.99,5719,Human,Female,Medium,3,"['Welding Goggles', 'Dark Hair', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5719.png
4,2017-06-23,1406,2518,0.25,1841,Human,Female,Dark,3,"['Black Lipstick', 'Green Eye Shadow', 'Mohawk Thin']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1841.png
5,2017-07-08,2518,5223,0.4,1841,Human,Female,Dark,3,"['Black Lipstick', 'Green Eye Shadow', 'Mohawk Thin']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1841.png
6,2020-08-30,1892,4447,1.2,1841,Human,Female,Dark,3,"['Black Lipstick', 'Green Eye Shadow', 'Mohawk Thin']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1841.png
7,2017-06-23,1406,1904,0.3,5916,Human,Male,Medium,2,"['VR', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5916.png
8,2020-02-16,1904,2128,1.1,5916,Human,Male,Medium,2,"['VR', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5916.png
9,2017-06-23,1406,888,0.2,4641,Human,Female,Light,3,"['Purple Eye Shadow', 'Wild Blonde', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4641.png
10,2017-06-23,1406,888,0.107,6318,Human,Male,Light,4,"['Eye Mask', 'Earring', 'Mohawk', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6318.png
11,2017-06-23,1406,2518,0.3,5633,Human,Male,Dark,3,"['Big Shades', 'Shadow Beard', 'Top Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5633.png
12,2017-07-03,2518,3828,0.3,5633,Human,Male,Dark,3,"['Big Shades', 'Shadow Beard', 'Top Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5633.png
13,2017-06-23,1406,2518,0.131,8878,Human,Male,Albino,3,"['Cigarette', 'Bandana', 'Normal Beard']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8878.png
14,2017-07-03,2518,3828,0.3,8878,Human,Male,Albino,3,"['Cigarette', 'Bandana', 'Normal Beard']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8878.png
15,2017-06-23,1406,1218,0.03,5621,Human,Female,Medium,3,"['Straight Hair Blonde', 'Classic Shades', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5621.png
16,2017-07-19,1218,2390,0.59,5621,Human,Female,Medium,3,"['Straight Hair Blonde', 'Classic Shades', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5621.png
17,2021-08-28,2390,5123,180.0,5621,Human,Female,Medium,3,"['Straight Hair Blonde', 'Classic Shades', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5621.png
18,2017-06-23,1406,1904,0.09,6934,Human,Male,Medium,3,"['Messy Hair', 'Luxurious Beard', 'Classic Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6934.png
19,2020-04-28,1532,5138,0.99,6934,Human,Male,Medium,3,"['Messy Hair', 'Luxurious Beard', 'Classic Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6934.png
20,2017-06-23,1406,1218,0.06,4025,Human,Male,Dark,3,"['Normal Beard', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4025.png
21,2017-06-30,1218,5648,0.19,4025,Human,Male,Dark,3,"['Normal Beard', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4025.png
22,2017-06-23,1406,1218,0.06,5624,Human,Male,Light,3,"['Peak Spike', 'Earring', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5624.png
23,2017-07-01,1218,5648,0.19,5624,Human,Male,Light,3,"['Peak Spike', 'Earring', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5624.png
24,2017-06-23,1406,2518,0.2,5545,Human,Female,Albino,5,"['Vape', 'Hot Lipstick', 'Wild Hair', 'Earring', '3D Glasses']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5545.png
25,2017-07-06,2518,950,0.5,5545,Human,Female,Albino,5,"['Vape', 'Hot Lipstick', 'Wild Hair', 'Earring', '3D Glasses']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5545.png
26,2017-06-23,1406,1218,0.06,6208,Human,Male,Medium,2,"['Shadow Beard', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6208.png
27,2017-07-01,1218,5648,0.19,6208,Human,Male,Medium,2,"['Shadow Beard', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6208.png
28,2017-06-23,166,4722,0.1,5056,Human,Male,Albino,4,"['Beanie', 'Luxurious Beard', 'Earring', 'VR']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5056.png
29,2017-06-23,1406,166,0.01,3134,Human,Male,Medium,3,"['Gold Chain', 'Crazy Hair', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3134.png
30,2017-06-23,1406,1218,0.116,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
31,2017-06-29,1218,2758,0.19,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
32,2017-07-22,2758,1218,2e-06,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
33,2017-07-26,1218,4540,0.32,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
34,2021-02-22,5368,4040,30.0,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
35,2021-03-14,4040,2052,35.0,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
36,2021-04-09,1354,3964,27.0,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
37,2022-04-15,3301,3007,69.0,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png
38,2017-06-24,5744,4492,0.335,1050,Human,Female,Medium,0,[''],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1050.png
39,2017-06-24,2794,1630,0.3,8142,Human,Female,Light,3,"['Green Eye Shadow', 'Mohawk Thin', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8142.png
40,2017-06-24,820,4722,0.15,5167,Human,Female,Light,3,"['Gold Chain', 'Crazy Hair', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5167.png
41,2017-06-24,820,1406,0.15,9131,Human,Female,Light,3,"['Black Lipstick', 'Crazy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9131.png
42,2017-06-24,820,1406,0.15,1216,Human,Male,Light,1,['Purple Hair'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1216.png
43,2017-07-08,1406,4791,0.45,1216,Human,Male,Light,1,['Purple Hair'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1216.png
44,2017-06-24,2794,1406,0.2,4509,Human,Male,Light,2,"['Normal Beard Black', 'Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4509.png
45,2017-06-30,1406,5648,0.18,4509,Human,Male,Light,2,"['Normal Beard Black', 'Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4509.png
46,2017-06-24,2794,1406,0.1,4842,Human,Male,Medium,3,"['Mohawk Thin', 'Earring', 'Smile']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png
47,2017-07-04,1406,4722,0.26,4842,Human,Male,Medium,3,"['Mohawk Thin', 'Earring', 'Smile']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png
48,2021-04-30,824,345,30.0,4842,Human,Male,Medium,3,"['Mohawk Thin', 'Earring', 'Smile']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png
49,2021-05-03,345,2350,34.99,4842,Human,Male,Medium,3,"['Mohawk Thin', 'Earring', 'Smile']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png
50,2017-06-24,4722,1406,0.23,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png
51,2017-07-04,1406,3828,0.38,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png
52,2021-08-23,5082,345,111.98,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png
53,2021-08-23,3828,5082,92.0,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png
54,2021-08-28,345,6088,159.99,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png
55,2017-06-24,2794,2139,2e-10,1376,Human,Male,Dark,3,"['Messy Hair', 'Luxurious Beard', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png
56,2021-02-27,2139,409,55.0,1376,Human,Male,Dark,3,"['Messy Hair', 'Luxurious Beard', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png
57,2021-06-21,1752,219,17.97,1376,Human,Male,Dark,3,"['Messy Hair', 'Luxurious Beard', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png
58,2017-06-24,2794,888,2e-10,1657,Human,Male,Medium,2,"['Cap', 'Horned Rim Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1657.png
59,2017-06-24,858,1630,0.5,5138,Human,Male,Medium,3,"['Earring', 'VR', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5138.png
60,2017-06-24,1406,5220,0.36,5921,Human,Male,Light,2,"['Horned Rim Glasses', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5921.png
61,2017-06-24,1406,1904,0.35,4445,Human,Male,Light,2,"['Peak Spike', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4445.png
62,2020-01-29,1904,2193,1.2,4445,Human,Male,Light,2,"['Peak Spike', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4445.png
63,2017-06-24,1406,1904,0.3,1416,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1416.png
64,2019-03-28,1904,1745,0.3,1416,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1416.png
65,2019-09-17,1745,2664,0.4,1416,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1416.png
66,2017-06-24,1406,5220,0.3,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png
67,2020-09-15,5220,109,3.0,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png
68,2020-09-29,109,1184,5.2,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png
69,2021-01-25,1184,2584,9.0,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png
70,2021-05-09,3341,1068,29.99,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png
71,2017-06-24,2601,1904,0.001,9926,Human,Female,Medium,2,"['Tiara', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9926.png
72,2017-07-03,1904,1218,0.19,9926,Human,Female,Medium,2,"['Tiara', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9926.png
73,2017-07-04,1218,4492,1.5,9926,Human,Female,Medium,2,"['Tiara', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9926.png
74,2017-06-24,820,1406,0.15,9963,Human,Male,Albino,4,"['Chinstrap', 'Purple Hair', 'Earring', 'VR']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9963.png
75,2021-02-09,1406,2869,11.0,9963,Human,Male,Albino,4,"['Chinstrap', 'Purple Hair', 'Earring', 'VR']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9963.png
76,2017-06-25,5264,2864,0.2,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
77,2019-05-13,336,1370,0.6,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
78,2021-08-05,1370,345,50.0,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
79,2022-04-26,345,1040,0.0,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
80,2022-06-21,345,402,76.99,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
81,2022-07-08,402,4050,77.95,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png
82,2017-06-25,1701,5147,0.15,1036,Human,Male,Light,2,"['Mohawk Thin', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1036.png
83,2020-05-22,5147,3749,1.0,1036,Human,Male,Light,2,"['Mohawk Thin', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1036.png
84,2017-06-25,1904,5147,0.2,6315,Human,Male,Light,3,"['Police Cap', 'Muttonchops', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6315.png
85,2017-06-25,5264,1904,0.1,6315,Human,Male,Light,3,"['Police Cap', 'Muttonchops', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6315.png
86,2017-06-25,1904,5223,0.2,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png
87,2017-06-25,5264,1904,0.1,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png
88,2017-07-07,5223,4791,0.6,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png
89,2021-08-01,4791,5367,114.0,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png
90,2017-06-25,5264,5147,0.1,8037,Human,Female,Medium,4,"['Mole', 'Blue Eye Shadow', 'Black Lipstick', 'Frumpy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8037.png
91,2017-06-25,5264,1904,0.1,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
92,2017-07-01,1904,3408,0.2,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
93,2017-07-14,3408,274,0.4,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
94,2019-03-14,274,4148,0.3,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
95,2020-05-19,4148,512,0.99,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
96,2020-05-26,512,1538,1.9,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
97,2021-07-16,1538,1804,23.6,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png
98,2017-06-25,1701,3408,0.135,9439,Human,Male,Light,3,"['Classic Shades', 'Mustache', 'Mohawk']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9439.png
99,2017-07-22,3408,4103,0.42,9439,Human,Male,Light,3,"['Classic Shades', 'Mustache', 'Mohawk']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9439.png
100,2017-06-25,4733,1904,0.15,3614,Human,Male,Medium,2,"['Hoodie', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3614.png
101,2017-06-29,1904,3765,0.29,3614,Human,Male,Medium,2,"['Hoodie', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3614.png
102,2020-09-28,4117,1745,9.99,3614,Human,Male,Medium,2,"['Hoodie', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3614.png
103,2017-06-25,4733,1701,0.2117401785132582,2789,Human,Male,Light,3,"['Vampire Hair', 'Shadow Beard', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2789.png
104,2020-10-22,5687,3996,4.0,2789,Human,Male,Light,3,"['Vampire Hair', 'Shadow Beard', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2789.png
105,2020-10-25,3996,5616,5.0,2789,Human,Male,Light,3,"['Vampire Hair', 'Shadow Beard', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2789.png
106,2017-06-25,5264,3408,0.1,2997,Human,Female,Dark,2,"['Clown Eyes Green', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2997.png
107,2017-07-14,3408,4791,0.9,2997,Human,Female,Dark,2,"['Clown Eyes Green', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2997.png
108,2021-04-28,4791,1771,55.0,2997,Human,Female,Dark,2,"['Clown Eyes Green', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2997.png
109,2017-06-26,2724,5147,0.18,5141,Human,Male,Light,2,"['Cap', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5141.png
110,2017-06-26,5264,6415,0.2,5715,Human,Male,Medium,2,"['Police Cap', 'VR']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5715.png
111,2018-10-01,755,1207,0.3,5715,Human,Male,Medium,2,"['Police Cap', 'VR']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5715.png
112,2017-06-26,4530,1218,1e-06,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png
113,2017-06-30,1218,446,0.19,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png
114,2021-05-13,446,2169,12.5,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png
115,2021-09-29,1184,1360,119.0,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png
116,2022-05-15,5062,2686,58.89,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png
117,2017-06-26,2593,2151,0.3,2883,Human,Male,Dark,2,"['Messy Hair', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png
118,2019-04-25,2151,3356,0.5,2883,Human,Male,Dark,2,"['Messy Hair', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png
119,2021-07-31,3471,1219,39.9,2883,Human,Male,Dark,2,"['Messy Hair', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png
120,2021-08-06,1219,4377,99.85,2883,Human,Male,Dark,2,"['Messy Hair', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png
121,2017-06-26,1701,1218,0.14,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png
122,2017-06-30,1218,5648,0.19,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png
123,2021-07-30,4567,2631,23.93,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png
124,2021-07-30,5648,4567,23.0,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png
125,2017-06-27,3591,2151,1.0,4379,Human,Male,Medium,3,"['Hoodie', 'Shadow Beard', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4379.png
126,2019-02-21,2151,5903,1.75,4379,Human,Male,Medium,3,"['Hoodie', 'Shadow Beard', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4379.png
127,2021-02-22,5903,6397,90.0,4379,Human,Male,Medium,3,"['Hoodie', 'Shadow Beard', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4379.png
128,2017-06-27,166,1218,0.3,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png
129,2020-01-10,920,5446,2.35,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png
130,2020-05-27,3043,3375,3.0,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png
131,2020-09-12,3375,489,3.0,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png
132,2021-10-01,489,2465,136.0,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png
133,2017-06-27,1406,1218,0.3,4971,Human,Male,Dark,5,"['Cigarette', 'Front Beard', 'Earring', 'Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4971.png
134,2019-05-26,920,5920,0.49,4971,Human,Male,Dark,5,"['Cigarette', 'Front Beard', 'Earring', 'Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4971.png
135,2017-06-27,1303,1406,0.15,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
136,2017-06-29,1406,4722,0.15,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
137,2021-04-04,5480,5721,16.5,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
138,2021-08-04,5721,2420,43.95,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
139,2021-08-24,2420,5659,75.0,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
140,2022-06-15,5659,2605,55.0,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png
141,2017-06-27,820,2151,0.25,7982,Human,Female,Dark,2,"['Gold Chain', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7982.png
142,2017-07-13,2151,4791,0.5,7982,Human,Female,Dark,2,"['Gold Chain', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7982.png
143,2017-06-27,1303,1406,0.15,1160,Human,Male,Dark,3,"['Earring', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1160.png
144,2021-01-08,1406,6053,6.27,1160,Human,Male,Dark,3,"['Earring', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1160.png
145,2017-06-27,3477,1406,0.1,6642,Human,Male,Dark,3,"['Normal Beard Black', 'Big Shades', 'Crazy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6642.png
