,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
2572,2018-01-26,2316,15,0.15829,1837,Human,Female,Medium,2,"['Black Lipstick', 'Crazy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1837.png
2573,2018-01-26,623,15,0.27,5808,Human,Female,Medium,3,"['Mole', 'Blonde Short', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5808.png
2574,2018-01-26,1303,15,0.15,3574,Human,Female,Albino,4,"['Mole', 'Black Lipstick', 'Wild Hair', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3574.png
2575,2018-01-26,1303,15,0.25,8836,Human,Female,Medium,3,"['Purple Eye Shadow', 'Straight Hair', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8836.png
2576,2022-03-04,15,6339,85.0,8836,Human,Female,Medium,3,"['Purple Eye Shadow', 'Straight Hair', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8836.png
2577,2022-07-16,6339,1270,86.0,8836,Human,Female,Medium,3,"['Purple Eye Shadow', 'Straight Hair', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8836.png
2578,2018-01-26,2316,2325,0.1599999,3820,Human,Male,Light,4,"['Earring', 'Nerd Glasses', 'Normal Beard', 'Mohawk']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3820.png
2579,2018-01-29,1303,15,0.45,6924,Human,Female,Medium,3,"['Pigtails', 'Hot Lipstick', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6924.png
2580,2022-02-26,15,2189,90.0,6924,Human,Female,Medium,3,"['Pigtails', 'Hot Lipstick', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6924.png
2581,2018-01-29,1303,15,0.15,2008,Human,Female,Dark,2,"['Red Mohawk', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2008.png
2582,2021-07-17,15,5028,21.0,2008,Human,Female,Dark,2,"['Red Mohawk', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2008.png
2583,2021-07-30,5028,2631,24.99,2008,Human,Female,Dark,2,"['Red Mohawk', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2008.png
2584,2018-01-29,1303,2772,0.1,9545,Human,Female,Medium,2,"['Red Mohawk', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9545.png
2585,2018-01-29,809,15,0.21,5499,Human,Female,Albino,4,"['Mole', 'Mohawk Thin', 'Hot Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5499.png
2586,2018-02-02,188,4733,0.05,3511,Human,Female,Light,3,"['Black Lipstick', 'Pink With Hat', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3511.png
2587,2018-02-08,4733,1737,0.35,3511,Human,Female,Light,3,"['Black Lipstick', 'Pink With Hat', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3511.png
