tx_id,date_time,from,to,eth_price,punk_id,punk_skin_tone,punk_skin_tone_color
2421,2020-01-01 01:01:06,4134,2389,1.75,3256,Albino,#F2DC5D
2422,2020-01-01 01:01:10,5134,2328,0.5,7826,Dark,#A4031F
2423,2020-01-01 01:01:25,5134,2328,0.5,6444,Albino,#F2DC5D
2424,2020-01-01 01:01:55,4329,2328,0.79,2269,Medium,#DB9065
2425,2020-01-01 02:01:24,1868,1804,0.44,6160,Light,#F2A359
2426,2020-01-01 05:01:27,4276,2190,1.0,6498,Medium,#DB9065
2427,2020-01-01 05:01:30,5134,2328,0.7,2227,Albino,#F2DC5D
2428,2020-01-01 12:01:50,5134,1868,0.75,5860,Medium,#DB9065
2429,2020-01-01 13:01:30,5134,1868,0.6,9561,Dark,#A4031F
2430,2020-01-01 14:01:24,1868,1684,0.42,6580,Albino,#F2DC5D
2431,2020-01-01 16:01:07,5134,3354,0.6,7158,Medium,#DB9065
2432,2020-01-01 16:01:23,1868,3354,0.42,6762,Dark,#A4031F
2433,2020-01-01 19:01:22,4556,4748,0.44,8715,Medium,#DB9065
2434,2020-01-02 12:01:54,3052,2805,1.0,2949,Light,#F2A359
2435,2020-01-02 17:01:31,5110,3354,0.42,2136,Medium,#DB9065
2436,2020-01-02 18:01:02,4130,3514,10.0,9955,Non-human,#8DFFCD
2437,2020-01-02 19:01:06,3765,2389,0.7,4422,Dark,#A4031F
2438,2020-01-02 22:01:03,1684,938,0.43,4484,Dark,#A4031F
2439,2020-01-02 22:01:40,4556,938,0.44,1072,Light,#F2A359
2440,2020-01-03 00:01:04,2652,3941,0.8,2729,Medium,#DB9065
2441,2020-01-03 00:01:09,3052,3941,1.0,8981,Light,#F2A359
2442,2020-01-03 00:01:22,4268,3941,1.27,7249,Dark,#A4031F
2443,2020-01-03 00:01:23,5134,3941,0.6,2581,Albino,#F2DC5D
2444,2020-01-03 00:01:46,5134,3941,0.65,8188,Medium,#DB9065
2445,2020-01-03 00:01:50,3354,3941,1.45,3317,Albino,#F2DC5D
2446,2020-01-03 00:01:50,5420,3941,1.99,6419,Light,#F2A359
2447,2020-01-03 00:01:53,4268,3941,1.15,8803,Medium,#DB9065
2448,2020-01-03 00:01:57,5134,3941,1.0,3144,Dark,#A4031F
2449,2020-01-03 00:01:57,4268,3941,1.1,3914,Dark,#A4031F
2450,2020-01-03 01:01:11,5134,445,0.5,6609,Dark,#A4031F
2451,2020-01-03 02:01:08,2783,2389,5.0,706,Medium,#DB9065
2452,2020-01-03 20:01:22,1931,4763,1.0,1784,Light,#F2A359
2453,2020-01-03 21:01:12,231,5301,0.6,8376,Light,#F2A359
2454,2020-01-03 21:01:13,5420,5301,0.5,6050,Light,#F2A359
2455,2020-01-03 21:01:31,5134,5301,0.6,3387,Dark,#A4031F
2456,2020-01-03 23:01:53,5134,2805,0.6,2570,Medium,#DB9065
2457,2020-01-03 23:01:56,1852,957,0.6,9152,Light,#F2A359
2458,2020-01-04 00:01:25,5420,2190,0.5,8444,Dark,#A4031F
2459,2020-01-04 00:01:48,5134,2190,0.5,7094,Dark,#A4031F
2460,2020-01-04 00:01:49,3765,2190,0.55,8829,Medium,#DB9065
2461,2020-01-04 01:01:00,3765,2190,0.5,2235,Medium,#DB9065
2462,2020-01-04 01:01:03,1204,2190,0.5,8343,Light,#F2A359
2463,2020-01-04 01:01:04,4556,1354,0.44,1052,Dark,#A4031F
